run_id,entity_id,source_url,canonical_url,name,address,stars,checkin_time,checkout_time,checkin_time_raw,checkout_time_raw,rating_value,rating_scale,rating_count,room_count,amenity_count,price_status,policies,parser_version,fetched_at
80c248dd5eb3,e8ad0f309b938887ad49b734,https://www.bestprice.vn/khach-san/hon-tam-resort-3688.html,https://www.bestprice.vn/khach-san/hon-tam-resort-3688.html,Hòn Tằm Resort,"Đảo Hòn Tằm, Thành phố Nha Trang, Tỉnh Khánh Hòa",5,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,18,5,18,requires_dates,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:\nKhách hàng đặt phòng sẽ không được quyền hoàn phòng, hủy đặt phòng nhưng được phép thay đổi đơn đặt phòng."", ""children_extra_bed_policy"": ""Khách trên 12 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-20T05:03:12.688628+00:00
80c248dd5eb3,e8b9199b599573f5381cbb3c,https://www.bestprice.vn/khach-san/vinpearl-discovery-greenhill-phu-quoc-1474.html,https://www.bestprice.vn/khach-san/vinpearl-discovery-greenhill-phu-quoc-1474.html,Melia Vinpearl Discovery Greenhill Phú Quốc,"Gành Dầu, huyện Phú Quốc, tỉnh Kiên Giang, Việt Nam",5,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,40,3,11,requires_dates,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:"", ""children_extra_bed_policy"": ""Khách trên 12 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-19T13:55:34.409353+00:00
80c248dd5eb3,e8f06cbbec902249a8812913,https://www.bestprice.vn/khach-san/belle-maison-handana-hoi-an-resort-spa-1503.html,https://www.bestprice.vn/khach-san/belle-maison-handana-hoi-an-resort-spa-1503.html,Belle Maison Hadana Hội An Resort & Spa,"538 Cửa Đại, Thành phố Hội An, Tỉnh Quảng Nam, Việt Nam.",4,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,10,6,13,requires_dates,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:"", ""children_extra_bed_policy"": ""Khách trên 12 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-19T14:33:40.607911+00:00
80c248dd5eb3,ed187bb01738c5d0add2ee04,https://www.bestprice.vn/khach-san/muong-thanh-grand-thanh-hoa-1682.html,https://www.bestprice.vn/khach-san/muong-thanh-grand-thanh-hoa-1682.html,Mường Thanh Grand Thanh Hóa,"Võ Nguyên Giáp, Phường Đông Vệ, Thành phố Thanh Hóa, Thanh Hóa",4,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,8,5,15,requires_dates,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:\nKhách hàng đặt phòng sẽ không được quyền hoàn phòng, hủy đặt phòng nhưng được phép thay đổi đơn đặt phòng."", ""children_extra_bed_policy"": ""Khách trên 12 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-19T13:55:08.349684+00:00
80c248dd5eb3,ed964be39e6e73e7784611ec,https://www.bestprice.vn/khach-san/paradise-suites-hotel-ha-long-1442.html,https://www.bestprice.vn/khach-san/paradise-suites-hotel-ha-long-1442.html,Paradise Suites Hotel Hạ Long,"Đảo Tuần Châu, Thành phố Hạ Long, Tỉnh Quảng Ninh",4,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,10,1,13,published_reference,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:\nKhách hàng đặt phòng sẽ không được quyền hoàn phòng, hủy đặt phòng nhưng được phép thay đổi đơn đặt phòng."", ""children_extra_bed_policy"": ""Khách trên 11 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-19T12:56:57.580264+00:00
80c248dd5eb3,eec89f23f84dd5a7ee188ebe,https://www.bestprice.vn/khach-san/muong-thanh-grand-da-nang-184.html,https://www.bestprice.vn/khach-san/muong-thanh-grand-da-nang-184.html,Mường Thanh Grand Đà Nẵng,"962 Ngô Quyền, Phường An Hải Tây, Quận Sơn Trà, Thành Phố Đà Nẵng",4,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,10,7,14,published_reference,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:\nKhách hàng đặt phòng sẽ không được quyền hoàn phòng, hủy đặt phòng nhưng được phép thay đổi đơn đặt phòng."", ""children_extra_bed_policy"": ""Khách trên 11 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-19T14:06:20.948943+00:00
80c248dd5eb3,f139e8883775b9499d106045,https://www.bestprice.vn/khach-san/flc-luxury-hotel-resort-quy-nhon-1403.html,https://www.bestprice.vn/khach-san/flc-luxury-hotel-resort-quy-nhon-1403.html,FLC Luxury Hotel & Resort Quy Nhơn,"Khu 4, Nhơn Lý - Bãi biển Cát Tiến, Xã Nhơn Lý, Tỉnh Bình Định.",5,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,18,9,16,published_reference,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:\nKhách hàng đặt phòng sẽ không được quyền hoàn phòng, hủy đặt phòng nhưng được phép thay đổi đơn đặt phòng."", ""children_extra_bed_policy"": ""Khách trên 11 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-19T14:53:34.086557+00:00
80c248dd5eb3,f18eda2453a6cbaf0af8c800,https://www.bestprice.vn/khach-san/sapa-jade-hill-resort-spa-1369.html,https://www.bestprice.vn/khach-san/sapa-jade-hill-resort-spa-1369.html,Sapa Jade Hill Resort & Spa,"Thôn Lý, Xã Lao Chải, Huyện SaPa, Thị trấn Sapa, Tỉnh Lào Cai, Việt Nam",4,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,19,5,19,published_reference,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:\nKhách hàng đặt dịch vụ sẽ không được quyền hoàn dịch vụ, hủy đặt dịch vụ."", ""children_extra_bed_policy"": ""Khách trên 11 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-19T14:53:28.066293+00:00
80c248dd5eb3,f506a2244ada5cda430ea08d,https://www.bestprice.vn/khach-san/sheraton-can-tho-1377.html,https://www.bestprice.vn/khach-san/sheraton-can-tho-1377.html,Sheraton Cần Thơ,"Số 209, đường 30/4, phường Xuân Khánh, quận Ninh Kiều, thành phố Cần Thơ.",5,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,45,3,7,requires_dates,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:\nKhách hàng đặt dịch vụ sẽ không được quyền hoàn dịch vụ, hủy đặt dịch vụ."", ""children_extra_bed_policy"": ""Khách trên 12 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-19T13:57:24.450678+00:00
80c248dd5eb3,f60b419024a0aac86d7347d0,https://www.bestprice.vn/khach-san/flc-grand-hotel-sam-son-1402.html,https://www.bestprice.vn/khach-san/flc-grand-hotel-sam-son-1402.html,FLC Grand Hotel Sầm Sơn,"Đường Hồ Xuân Hương, Sầm Sơn, Thanh Hóa",5,14:00,12:00,Thời gian nhận phòng: 14:00,Thời gian trả phòng: 12:00,4.5,,15,3,22,published_reference,"{""checkin_policy"": ""Khi đến nhận phòng, quý khách vui lòng mang theo:\n- CCCD hoặc passport.\n- Phiếu xác nhận đặt phòng của Best Price\n*Lưu ý: Theo quy định của pháp luật Việt Nam, khi 1 khách nước ngoài + 1 khách Việt Nam ở chung một phòng thì yêu cầu phải có giấy đăng ký kết hôn."", ""cancellation_policy"": ""Phí hủy đổi đặt phòng = phí hủy/đổi của khách sạn + phí xử lý giao dịch của Best Price.\nPhí hủy/đổi của khách sạn được chính khách sạn quy định như sau:\nKhách hàng đặt phòng sẽ không được quyền hoàn phòng, hủy đặt phòng nhưng được phép thay đổi đơn đặt phòng."", ""children_extra_bed_policy"": ""Khách trên 12 tuổi được coi là người lớn\nThông tin giường phụ thì tùy thuộc vào mỗi phòng. Vui lòng kiểm tra thông tin phòng để biết chi tiết.""}",3,2026-09-20T05:05:44.816611+00:00
