run_id,entity_id,source_url,room_id,name,details,area_m2,max_adults,max_children,bed_description,view,extra_bed_allowed,extra_bed_count,image_urls
80c248dd5eb3,025416558ee11fc3f41814a0,https://www.bestprice.vn/khach-san/muong-thanh-holiday-da-lat-212.html,room_detail_6538_2_,Phòng Superior,"[""28m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng vườn"", ""2 giường đơn / 1 giường đôi""]",28.0,2,2,2 giường đơn / 1 giường đôi,Hướng vườn,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7294590dcf.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7294590d44.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7294590cb9.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7294590c2b.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7294590b8f.jpg""]"
80c248dd5eb3,025416558ee11fc3f41814a0,https://www.bestprice.vn/khach-san/muong-thanh-holiday-da-lat-212.html,room_detail_6539_2_,Phòng Deluxe,"[""0m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng vườn"", ""2 giường đơn / 1 giường đôi""]",0.0,2,2,2 giường đơn / 1 giường đôi,Hướng vườn,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7295721104.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7295721191.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7295721067.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e729572121d.jpg""]"
80c248dd5eb3,025416558ee11fc3f41814a0,https://www.bestprice.vn/khach-san/muong-thanh-holiday-da-lat-212.html,room_detail_6540_3_,Phòng Deluxe Triple,"[""54m 2"", ""3 người lớn, 2 trẻ em"", ""Hướng vườn"", ""1 Giường đôi & 2 Giường đơn""]",54.0,3,2,1 Giường đôi & 2 Giường đơn,Hướng vườn,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e72965d45bd.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e72965d4658.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e72965d46e5.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e72965d4771.jpg""]"
80c248dd5eb3,025416558ee11fc3f41814a0,https://www.bestprice.vn/khach-san/muong-thanh-holiday-da-lat-212.html,room_detail_6541_2_,Phòng Excutive Suite,"[""70m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng thành phố"", ""1 giường lớn""]",70.0,2,2,1 giường lớn,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7297529592.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e729752962c.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e72975296b9.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/muong-thanh-holiday-da-lat-64e7297529745.jpg""]"
80c248dd5eb3,02f55a1f429997e624b5defa,https://www.bestprice.vn/khach-san/melia-vinpearl-ha-tinh-1401.html,room_detail_6066_2_,Deluxe Room,"[""30m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng thành phố"", ""2 giường đơn / 1 giường đôi""]",30.0,2,2,2 giường đơn / 1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-hotel-ha-tinh-5f3f2efb8062a.jpg""]"
80c248dd5eb3,02f55a1f429997e624b5defa,https://www.bestprice.vn/khach-san/melia-vinpearl-ha-tinh-1401.html,room_detail_18652_2_,Deluxe Corner Room,"[""30m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng thành phố"", ""2 giường đơn / 1 giường đôi""]",30.0,2,2,2 giường đơn / 1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-hotel-ha-tinh-5f3f2efb806b1.jpg""]"
80c248dd5eb3,02f55a1f429997e624b5defa,https://www.bestprice.vn/khach-san/melia-vinpearl-ha-tinh-1401.html,room_detail_6441_2_,Premium Room,"[""39m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng thành phố"", ""2 giường đơn / 1 giường đôi""]",39.0,2,2,2 giường đơn / 1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-hotel-ha-tinh-5f3f2f5535e0b.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-hotel-ha-tinh-5f3f2f5535ebe.jpg""]"
80c248dd5eb3,02f55a1f429997e624b5defa,https://www.bestprice.vn/khach-san/melia-vinpearl-ha-tinh-1401.html,room_detail_18653_2_,Premium Corner Room,"[""39m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng thành phố"", ""2 giường đơn / 1 giường đôi""]",39.0,2,2,2 giường đơn / 1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-hotel-ha-tinh-5f3f2f5535f3e.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-hotel-ha-tinh-5f3f2f5535ebe.jpg""]"
80c248dd5eb3,02f55a1f429997e624b5defa,https://www.bestprice.vn/khach-san/melia-vinpearl-ha-tinh-1401.html,room_detail_6067_2_,Suite Room,"[""73m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng thành phố"", ""1 giường lớn""]",73.0,2,2,1 giường lớn,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-hotel-ha-tinh-5f3f3177549f8.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-hotel-ha-tinh-5f3f317754aa5.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_20279_2_,Deluxe Queen Room,"[""35m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng vườn"", ""1 giường đôi""]",35.0,2,2,1 giường đôi,Hướng vườn,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b34f4.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b3681.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_42_2_,Deluxe Twin Room,"[""32m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng núi"", ""2 giường đơn""]",32.0,2,2,2 giường đơn,Hướng núi,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b3578.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b325d.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_20282_2_,Deluxe Queen Ocean View,"[""32m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng biển"", ""1 giường lớn""]",32.0,2,2,1 giường lớn,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-634293ad34037.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_6659_2_,Deluxe Twin Ocean View,"[""32m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng biển"", ""2 giường đơn""]",32.0,2,2,2 giường đơn,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-634293ad33f92.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b3892.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_43_2_,Deluxe Suite King Ocean View,"[""52m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng biển"", ""1 giường lớn""]",52.0,2,2,1 giường lớn,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-6342935e7ab76.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-6342935e7aae2.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_46_2_,Grand Deluxe Twin,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng vườn"", ""2 giường đơn""]",42.0,2,2,2 giường đơn,Hướng vườn,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b3151.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b32e2.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_20280_2_,Grand Deluxe Queen,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng vườn"", ""1 giường lớn""]",42.0,2,2,1 giường lớn,Hướng vườn,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b3073.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b35fc.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_47_2_,Grand Deluxe Twin Ocean View,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng vườn"", ""2 giường đơn""]",42.0,2,2,2 giường đơn,Hướng vườn,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b378a.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b33eb.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_49_2_,Grand Deluxe Queen Ocean View,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng biển"", ""1 giường đôi""]",42.0,2,2,1 giường đôi,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b3705.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b3916.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_53_2_,Grand Deluxe Suite King Ocean View,"[""73m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng biển"", ""1 giường lớn""]",73.0,2,2,1 giường lớn,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-634299ac83c7e.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-63429a55729a9.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_44_2_,Junior Suite King Hill View,"[""52m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng núi"", ""1 giường lớn""]",52.0,2,2,1 giường lớn,Hướng núi,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b380d.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b3367.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_20281_2_,Grand Junior Suite King Hill View,"[""52m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng núi"", ""1 giường lớn""]",52.0,2,2,1 giường lớn,Hướng núi,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b31d8.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-65cf0f89b346f.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_6660_6_,Villa 3-Bedroom Ocean View,"[""240m 2"", ""6 người lớn, 4 trẻ em"", ""Hướng biển"", ""3 giường đôi""]",240.0,6,4,3 giường đôi,Hướng biển,,,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-6342923176b04.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-634292317664d.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-634292317685d.jpg""]"
80c248dd5eb3,03df2e1042d51c21ba040502,https://www.bestprice.vn/khach-san/vinpearl-resort-nha-trang-13.html,room_detail_14169_6_,Tropicana Villa 3-Bedroom Beachfront,"[""240m 2"", ""6 người lớn, 4 trẻ em"", ""Hướng biển"", ""3 giường đôi""]",240.0,6,4,3 giường đôi,Hướng biển,,,"[""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-63429b263dae4.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/vinpearl-resort-nha-trang-63429b263db7b.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_6946_2_,Deluxe Golf View,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng công viên"", ""2 giường đơn / 1 giường đôi""]",42.0,2,2,2 giường đơn / 1 giường đôi,Hướng công viên,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615667.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c6155e7.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_6947_2_,Deluxe Bay View,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng biển"", ""2 giường đơn / 1 giường đôi""]",42.0,2,2,2 giường đơn / 1 giường đôi,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615568.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615a78.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_8893_2_,Premium Deluxe Golf View,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng công viên"", ""2 giường đơn / 1 giường đôi""]",42.0,2,2,2 giường đơn / 1 giường đôi,Hướng công viên,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615bf6.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615469.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_8895_2_,Premium Deluxe Bay View,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng biển"", ""2 giường đơn / 1 giường đôi""]",42.0,2,2,2 giường đơn / 1 giường đôi,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615b77.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615af7.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_8897_4_,Grand Suite Golf View,"[""88m 2"", ""4 người lớn, 2 trẻ em"", ""Hướng công viên"", ""1 Giường đôi & 2 Giường đơn""]",88.0,4,2,1 Giường đôi & 2 Giường đơn,Hướng công viên,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615872.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615360.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_8899_4_,Grand Suite Bay View,"[""88m 2"", ""4 người lớn, 2 trẻ em"", ""Hướng biển"", ""1 Giường đôi & 2 Giường đơn""]",88.0,4,2,1 Giường đôi & 2 Giường đơn,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c61597a.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c6157e4.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_8903_2_,Club Deluxe Golf View,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng công viên"", ""2 giường đơn / 1 giường đôi""]",42.0,2,2,2 giường đơn / 1 giường đôi,Hướng công viên,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c6154e9.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c6159f9.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_8905_2_,Club Deluxe Bay View,"[""42m 2"", ""2 người lớn, 2 trẻ em"", ""Hướng biển"", ""2 giường đơn / 1 giường đôi""]",42.0,2,2,2 giường đơn / 1 giường đôi,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd942b1961.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd942b18d2.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_8907_4_,Club Suite Bay View,"[""88m 2"", ""4 người lớn, 2 trẻ em"", ""Hướng biển"", ""2 giường đôi / 1 Giường đôi & 2 Giường đơn""]",88.0,4,2,2 giường đôi / 1 Giường đôi & 2 Giường đơn,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd942b18d2.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd942b1961.jpg""]"
80c248dd5eb3,06c58f5715c56821f479fd69,https://www.bestprice.vn/khach-san/flc-grand-hotel-ha-long-1515.html,room_detail_8901_6_,Presitige Suite Bay View,"[""137m 2"", ""6 người lớn, 3 trẻ em"", ""Hướng biển"", ""3 giường đôi""]",137.0,6,3,3 giường đôi,Hướng biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd4c615872.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/flc-grand-hotel-ha-long-646dd942b1be4.jpg""]"
80c248dd5eb3,07b7e33887bae4f2c6d50f89,https://www.bestprice.vn/khach-san/muong-thanh-luxury-can-tho-1468.html,room_detail_6611_2_,Deluxe King/Twin,"[""32m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng thành phố"", ""2 giường đơn / 1 giường lớn""]",32.0,2,1,2 giường đơn / 1 giường lớn,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-muong-thanh-luxury-can-tho-5ba0b76fc81e0.jpg""]"
80c248dd5eb3,07b7e33887bae4f2c6d50f89,https://www.bestprice.vn/khach-san/muong-thanh-luxury-can-tho-1468.html,room_detail_6612_2_,Deluxe Triple/ Family Triple,"[""38m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng sông"", ""1 Giường đôi & 1 Giường đơn""]",38.0,2,1,1 Giường đôi & 1 Giường đơn,Hướng sông,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-muong-thanh-luxury-can-tho-5ba0b81b113e9.jpg""]"
80c248dd5eb3,07b7e33887bae4f2c6d50f89,https://www.bestprice.vn/khach-san/muong-thanh-luxury-can-tho-1468.html,room_detail_6613_2_,Executive Suite,"[""68m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng sông"", ""1 giường lớn""]",68.0,2,1,1 giường lớn,Hướng sông,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-muong-thanh-luxury-can-tho-5ba0b86107cd7.jpg""]"
80c248dd5eb3,07b7e33887bae4f2c6d50f89,https://www.bestprice.vn/khach-san/muong-thanh-luxury-can-tho-1468.html,room_detail_6614_2_,Royal Suite,"[""350m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng sông"", ""1 giường lớn""]",350.0,2,1,1 giường lớn,Hướng sông,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-muong-thanh-luxury-can-tho-5ba0b81b11494.jpg""]"
80c248dd5eb3,07b7e33887bae4f2c6d50f89,https://www.bestprice.vn/khach-san/muong-thanh-luxury-can-tho-1468.html,room_detail_6615_2_,Presidential Suite,"[""600m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng sông"", ""1 giường lớn""]",600.0,2,1,1 giường lớn,Hướng sông,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-muong-thanh-luxury-can-tho-5ba0b8ee53fc0.jpg""]"
80c248dd5eb3,0901a08cf769286a475b4060,https://www.bestprice.vn/khach-san/fivitel-da-nang-1436.html,room_detail_6364_2_,Superior Twin/ Double (River/City View),"[""30m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng thành phố"", ""1 giường đôi""]",30.0,2,1,1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-fivitel-5f38f01ca7f7a.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/khach-san-fivitel-5f38f19820b73.jpg""]"
80c248dd5eb3,0901a08cf769286a475b4060,https://www.bestprice.vn/khach-san/fivitel-da-nang-1436.html,room_detail_6365_2_,Deluxe Twin/Double (River/City View),"[""35m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng thành phố"", ""2 giường đơn""]",35.0,2,1,2 giường đơn,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-fivitel-5c8c79c458cb3.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/khach-san-fivitel-5c8c79c458ecc.jpg""]"
80c248dd5eb3,0901a08cf769286a475b4060,https://www.bestprice.vn/khach-san/fivitel-da-nang-1436.html,room_detail_6366_2_,Suite River View,"[""36m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng sông"", ""1 giường đôi""]",36.0,2,1,1 giường đôi,Hướng sông,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-fivitel-5f335f486fcef.jpg""]"
80c248dd5eb3,0901a08cf769286a475b4060,https://www.bestprice.vn/khach-san/fivitel-da-nang-1436.html,room_detail_6367_4_,Family River/City View,"[""38m 2"", ""4 người lớn, 1 trẻ em"", ""Hướng thành phố"", ""1 giường đơn / 1 giường đôi""]",38.0,4,1,1 giường đơn / 1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-fivitel-5c8c79c458e1a.jpg""]"
80c248dd5eb3,0901a08cf769286a475b4060,https://www.bestprice.vn/khach-san/fivitel-da-nang-1436.html,room_detail_6368_2_,President,"[""90m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng thành phố"", ""1 giường đôi""]",90.0,2,1,1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/fivitel-da-nang-64803fdfedd40.jpg""]"
80c248dd5eb3,0901a08cf769286a475b4060,https://www.bestprice.vn/khach-san/fivitel-da-nang-1436.html,room_detail_6370_2_,Apartment (1 bedroom),"[""65m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng thành phố"", ""1 giường đơn / 1 giường đôi""]",65.0,2,1,1 giường đơn / 1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-fivitel-5f335c4251b3e.jpg""]"
80c248dd5eb3,0901a08cf769286a475b4060,https://www.bestprice.vn/khach-san/fivitel-da-nang-1436.html,room_detail_6369_4_,Apartment (2 bedroom),"[""100m 2"", ""4 người lớn, 1 trẻ em"", ""Hướng thành phố"", ""1 giường đôi""]",100.0,4,1,1 giường đôi,Hướng thành phố,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/khach-san-fivitel-5f33592a604e3.jpg""]"
80c248dd5eb3,0999f5b11e5432190dd27d2f,https://www.bestprice.vn/khach-san/banyan-tree-lang-co-hotels-resort-530.html,room_detail_10295_2_,Phòng Lagoon Pool Villa (1 PN),"[""131m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng hồ bơi"", ""1 giường lớn""]",131.0,2,1,1 giường lớn,Hướng hồ bơi,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f9614ee8bd.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f9628a5770.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f9646d0540.jpg""]"
80c248dd5eb3,0999f5b11e5432190dd27d2f,https://www.bestprice.vn/khach-san/banyan-tree-lang-co-hotels-resort-530.html,room_detail_10297_2_,Phòng Beach Pool Villa (1 PN),"[""124m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng bãi biển"", ""1 giường lớn""]",124.0,2,1,1 giường lớn,Hướng bãi biển,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f9660e9d61.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f9675eb8ea.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f9688cddb2.jpg""]"
80c248dd5eb3,0999f5b11e5432190dd27d2f,https://www.bestprice.vn/khach-san/banyan-tree-lang-co-hotels-resort-530.html,room_detail_18666_2_,Phòng Wellbeing Pool Villa,"[""124m 2"", ""2 người lớn, 1 trẻ em"", ""Hướng hồ bơi"", ""2 giường đơn / 1 giường lớn""]",124.0,2,1,2 giường đơn / 1 giường lớn,Hướng hồ bơi,True,1,"[""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f9ac692288.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f974a8ad1d.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f978263e72.jpg"", ""https://owa.bestprice.vn/images/hotels/uploads/banyan-tree-lang-co-hotels-resort-633f9ad75b6d3.jpg""]"
