run_id,entity_id,amenity
80c248dd5eb3,1f4b1fec430382d1eb4e359c,Lễ tân phục vụ 24h
80c248dd5eb3,1f4b1fec430382d1eb4e359c,Nhà hàng - Ẩm thực
80c248dd5eb3,1f4b1fec430382d1eb4e359c,Nước nóng - lạnh
80c248dd5eb3,1f4b1fec430382d1eb4e359c,Phòng tắm
80c248dd5eb3,1f4b1fec430382d1eb4e359c,Phòng tập thể dục
80c248dd5eb3,1f4b1fec430382d1eb4e359c,Phục vụ phòng 24/24h
80c248dd5eb3,1f4b1fec430382d1eb4e359c,Sân tennis
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Bãi biển riêng
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Bể bơi ngoài trời
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Wifi miễn phí
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Ăn sáng miễn phí
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Bàn làm việc
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Bể bơi vô cực
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Bồn tắm và vòi sen
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Câu cá
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Cho thuê xe
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Chỗ đỗ xe
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Dịch vụ báo thức
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Dịch vụ hội họp
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Dịch vụ phòng
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Giặt là quần áo
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Hệ thống báo cháy tự động
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Khu vực vui chơi trẻ em
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Lễ tân phục vụ 24h
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Máy lạnh
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Nhà hàng - Ẩm thực
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Nước nóng - lạnh
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Phòng tập thể dục
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Phục vụ bữa sáng tại phòng
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Quán Bar
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Quán café
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Spa/Massage
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Vườn
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Wifi
80c248dd5eb3,1fcb7800e516f1d342a7ae48,Đưa đón Sân bay
80c248dd5eb3,2090a8abe7521e6484af3ee3,Bãi biển riêng
80c248dd5eb3,2090a8abe7521e6484af3ee3,Bể bơi ngoài trời
80c248dd5eb3,2090a8abe7521e6484af3ee3,Bể bơi trong nhà
80c248dd5eb3,2090a8abe7521e6484af3ee3,Wifi miễn phí
80c248dd5eb3,2090a8abe7521e6484af3ee3,Ăn sáng miễn phí
80c248dd5eb3,2090a8abe7521e6484af3ee3,Chỗ đỗ xe
80c248dd5eb3,2090a8abe7521e6484af3ee3,Dịch vụ hội họp
80c248dd5eb3,2090a8abe7521e6484af3ee3,Karaoke
80c248dd5eb3,2090a8abe7521e6484af3ee3,Phòng tập thể dục
80c248dd5eb3,2090a8abe7521e6484af3ee3,Quán Bar
80c248dd5eb3,2090a8abe7521e6484af3ee3,Quán café
80c248dd5eb3,2090a8abe7521e6484af3ee3,Spa/Massage
80c248dd5eb3,2090a8abe7521e6484af3ee3,Thang máy
80c248dd5eb3,20caf55ffdf91bf42321d49a,Wifi miễn phí
80c248dd5eb3,20caf55ffdf91bf42321d49a,Ăn sáng miễn phí
80c248dd5eb3,20caf55ffdf91bf42321d49a,Chỗ đỗ xe
80c248dd5eb3,20caf55ffdf91bf42321d49a,Dịch vụ hội họp
80c248dd5eb3,20caf55ffdf91bf42321d49a,Giặt là quần áo
80c248dd5eb3,20caf55ffdf91bf42321d49a,Nhà hàng - Ẩm thực
80c248dd5eb3,20caf55ffdf91bf42321d49a,Phòng tập thể dục
80c248dd5eb3,20caf55ffdf91bf42321d49a,Quán café
80c248dd5eb3,2229c40987932d643addf3e4,Bể bơi ngoài trời
80c248dd5eb3,2229c40987932d643addf3e4,Bể bơi trong nhà
80c248dd5eb3,2229c40987932d643addf3e4,Wifi miễn phí
80c248dd5eb3,2229c40987932d643addf3e4,Ăn sáng miễn phí
80c248dd5eb3,2229c40987932d643addf3e4,Bàn làm việc
80c248dd5eb3,2229c40987932d643addf3e4,Bồn tắm và vòi sen
80c248dd5eb3,2229c40987932d643addf3e4,Dịch vụ BBQ
80c248dd5eb3,2229c40987932d643addf3e4,Dịch vụ hội họp
80c248dd5eb3,2229c40987932d643addf3e4,Giặt là quần áo
80c248dd5eb3,2229c40987932d643addf3e4,Hội Nghị & Tiệc Cưới
80c248dd5eb3,2229c40987932d643addf3e4,Khu vực vui chơi trẻ em
80c248dd5eb3,2229c40987932d643addf3e4,Lễ tân phục vụ 24h
80c248dd5eb3,2229c40987932d643addf3e4,Máy lạnh
80c248dd5eb3,2229c40987932d643addf3e4,Nhà hàng - Ẩm thực
80c248dd5eb3,2229c40987932d643addf3e4,Nước nóng - lạnh
80c248dd5eb3,2229c40987932d643addf3e4,Phòng tắm
80c248dd5eb3,2229c40987932d643addf3e4,Phòng tập thể dục
80c248dd5eb3,2229c40987932d643addf3e4,Phục vụ phòng 24/24h
80c248dd5eb3,2229c40987932d643addf3e4,Quán Bar
80c248dd5eb3,2229c40987932d643addf3e4,Quán café
80c248dd5eb3,2229c40987932d643addf3e4,Spa/Massage
80c248dd5eb3,2368408f5339b64d882f1995,Bể bơi ngoài trời
80c248dd5eb3,2368408f5339b64d882f1995,Wifi miễn phí
80c248dd5eb3,2368408f5339b64d882f1995,Ăn sáng miễn phí
80c248dd5eb3,2368408f5339b64d882f1995,Bồn tắm và vòi sen
80c248dd5eb3,2368408f5339b64d882f1995,Dịch vụ hội họp
80c248dd5eb3,2368408f5339b64d882f1995,Lễ tân phục vụ 24h
80c248dd5eb3,2368408f5339b64d882f1995,Máy lạnh
80c248dd5eb3,2368408f5339b64d882f1995,Nhà hàng - Ẩm thực
80c248dd5eb3,2368408f5339b64d882f1995,Nước nóng - lạnh
80c248dd5eb3,2368408f5339b64d882f1995,Phòng tắm
80c248dd5eb3,2368408f5339b64d882f1995,Phòng tập thể dục
80c248dd5eb3,2368408f5339b64d882f1995,Spa
80c248dd5eb3,2368408f5339b64d882f1995,Spa/Massage
80c248dd5eb3,2368408f5339b64d882f1995,Thang máy
80c248dd5eb3,2368408f5339b64d882f1995,Wifi
80c248dd5eb3,2368408f5339b64d882f1995,Xe Bus ra Trung tâm
80c248dd5eb3,2368408f5339b64d882f1995,Xe điện trong khách sạn/resort
80c248dd5eb3,2499ad01615f4a93d94959e7,Bãi biển riêng
80c248dd5eb3,2499ad01615f4a93d94959e7,Bể bơi ngoài trời
