property_id,overall_score,review_count,score_cleanliness,score_facilities,score_location,score_staff,score_value_for_money,count_exceptional,count_excellent,count_very_good,count_good,count_below_expectation,sample_customer_reviews
56224814,9.4,1606,9.7,9.5,9.3,9.8,9.7,633,56,13,8,5,"[10.0/10] Jasmine: ""The hotel is beautiful with an even more beautiful view."" || [10.0/10] Charlotte: ""The room was immaculate and stunning views from the balcony."" || [10.0/10] Kwan Tung Candy: ""EXCELLENT STAY!! The room is perfect, super comfy and clean."" || [10.0/10] Phuong: ""Facilities were top-notch, making my stay very comfortable."" || [10.0/10] SZU YU: ""Helpful staff, Clean Room, Perfect view with green fields."" || [10.0/10] Ha Ngoc Mai: ""A quiet place with excellent views and great service."" || [10.0/10] Brandy: ""Beautiful, unique hotel with lovely, friendly staff."" || [10.0/10] Sheona: ""Hard to leave and staff were also very welcoming and helpful"" || [10.0/10] Martin: ""Superb breakfast, better than some 5-star resorts."" || [10.0/10] Peng Ker: ""During check-in, they gave us a free room upgrade."""
1985131,8.6,764,8.5,8.2,9.2,8.9,8.8,400,113,35,37,48,"[9.2/10] Bob: ""Hoi An Canal House has very clean spacious modern rooms."" || [9.2/10] Steven: ""Most comfortable bed and pillow we’ve had in some time!"" || [9.2/10] POA: ""Thank you once again for making my stay so pleasant."" || [9.6/10] Sharon: ""They also served a good breakfast which changed everyday."" || [10.0/10] Smruti: ""Helpful & amazing staff, great food, clean & tidy rooms."" || [10.0/10] Tanatcha : ""The location is perfect, about 10mins walk to old town."" || [10.0/10] Emmeline: ""Booked airport transfer and transport from hotel to Da Nang."" || [9.6/10] Deepak: ""One of the best budget hotel stay in my entire Vietnam trip."" || [8.8/10] Jeoffrey: ""We got a family room with two king beds and we all loved it."" || [10.0/10] Rebekah: ""Upon arrival,  we were immediately welcomed and accomodated."""
79080981,9.1,80,9.4,9.1,9.4,9.4,9.4,4,2,0,0,0,"[10.0/10] LING LING: ""Delicious breakfast for local noodle 100% love it 👍👍👍"" || [10.0/10] Oliver: ""My room had a little terrace which was really nice."" || [10.0/10] Jake: ""The staff is so warm and friendly."""
65269016,9.0,917,9.1,8.9,9.6,9.2,9.1,631,76,33,34,48,"[10.0/10] Simon: ""They were very punctual and respected the times indicated."" || [8.8/10] Roman: ""What set this place apart was the exceptional service."" || [10.0/10] Oliver: ""Great pick up service and worth the few extra dollars."" || [10.0/10] Irnacelle: ""Highly recommended, and we would definitely stay here again!"" || [10.0/10] Daniela: ""The rooms were comfortable and the staff was accommodating."" || [10.0/10] Amaya: ""The service is great, the room is clean and cozy."" || [9.2/10] Nina: ""And brekky had everything you could want to eat."" || [10.0/10] Ethan: ""Believe the hype - worth going to Hoian just to stay here!"" || [9.2/10] niv: ""Clean, spacious, inexpensive and very pleasant to stay in."" || [10.0/10] Noah: ""I can only speak wonders about this hotel and its people."""
75864419,8.7,705,8.9,8.9,9.5,9.4,9.2,106,23,10,7,3,"[9.6/10] Annabelle: ""Very good and varied breakfasts, friendly and helpful staff."" || [10.0/10] Noa: ""Good people, good service, delicious breakfast, clean place."" || [10.0/10] Caner: ""It’s also one of the cleanest hostels I have ever stayed in."" || [10.0/10] JEFFERSON: ""I just paid $5.37 for one night and it has free breakfast."" || [9.6/10] Romina: ""First of all - The Breakfast in this hostel is sensational!"" || [10.0/10] myrah: ""Friendly staff,value for money…will definitely come back"" || [10.0/10] Giorgio: ""Good beds, clean bathroom, breakfast included."" || [10.0/10] Johan: ""Very nice hostel, it was amazing!!👍"" || [7.2/10] Eve: ""The dorms were cleaned well and smelled fresh"" || [9.6/10] Nhu: ""The room I stay always has good and fresh smell."""
35957889,8.6,198,9.2,9.0,7.5,9.0,8.6,99,31,8,13,16,"[10.0/10] Dan: ""I really recommend that people check out this Mad Monkey."" || [9.2/10] Valentina: ""Incredible facilities and even better vibes,"" || [9.6/10] Candelaria: ""I definitely recommend this hostel for women solo traveling."" || [10.0/10] THERY: ""Other than that the mood is chill and location convenient."" || [10.0/10] Jacob: ""Phenomenal, fun hostel, and amazing private room"" || [8.4/10] Julia: ""Pro: Warm welcome, showing me around and a welcome drink."" || [8.8/10] Garetg: ""Lovely hotel with bar , nice breakfast, friendly staff."" || [10.0/10] Dushyant: ""Awesome place to stay and chill"" || [9.6/10] Caitlin: ""The room was clean and bright,"" || [9.6/10] Ehren: ""They helped me treat a wound and i appreciated it so much!"""
87071376,8.4,61,8.8,8.7,8.9,8.8,8.9,24,3,2,1,4,"[9.6/10] Christopher: ""The bed was nice too, so I had a really great sleep here."" || [10.0/10] Kelly: ""The atmosphere was cozy, peaceful, and exceptionally clean."" || [10.0/10] Taylor: ""Comfy bed, large room, good shower and lovely staff"" || [10.0/10] Barbara: ""I would definitely stay here again."" || [10.0/10] Pavel: ""Loved the place, great for solo travelers."""
1803429,9.0,2656,9.4,9.0,8.3,9.5,9.3,1486,476,124,66,53,"[8.0/10] Vedaant: ""She was always approachable and handled all our issues well."" || [10.0/10] Nicole: ""Breakfast buffet is delicious (especially the pastries.)"" || [9.2/10] Andrew: ""The chefs were very helpful and the food exceptionally good."" || [10.0/10] YIOTA: ""It had a huge stone bath and plenty of hot water to fill it."" || [8.8/10] Swati: ""Overall we had a pleasant stay at Wyndham Hoi An Cua Dai."" || [9.2/10] 豪智: ""It is a quiet, peaceful, and comfortable place to stay."" || [10.0/10] Wendy: ""Clean & comfortable room, accessible by stairs or lift."" || [10.0/10] Derick: ""Soaking tub with a rainfall shower or handheld sprayer."" || [10.0/10] Hieu: ""Thank you to the staffs for the amazing experiences!"" || [7.6/10] Antoinette: ""The family bunk was spacious with a great bath tub!"""
16296813,8.9,96,8.7,8.0,9.3,9.3,9.0,29,10,1,5,2,"[10.0/10] Freja Phillipsen: ""One of our greatest hotel-experiences in Vietnam."" || [10.0/10] Hope: ""Our room and bathroom were very clean and comfortable."" || [9.6/10] Jake: ""A fantastic place to retire to after massive days in Hoi An!"" || [8.4/10] Samantha: ""The homestay is clean, for the price it is all you need."" || [10.0/10] Billy: ""Super clean rooms"" || [10.0/10] Hillary: ""The room is as shown in the picture 👍🏻👍🏻👍🏻"" || [8.4/10] Kristin: ""The location was good for accessing the area."" || [10.0/10] VICTOR: ""Friendly and helpful receptionist,"" || [10.0/10] Ha: ""Nice and clean room."" || [10.0/10] Kawfang: ""I will come back to stay here for sure"""
66371126,9.3,984,9.7,9.4,9.0,9.7,9.7,405,44,11,5,7,"[10.0/10] Emma: ""The staff are so friendly and always went the extra mile."" || [10.0/10] Danielle: ""From the food , to the amazing staff and the amazing rooms."" || [10.0/10] Mark: ""Was blown away with nesta hoian will definitely book again."" || [10.0/10] Douglas: ""We were so spoiled by them and the entire supporting staff."" || [9.6/10] Michelle: ""One of the few hotels I will definitely return to one day."" || [9.6/10] Kin: ""Everything was great and we can’t say enough good things."" || [8.4/10] Pawanjit: ""Employees like Wendy are truly an asset to the company."" || [10.0/10] Sean: ""I had a magical three-night stay at NESTA Hotel Hoi An."" || [10.0/10] Viktor: ""It really felt like a little piece of heaven on earth."" || [10.0/10] Stan: ""Spa was amazing – ended up going three days in a row."""
89178269,9.4,96,9.9,9.6,9.6,9.9,9.8,32,5,0,0,0,"[10.0/10] Thu: ""Next time when I visit Hoi An, I know where I would stay."" || [10.0/10] Doris: ""Room is beautiful and breakfast yummie (pumpkin soup ;))"" || [10.0/10] Khánh Nguyên: ""The room is in a good decent size, nice and clean."""
16375525,9.0,2418,9.7,9.4,8.2,9.5,9.4,1122,235,52,27,43,"[10.0/10] Jade: ""The entire place is absolutely incredible and luxurious."" || [10.0/10] Hien Sam: ""Beautiful and well cleaned room, nice view to the ocean."" || [9.6/10] 예은: ""Staffs were so kind and facilities were very nice!"" || [10.0/10] Han: ""My friend and i had an enjoyable 3 nights stay at the hotel."" || [9.2/10] James: ""All the staff is amazing and go way above what is asked."" || [7.6/10] Greg Angelo: ""The facility is top notch and the service is excellent."" || [10.0/10] Danielle: ""All facilities are top notch and staff is so friendly!"" || [10.0/10] Lim : ""The staff is very helpful and friendly and always available,"" || [10.0/10] Ali: ""First class experience at Hoiana Hotel in Hoi An."" || [9.6/10] Rene Steen: ""The breakfast is for sure the best I had in Asia."""
3007182,8.2,845,,,,,,,,,,,
84897663,8.6,121,8.6,8.5,8.3,8.8,8.8,40,8,4,3,7,"[9.6/10] Charlie: ""The room was bright, immaculate and spacious."" || [9.6/10] Vanessa: ""Great staff, great facilities! Definitely stay again!!"" || [9.2/10] Ethel: ""I highly recommend Son Tra, we'll definitely be back!"" || [9.2/10] Ethel: ""Internet is fast so it ticked all my boxes."" || [9.6/10] Vanessa: ""Great sized rooms, great staff & fabulous pool."" || [8.8/10] Shahala: ""The rooms were clean, comfortable, and well-maintained."" || [10.0/10] Christine: ""I’m so glad we booked this hotel during our visit at Hoi An."" || [9.6/10] Isabella: ""An lovely stay, very clean and hosts were so welcoming."" || [10.0/10] roi: ""Nice room, Everything was clean and well maintained."" || [9.6/10] Eleonora: ""This hotel offers excellent quality for the price."""
39012886,9.1,2570,9.0,9.3,9.3,9.4,9.4,148,39,11,5,1,"[9.2/10] Ben: ""The facilities are the best i’ve seen in vietnam so far."" || [10.0/10] Colm: ""Pool, bar, and housekeeping provided excellent service."" || [10.0/10] DongJae: ""All of staffs are so kind and I definitely come back again!"" || [10.0/10] Pradip: ""This is one of the best places I have stayed in Vietnam."" || [10.0/10] Charlene: ""Love it here!!! Will definitely came back here in iHome"" || [9.2/10] Lluis: ""Great place, great staff and great breakfast."" || [10.0/10] Joelemrey: ""The staffs are accommodating, helpful and friendly"" || [10.0/10] Andreas: ""The breakfast at the rooftop is very western style but good."" || [9.6/10] Ben: ""The pool was very clean and a good chilling spot."" || [9.2/10] David: ""Everything met and surpassed expectations here."""
63917222,9.7,1317,9.8,9.5,9.7,9.9,9.8,246,29,1,0,1,"[10.0/10] shruti: ""Leaving was honestly much harder than I expected."" || [10.0/10] claudia: ""Also the breakfast and the room were perfect"" || [10.0/10] Daniel Angelo: ""Our room was upgraded to a villa with a lovely balcony view,"" || [10.0/10] Natalie C: ""This will now be my home away from home when I visit again."" || [10.0/10] Bernd: ""I like the hotel a lot and would like to stay much longer"" || [10.0/10] Merve: ""Hoianese hotel was the highlight of my trip to Hoi An."" || [10.0/10] Ludwig: ""Staff were super friendly and cleaned the room daily."" || [10.0/10] Erin: ""Breakfast was delicious and the portions were huge."" || [10.0/10] Doris: ""Will stay here again should we decide to visit Hoi An again."" || [10.0/10] Jake: ""This a wonderful small hotel with the most fantastic staff!"""
46749251,8.9,199,8.7,8.7,9.3,9.4,9.3,146,35,6,4,7,"[10.0/10] Tim: ""I will be booking here again when I go back down to Hoi An."" || [10.0/10] Davide: ""Anna and Ben are best hosts you could ever find in Vietnam!"" || [9.6/10] Hannah: ""If you have any need ask and they try their best to help."" || [10.0/10] Ayten: ""Lady at the reception (Anna) is so lovely and helpful."" || [9.6/10] Tajda: ""We booked a tour with the hostel as prices are reasonable."" || [10.0/10] Léanne: ""Good dorms with comfy beds and curtains, AC and fans."" || [8.4/10] Shang: ""Breakfast is included in such a cheap price, which is great!"" || [10.0/10] Dia: ""BreakfaSt was also included with stay which was also good."" || [9.2/10] slot: ""Comfortable stays, clean and friendly staff. Recommended"" || [10.0/10] SATURNINO: ""Love also the room because it exceeds my expectation."""
88966251,10.0,2,10.0,10.0,10.0,10.0,10.0,,,,,,
52499134,8.8,645,8.9,8.6,9.4,9.1,9.1,376,83,33,25,23,"[10.0/10] Jonty: ""The staff were amazing, they helped me book everything."" || [9.2/10] Regine M: ""If time permits, this is where I opt to stay at Hoi An."" || [10.0/10] Yuli: ""Good breakfast, clean room and toilet, friendly staff."" || [9.2/10] Michelle: ""Location: The location is perfect, earning a perfect 10/10."" || [10.0/10] Nitya: ""Very helpful staff and great quality of stay for the price!"" || [10.0/10] Enrica: ""They have laundry service and you can book tours with them."" || [10.0/10] Lucia: ""Breakfast is really good and everything is super clean!!"" || [10.0/10] Trung Hiếu: ""I have stayed plenty of hostel but this one is awesome."" || [10.0/10] Elio: ""Pool table, indoor pool, cool music for the happy hour."" || [10.0/10] Deniz: ""I love to much best of the hoi an hostel come on all"""
7023976,9.1,487,9.4,9.3,8.5,9.6,9.5,310,53,18,10,10,"[10.0/10] Nathanael: ""The host vincent and daisy were great friendly host."" || [9.2/10] Sarah: ""Set in a lovely garden and the pool was clean and cool."" || [9.2/10] Attila: ""High standard and quality, worthy of a 5star hotel"" || [9.6/10] Kristy: ""Great value for money, was a good size room and very clean."" || [10.0/10] Sergi: ""And overall I got service above and beyond my expectations."" || [10.0/10] Katerina: ""We were very happy with our stay in Fairy Garden Villa."" || [9.6/10] Pui Shan: ""Staff are super nice and can communicate with English."" || [8.8/10] Rob: ""Room was amazing - modern and super clean."" || [9.6/10] Sanisha: ""When I come back to Hoi An, I would love to stay here again."" || [9.6/10] Jack: ""Staff were very friendly, and the room and pool were great."""
45941857,9.4,4521,9.7,9.3,9.1,9.8,9.6,1954,303,51,28,18,"[10.0/10] Wilson: ""They immediately went above and beyond to help me."" || [10.0/10] Woay Hoong: ""Our room was clean, comfortable, and beautifully maintained."" || [10.0/10] Hector: ""Professional and friendly. Always greeting us with a smile."" || [9.6/10] Sarah Wing Yee: ""Each spacious room comes with super cozy Vietnamese design."" || [10.0/10] Danisa: ""Room is excellent ,clean ,well decorated and comfortable ."" || [10.0/10] Grace: ""Basically everything was so good and we enjoyed our stay."" || [9.2/10] Crystal: ""We also rode the free bikes to a cao lao spot."" || [10.0/10] Ken: ""Their spa massage is one of the best massage I ever had."" || [9.6/10] Karen: ""I’ve used the spa and had a wonderful signature massage,"" || [10.0/10] sooyin: ""The staff were friendly and helpful throughout my stay."""
6207508,8.4,5014,8.8,8.2,8.1,8.7,8.7,2061,871,340,308,329,"[10.0/10] Olivia: ""Best of all the staff were so incredibly helpful and kind."" || [10.0/10] Chris: ""Of our 4 country tour, this was by far our favorite stay."" || [10.0/10] david: ""We extended our stay twice because it was too good to leave."" || [10.0/10] 남현: ""My partner and I had an unforgettable stay here."" || [10.0/10] Jiae: ""But what truly made the difference was the reception staff."" || [10.0/10] Sarah: ""So close to Hoi Ann is a five minute taxi to the centre."" || [8.8/10] Michele: ""Beachfront with restaurants a short walk down the beach."" || [10.0/10] Daniele: ""The breakfast buffet has a ton of selection,"" || [8.4/10] william: ""However the bed was like sleeping on a cloud ☁️☁️☁️"" || [8.0/10] Faith: ""The view's spectacular, we could see the pool and the beach."""
87880062,8.7,47,8.6,8.9,9.6,9.7,9.3,44,12,2,0,2,"[10.0/10] rajeev: ""An amazing hostel and one of the best places to stay"" || [7.6/10] chia: ""Clean, friendly staff, good location, 5 minutes to old town."" || [8.0/10] Wasim: ""If you need calm peace environment go here"" || [10.0/10] renato: ""Very good in all aspects."" || [10.0/10] Eva: ""Clean and big room, bed and bathroom."" || [9.6/10] Suppanat: ""I had a fantastic stay at this hotel."" || [8.8/10] Jianhao: ""Cheap and clean"" || [9.2/10] Takasuzu: ""Lovely breakfast, you can choose from 3 menu."" || [10.0/10] Pema: ""Enjoyed the watermelon fruit and pancakes.."""
72420229,8.7,126,9.0,8.7,9.1,9.4,8.8,76,10,2,7,8,"[10.0/10] Daniela: ""Far from the noise of town, near to all attractions."" || [10.0/10] Mario: ""Overall, an incredible team and a fantastic place to stay."" || [8.4/10] Amelia: ""Good location as we could walk to the Ancient Town."" || [9.6/10] Seo-yeon: ""Great stay, good location and wonderful staff."" || [10.0/10] Jenna: ""The staff at Old Town Hotel are truly wonderful."" || [10.0/10] Lê: ""The rooms are very comfortable, good air conditioning."" || [10.0/10] Nhu: ""The staff here are very attentive and enthusiastic."" || [10.0/10] Thuy Nhu: ""I will visit again as soon as possible."" || [8.8/10] Valerie: ""Great service and clean facilities."" || [9.6/10] michael: ""The rooms are a decent size and comfortable."""
33923863,9.6,79,9.5,9.1,9.8,9.5,9.5,29,3,0,0,1,"[10.0/10] Amy: ""Such lovely hosts and a beautiful spacious room."" || [9.6/10] Miroslav: ""Book their Best room,it' spacious and comfortable !"" || [10.0/10] Tu: ""A quiet and very clean newly renovated house."" || [9.6/10] Tee: ""I very much enjoyed my stay at Bluesand."" || [9.2/10] Jason: ""Super clean and spacious for 1 or 2 travellers."" || [10.0/10] Kenneth: ""The family who runs the Bluesand were wonderful folks."" || [9.6/10] Brent: ""Peaceful, clean, close to main strip and beach."" || [9.6/10] Brandon: ""Great Value, Great Place, Great Family"" || [10.0/10] Binh: ""A few steps to the beach"" || [8.8/10] ONG: ""Big and comfortable room"""
31037064,9.4,2785,9.7,9.4,8.9,9.7,9.6,1006,131,20,16,17,"[10.0/10] Elvira: ""It is the right place to discover and enjoy local cuisine."" || [9.6/10] Willem: ""I think this was the best hotel during our 4 week trip."" || [10.0/10] David: ""The rooms were spacious, clean, and beautifully decorated."" || [9.6/10] Maksim: ""We left with amazing memories and can’t wait to come back."" || [10.0/10] Cheng Hung: ""The location is perfect — just a short walk to the old town."" || [10.0/10] Chuncheung: ""Stay here for 4days and 3nights definitely highly recommend"" || [10.0/10] David: ""The location is ideal, just a short walk from the old town."" || [8.8/10] Chng: ""Happy to stay in Little Oasis for my first visit to Hoi An."" || [10.0/10] Goran: ""The rooms are large and clean and have everything you need,"" || [9.6/10] Javier: ""Staff were really helpful and rooms were nicely decorated."""
35133694,9.4,1727,9.6,9.4,9.0,9.8,9.6,607,95,27,7,4,"[10.0/10] Stephanie: ""Beautiful rooms and service tht makes you feel like royalty."" || [10.0/10] Thdo: ""Hotel itself is really new therefore also clean facilities."" || [10.0/10] Leticia: ""This is the standard by which we compare all other hotels."" || [10.0/10] Jia Jin: ""Our stay at this hotel was nothing short of extraordinary."" || [9.6/10] Natalie: ""The facilities were recently updated and were beautiful."" || [9.6/10] Mike: ""Your hospitality and kindness are greatly appreciated!"" || [9.6/10] Rafal: ""The room was always spotless and the English was impeccable."" || [10.0/10] Dieu: ""Room was great and staff were extremely friendly and helpful"" || [10.0/10] YEN: ""The hotel is very clean and well decorated in every corners."" || [10.0/10] Natalie: ""The room is clean and the pool is really nice and relaxing."""
32187167,8.9,1336,9.0,8.7,8.8,9.1,9.1,178,51,15,13,14,"[10.0/10] Rachaellee: ""The breakfast was included in the price and it is delicious."" || [10.0/10] Klaus: ""Great pool, super friendly and helpful, large rooms and beds"" || [10.0/10] Alice: ""Staff were attentive and helpful, enhancing the experience."" || [10.0/10] Rong: ""Very clean!!! That's the most important thing to me."" || [10.0/10] José Fabiano: ""Very nice place!! Perfect service with nice people!"" || [10.0/10] Gillian: ""The room was cleaned daily with water replenished."" || [9.6/10] Ha : ""The price is so good and the room is very spacious"" || [10.0/10] Tien: ""Hotel is clean and location is just approx 1km from old town"" || [10.0/10] David: ""Legend Hoi-An Hotel was the perfect base to explore Hoi-An."" || [10.0/10] Saheer: ""The included breakfast contains good options."""
38471593,8.9,368,9.3,8.8,8.6,9.6,9.0,166,36,10,7,12,"[10.0/10] Taylor: ""The food in the restaurant was always very tasty too."" || [9.6/10] Winson: ""Everything was great and the hotel staffs are very helpful"" || [10.0/10] Rob: ""The staff was very eager to make sure we had a great stay."" || [10.0/10] reuven: ""Very good stuff I really recommend to stay in this hotel"" || [10.0/10] Ngoc Thuan: ""We had a massage at the garden spa and it was heavenly!"" || [9.2/10] Chaminda: ""We will definitely stay here again on our next visit."" || [10.0/10] Khin: ""The room is just like the pictures, and we had a great stay."" || [9.2/10] Rossley: ""The hotel is new and very well taken care of."" || [10.0/10] Nina: ""Excellent hotel with very helpful and courteous staff."" || [9.6/10] Paulo: ""Breakfast, facilities, staff and romm are all Great!"""
23386076,9.2,158,9.4,9.1,9.8,9.7,9.6,108,15,4,0,0,"[10.0/10] Nina: ""Location is perfect, 1min away from the night market."" || [10.0/10] Hernila: ""It was an excellent stay at Nam Hoi Homestay for 2 nights."" || [9.6/10] Karen : ""This accommodation is great for the Budget Conscious."" || [10.0/10] Josefina: ""The room was clean, spacious, and very comfortable."" || [10.0/10] Chin hau: ""The breakfast selection is plentiful and delicious."" || [10.0/10] Melina: ""Room was very clean (smelled good) and spacious,"" || [10.0/10] Brelyn May: ""The room was spotless, new, modern, and very comfortable."" || [9.6/10] Zandrix: ""And the location is incredibly convenient."" || [10.0/10] Pritchie Ann: ""Great value overall for budget travelers in Hoi An."" || [10.0/10] Quynh: ""Best location, 5 minutes walking go the old town"""
33907372,9.5,48,9.9,9.5,9.7,9.9,9.7,39,3,1,0,0,"[10.0/10] Beruta: ""I would highly recommend this place to friends & family."" || [9.2/10] Lee soon: ""A wonderful hostel in  this asia or world."" || [10.0/10] Alexander: ""Amazing staff, clean rooms and a good breakfast included."" || [10.0/10] Luận: ""The best thing about this hotel is definitely the location."" || [10.0/10] Kim Robert: ""The room was very nice with a balcony on fourth floor."" || [10.0/10] Alexander: ""Do not hesitate to book your stay there!"" || [10.0/10] Sohan: ""Best stay, Best food, friendly staff."" || [10.0/10] Tamir: ""The stuff are also very carring and nice"" || [10.0/10] FERTIN: ""Very clean, the staff was very nice and always available."" || [9.2/10] Molly-Melissa: ""Clean rooms and the restroom was nice."""
68290800,9.3,668,9.4,9.1,9.4,9.6,9.4,494,68,21,15,19,"[10.0/10] Lucas: ""I only gave 5 stars because giving 6 stars isn't an option."" || [10.0/10] Louis: ""Even had an emergency but the staff were so attentive."" || [10.0/10] Josh: ""The location is ideal just 5 minute walk to old town."" || [10.0/10] Rashid: ""သူတို့ကို ချီးကျူးဂုဏ်ပြုပြီး အရမ်းလွမ်းဆွတ်နေမှာပါ။"" || [9.2/10] Rio: ""It takes 3 minutes from hotel to old town and night market."" || [10.0/10] Pierre: ""All the desk workers knew every gust by his name and needs."" || [10.0/10] Michael: ""Loved this hotel and the staff was very nice and helpful!"" || [7.2/10] Edward: ""I could recommend this hotel to anyone staying in Hoi An."" || [10.0/10] Michael: ""We were warmly greeted by name each time we came or went."" || [10.0/10] Paul: ""Great little hotel, outstanding staff and loved the room"""
12775419,9.1,239,9.2,8.7,9.4,9.6,9.3,92,14,4,4,4,"[10.0/10] Legacy: ""Whenever I'm back in Hoi An this is now my go-to staycation."" || [10.0/10] muhd najdi: ""Nice home villa, spacious, lovely friendly staffs and owner"" || [9.6/10] Omer: ""The host was very nice and explained us about everything."" || [10.0/10] Jack : ""Hotel has been well maintained and is thoroughly cleaned."" || [9.2/10] Edward: ""Enjoy your stay cheerful place is clean and immaculate."" || [10.0/10] Johannes: ""Super Location, nice rooms and super friendly owners"" || [10.0/10] Victoria: ""We'll definitely stay here again when we come back!"" || [10.0/10] Alan: ""Location is perfect, very quiet, no traffic noise."" || [10.0/10] Frank: ""The room is very clean and modern with a spacious balcony."" || [8.8/10] Julie: ""Walking distance to bars, food, night market and Old Town."""
161820,8.1,1648,8.0,7.8,9.0,8.2,8.3,643,318,136,130,160,"[10.0/10] Jo: ""Had a great stay at this super value for money accommodation"" || [10.0/10] Thien: ""Very friendly staff, well priced, very convenient location."" || [7.2/10] TAN: ""Next to Hoi An old town, I can walk to old town 10 mins."" || [9.6/10] Gordana: ""Room was amazing, had a balcony overlooking the Main Street."" || [9.6/10] Duc: ""The room is quite nice with a chill space behind the room."" || [10.0/10] Christiano: ""Great location and great rooms, staff also very friendly."" || [10.0/10] Lê: ""All the facilities and flexible services are perfect ."" || [7.6/10] Kellie: ""Well priced and great location, staff were friendly."" || [10.0/10] Anh: ""Room is always clean, staff are polite and helpful."" || [10.0/10] Nguyen: ""The hotel have elevator and are bigger than in the pictures."""
21727448,9.2,2761,9.4,9.3,9.0,9.4,9.4,1279,238,55,45,43,"[10.0/10] Vanessa-Marie: ""Great hotel with the peace and tranquility of Hoi An."" || [8.4/10] Timothy: ""Very friendly staff overall with reasonable English skills."" || [10.0/10] Rey: ""We felt well cared for throughout our short stay."" || [9.6/10] Harsh: ""Rooms were way more spacious and beautiful than the photos!"" || [10.0/10] Harit: ""I have been here twice and its a very nice place to stay"" || [10.0/10] Samim: ""There is no better place to stay while visiting Hoi An."" || [10.0/10] Vanida: ""Large areas that has everything to rest, play, and dining."" || [9.6/10] AEREEM : ""A resort that I always go to when I go to Hoi An"" || [7.6/10] Nigel: ""The hotel was a nice stay and the 2bedroom villa was huge."" || [10.0/10] Monika: ""The staff noticed it after some time and returned us back."""
294023,9.1,961,9.3,9.1,8.7,9.4,9.3,402,82,27,15,20,"[9.2/10] Sophie: ""Location is good, only a 20 minute walk to the old town."" || [9.6/10] Anthony: ""I fully intend to spend more time here after my travels"" || [9.6/10] Ana Paula: ""Linh and all the staffs are really helpful and nice."" || [10.0/10] Maria: ""The staff were super helpful and so sweet and accommodating."" || [10.0/10] Chris: ""Great restaurant which also serves the best coconut coffee."" || [10.0/10] James: ""The room was very clean and comfortable and very spacious."" || [9.6/10] Suman: ""Great hospitality, cleanliness is on top notch."" || [9.6/10] Stephen: ""I only stayed for one night and would stay anytime again."" || [10.0/10] tony: ""The rooms are spacious and look exactly like the photos."" || [10.0/10] Joshua: ""It’s been the loveliest place that I have every stayed."""
1186354,9.1,5825,9.4,9.1,8.6,9.4,9.3,3126,892,247,146,70,"[10.0/10] Kayla: ""Gorgeous hotel in a great location for a great price."" || [10.0/10] Leonardo thiago: ""What really stood out was the exceptional customer service."" || [10.0/10] Pedram: ""One of the best hotels during my long Asia Trip."" || [9.2/10] Guy: ""Cost permitting, we will plan to stay again next year."" || [9.6/10] Sarah: ""The property is beautiful and has incredible views."" || [10.0/10] Angelina: ""The room size was generous & the cleanliness was impeccable."" || [10.0/10] Donelle: ""I’d absolutely stay here again the next time I visit Hoi An."" || [8.4/10] samer: ""If you're visiting Hoi An, I highly recommend staying here."" || [10.0/10] pakaphan: ""The hotel is quiet in the night , so I can sleep happily :)"" || [10.0/10] Robin: ""Summer and Alex are the best team they are pure sunshine."""
67270192,9.6,268,9.7,9.7,9.6,9.6,9.6,232,15,3,2,8,"[10.0/10] Telisea: ""Fully equipped room, clean pool, even a kids’ area."" || [8.0/10] Yamal: ""The room was cozy, clean, and had excellent air circulation."" || [10.0/10] Martin: ""Lots of light, gentle sea breeze, and a spacious layout."" || [10.0/10] Jose: ""Balcony sunsets over the skyline were unforgettable."" || [10.0/10] Ethan: ""The apartment’s balcony is ideal for reading and relaxing."" || [10.0/10] Truong: ""Clean room and fast service"" || [9.6/10] K k: ""Best Money spent Here"" || [10.0/10] Duy: ""Such a good place for vacation"" || [10.0/10] Vu: ""Good place to stay"" || [8.8/10] Jose: ""Infinity pool at sunset?"""
253958,7.1,1407,7.3,6.5,7.3,7.3,7.3,251,263,239,190,294,"[10.0/10] Duy: ""Overall, really good price for a cozy stay."" || [8.4/10] Harriet: ""Our room was very clean and spacious."" || [10.0/10] Cong Minh: ""Very good value for money and near beach"" || [7.6/10] Han: ""Very good location"" || [8.4/10] brooks: ""Room was great."""
33601471,8.1,1280,8.1,7.9,9.0,8.5,8.2,382,149,54,65,91,"[10.0/10] Aaron: ""An absolutely beautiful hotel and the staff are friendly."" || [10.0/10] Mike: ""Many areas to sit and the best beach access in the area."" || [8.4/10] Ivona: ""The location was really good, at the beach."" || [10.0/10] Ben: ""We had a deluxe beachfront and i was not disappointed."" || [10.0/10] marcel: ""The room cleaning was impeccable!"" || [9.2/10] michelle: ""The rooms are a good size and AC was good."" || [8.4/10] ThuyVan: ""Trong khu resort có 2 hồ bơi to, khá thoải mái."" || [8.8/10] Coral: ""Good resort and good location! Beautiful beach!"" || [8.4/10] Phạm: ""Wonderful location, friendly staff."" || [9.6/10] Hung: ""This resort has a large space and many rooms."""
