property_id,overall_score,review_count,score_cleanliness,score_facilities,score_location,score_staff,score_value_for_money,count_exceptional,count_excellent,count_very_good,count_good,count_below_expectation,sample_customer_reviews
89925050,8.4,76,8.8,8.4,7.9,8.9,9.2,23,2,1,1,5,"[10.0/10] Golden: ""The apartments are modern, clean and soundproof."" || [8.8/10] Sofia: ""Attentive staff, very good cleaning, beautiful new room"" || [9.2/10] Tuyen: ""Friendly staff"""
78428713,9.4,534,9.8,9.5,9.5,9.7,9.7,316,27,9,5,1,"[10.0/10] Doan: ""Super friendly host, very clean and new capsule hotel"" || [10.0/10] Joanna: ""I felt safe and all the staff are helpful and accommodating."" || [9.2/10] AP: ""Breakfast was great, left at the capsule door each evening."" || [10.0/10] Edgardo: ""For the price, this hostel is truly great value for money."" || [10.0/10] Russel: ""The place is super clean, modern, and very comfortable."" || [10.0/10] Aram: ""The mattress was comfortable and the of was ventilated."" || [10.0/10] Florence May: ""The place was clean, comfortable, and well-maintained."" || [10.0/10] Carmen: ""I stayed here and kept coming back each time I was in Hanoi."" || [10.0/10] Katrina: ""You can lock your capsule both from the inside and outside."" || [10.0/10] Evgenii: ""The place was exceptionally beautiful and clean."""
36144486,8.4,3388,8.4,8.1,9.2,8.9,8.4,1744,408,135,190,312,"[10.0/10] Samar: ""The hotel itself is a beautiful blend of luxury and comfort."" || [10.0/10] Michelle: ""Our room was tastefully designed, clean and spacious!"" || [10.0/10] Danielle: ""Great stay in the heart of the Old Quarter."" || [9.6/10] Hanna: ""And the room was very comfortable with a large, cozy bed."" || [9.6/10] Patricia: ""The room was very spacious and the best were the pillows."" || [10.0/10] jiaying: ""Wonderful stay with friendly staffs and near the center"" || [10.0/10] Camila: ""Amazing hotel...we stay longer because was amazing...."" || [10.0/10] Polin: ""Highly recommend this place for anyone visiting Hanoi."" || [10.0/10] George: ""Very friendly and helpful staff plus perfect location"" || [10.0/10] Lucy: ""The hotel is new and the staff were incredibly nice."""
85405330,8.9,114,9.2,8.5,9.4,9.3,9.1,61,13,3,2,4,"[8.8/10] Alexandra Mihaela: ""I had a very comfortable and restful stay here."" || [9.2/10] Hummingbirds: ""1 of the best hostels in Hanoi's Old Quarter"" || [10.0/10] Catherine: ""Hotel Staffs are very nice,kind & Helpful"" || [9.2/10] basti: ""Friendly staff and clean rooms"" || [9.6/10] Nur: ""Clean Facilities, and there is elevator is a plus"" || [10.0/10] Conie Rose: ""Overall, though, we had a good and pleasant stay."" || [9.2/10] Putu Indira: ""The room, shower room, and toilet are also clean"" || [10.0/10] Catherine: ""The staffs are very helpful and kind"" || [9.6/10] Jacqueline: ""I will definitely recommend this hostel to my friends"" || [10.0/10] Rhia: ""Also very safe! Definitely would recommend"""
62035781,8.5,1404,8.6,8.2,9.3,9.1,8.6,748,157,57,62,105,"[10.0/10] 수영: ""Receptionist always greeted with hospitality."" || [9.2/10] Jennifer: ""The room was not that big, but very clean and comfortable."" || [8.4/10] Susiliya: ""Their warm hospitality made my stay much more enjoyable."" || [8.4/10] Peter: ""The room was perfect as well,perfect size for a couple."" || [9.6/10] Joshua: ""Excellent value for money and the staff are very kind!"" || [10.0/10] Jian: ""Great accommodation to stay!!"" || [10.0/10] Abigail: ""We stayed in a family room with two queen-sized beds."" || [8.4/10] Lisa Beth: ""Staff are very knowledgeable about where to get what."" || [10.0/10] Orange: ""They are very welcoming and humble to help everyone."" || [10.0/10] Oanh: ""Highly recommended"""
5060902,9.0,6822,9.3,9.0,9.5,9.1,9.2,2710,595,138,123,104,"[10.0/10] Samuel: ""They always make guests feel welcome and taken care of."" || [10.0/10] Mariyana: ""If i go to hanoi i can come back against in this hotel"" || [10.0/10] satnam: ""Staff were making sure the showers n toilet were keep clean."" || [8.4/10] NGÔ: ""Location is excellent if you plan to explore Hanoi center."" || [10.0/10] Cat: ""We extended our stay, would stay again if i was in Hanoi."" || [10.0/10] Arnelli Charmaine: ""Despite its cheap price, this Hostel was exceptional."" || [10.0/10] Eden: ""The beds were very clean and someone changed them every day."" || [10.0/10] Alica-Maureen: ""Really nice rooms with curtains and everything is clean. :)"" || [10.0/10] Aubrey: ""Very clean and the staff are approachable and very helpful."" || [10.0/10] Yvonne: ""Emma was very attentive to details, helpful, and friendly."""
84551326,8.5,1090,8.4,8.2,8.9,8.4,8.6,142,43,16,9,19,"[10.0/10] Hoa: ""The bed was always tidy, clean and comfortable."" || [10.0/10] Blanca: ""We really loved the beds, very private despite being a dorm."" || [10.0/10] Mg: ""The location, cleanliness… friendly staff and good price"" || [8.8/10] Sharmaine: ""A great hostel with great location, very value for money!"" || [10.0/10] 富: ""I will stay here again if I have the chance."" || [10.0/10] sinyee: ""I really enjoyed the short stay i have spent with them."" || [10.0/10] Charles: ""Clean, comfortable and convenient hostel!"" || [10.0/10] Thanh: ""Excellent stay, highly recommended for backpackers!"" || [9.2/10] Tichakunda : ""The staff are very friendly and keep the hostel very clean."" || [9.2/10] Shannon: ""Perfect capsule style hotel for convenient quick night."""
87473942,9.3,197,9.5,9.5,9.5,9.9,9.8,70,4,4,0,0,"[10.0/10] Katrina Rose: ""The staff were incredibly friendly and accommodating."" || [10.0/10] Tan: ""Great service, location, breakfast, clean rooms!"" || [10.0/10] Michael: ""The room was very clean and overall great experience!"" || [7.6/10] Joanne: ""Noise levels were low, making the hotel quiet at night."" || [10.0/10] jessica: ""Staffs are very considerate, friendly and courteous."" || [10.0/10] Robert: ""Executive rooms are immaculate with daily cleaning."" || [9.2/10] Ravi: ""Pleasant snd helpful staff...Well kept"" || [10.0/10] Hua: ""Excellent service and great location !"" || [10.0/10] Raj: ""The rooms were super nice and brand new!"" || [10.0/10] Hanna: ""We were given a refreshing watermelon drink and cold towels."""
59406845,7.0,2191,7.0,6.7,8.1,7.4,7.1,175,85,40,60,139,"[9.6/10] Thilo: ""Loved the location"" || [10.0/10] Nay: ""Kind staff and perfect support during in stay."" || [10.0/10] John: ""Great value stay in Hanoi Old Quarter."" || [8.8/10] Nicholas: ""I had a pleasant stay and the location is ideal."" || [8.0/10] Kittiphong: ""Nice and cozy room, the room is pretty  clean."" || [9.2/10] Hwang: ""The room is clean and comfortable."" || [10.0/10] Carsten: ""The bed was really comfortable ❤️"" || [8.8/10] Hoa: ""A clean and nice studio for the price/ cost we paid."" || [8.4/10] BeniHien: ""Will be back again if i choose to stay In Hanoi."" || [9.2/10] Sahil: ""Great location, good value for money."""
61394154,9.2,865,9.5,9.3,9.2,9.7,9.5,426,51,16,8,9,"[10.0/10] Certified: ""Wonderful hotel adequate spacing and nice living quarters"" || [10.0/10] Jonathan: ""DEFINITELY STAYING HERE THE NEXT TIME I COME TO VIETNAM."" || [10.0/10] aneesh: ""We loved our stay in irest signature and 100% recommend it."" || [9.6/10] Heak: ""The service provided by front desk staff is really good."" || [9.6/10] Ngoc: ""Clean room, good facilities, supportive and nice staffs."" || [10.0/10] Yogesh: ""The helpful staff, always there to assit when needed."" || [8.0/10] kritika: ""Good stay, staff very helpful, location is perfect"" || [9.6/10] Jack: ""Very clean, modern room nicely styled."" || [10.0/10] Vo: ""Good Hotel, very clean and new, i will com back next trip"" || [10.0/10] Myitzu: ""Service, Cleanliness, View was all exceptional!"""
83292956,9.8,152,9.9,9.9,9.8,9.9,9.9,146,3,0,0,1,"[10.0/10] Onni : ""It was clean, cozy, and had a very relaxing atmosphere."" || [10.0/10] Arden: ""Clean rooms, quiet nights, and excellent service."" || [10.0/10] bob jr: ""Definitely would stay here again when in Hanoi!"" || [10.0/10] Leanora: ""The Room Was Just as Memorable as the Places We Visited"" || [10.0/10] Estella: ""The staff made us feel so welcome throughout our stay."" || [10.0/10] Tran: ""The room is spacious, new, and well taken care of."" || [10.0/10] Burt: ""The pillows were just right, and I slept better each night."" || [10.0/10] Cohen : ""The hotel helped make our celebration memorable."" || [10.0/10] Tranter: ""Instead, the room was quiet and the bed was comfortable."" || [10.0/10] Skylar: ""The hotel delivered great service at a reasonable price."""
56185562,9.2,2864,9.5,9.3,9.4,9.6,9.4,1032,153,26,27,21,"[10.0/10] yuthana: ""The staff were very friendly and helpful throughout my stay."" || [9.2/10] Julius: ""It was a perfect stay for me and I would highly recommend."" || [9.2/10] Ben: ""The pool and the gym and sauna facilities were excellent."" || [10.0/10] Charisse: ""What we also liked about this hotel is their facilities."" || [9.6/10] Marrisse: ""Room is always clean and the bed was very comfortable."" || [9.2/10] Faiha: ""The room was clean and the bed was super comfortable."" || [10.0/10] John Gi-Su: ""Staff go above and beyond and the facilities are fantastic !"" || [9.6/10] Pavan: ""The property excelled in cleanliness and staff friendliness."" || [10.0/10] HOI KWAN: ""Much appreciated to all staffs, their service are very good."" || [10.0/10] Amrita : ""We had an amazing stay at signature by M village tho nhuom."""
39526568,9.0,1714,9.2,9.3,9.4,9.2,9.2,190,51,6,12,4,"[10.0/10] Pankaj: ""You stay for a day you will end up staying more than a week"" || [10.0/10] Rully: ""A must stay at this hotel again when you holidaybat hanoi."" || [9.6/10] Bonny: ""The staff were so nice which was super refreshing!"" || [8.4/10] Matthew: ""A wonderful stay, comfy bed and wonderful swimming pool."" || [10.0/10] Lean: ""It has everything you need just like in a regular hotel."" || [10.0/10] Roi: ""Central location, service, clean, EVERYTHING."" || [10.0/10] Kriziah Lynn: ""Overall stay was good and very worth the money!! ❤️‍🔥"" || [10.0/10] Puncharat: ""Clean rooms and bathroom with separate zone"" || [8.0/10] Garrett: ""The free breakfast was really lovely and extensive."" || [10.0/10] Nicka: ""The room was clean as well as the shared bathroom."""
86465845,9.2,285,9.6,9.3,8.6,9.7,9.3,81,21,7,0,2,"[9.2/10] UT: ""I had very comfortable and restful sleep during my stay."" || [10.0/10] Bishal: ""I love the service and facilities."" || [9.2/10] LIANG YEUNG: ""Overall cleanliness is impeccable"" || [9.2/10] kyungpyo: ""Worth to stay"""
10960,8.5,7553,8.7,8.4,8.8,8.7,8.5,2532,1489,487,413,265,"[10.0/10] Atanushasan: ""Excellent swimming pool and good location opposite to Lotte."" || [8.0/10] Suzanne: ""The hotel is huge and the rooms are very spacious and clean."" || [10.0/10] anas: ""Best value  for a true traditional 5 star hotel."" || [9.2/10] HIROSHI: ""Good location, well trained and friendly staff."" || [10.0/10] Raymond: ""All staffs speaks good English and are very hospitable!"" || [10.0/10] SUITCASE NETWORKS: ""I always use the hotel when I stay in Hanoi."" || [10.0/10] Phoebe: ""From the bed to bathroom, all was taken well care of."" || [10.0/10] KEISUKE: ""Rooms are clean and the view is wonderful."" || [8.4/10] Ninnat: ""Nice and clean hotel with good facilities in a good location"" || [10.0/10] pia : ""Location is really great and the hotel is amazing,"""
53015544,8.0,1201,8.3,8.2,8.6,8.2,8.5,359,134,35,37,81,"[8.0/10] WUI CHUNG: ""It is super affordable with very good cost-price ratio."" || [8.0/10] Rose: ""Clean, comfortable, good location and helpful staff."" || [10.0/10] vaithi: ""Walking around is easy and great location nearby."" || [9.6/10] Tâm: ""It’s the hub of Hanoi , clean & new facilities"" || [9.6/10] Sweet Marichel: ""We had a great stay at Era Apartment Cat Linh."" || [10.0/10] Carlis: ""Fridge, kitchenette, balcony, and washer was in the room."" || [9.6/10] Eloisa: ""Check in and check out were so easy as well."" || [7.2/10] Thao Ngoc Truc: ""The property offers a pleasant stay with clean rooms."" || [10.0/10] Yeo: ""Highly recommended for solo travellers or couples."" || [10.0/10] Thuy Anh: ""And you can wash your own clothes without any cost. Amazing!"""
59315710,9.8,5932,9.9,9.7,9.9,9.9,9.8,5418,164,33,45,35,"[10.0/10] shaw: ""We would also like to extend our special thanks to Ms. ***."" || [10.0/10] Prakash: ""Their sincerity and warmth really set this hotel apart."" || [10.0/10] Alba: ""The room was amazing, and that bed!!!! So comfy and big."" || [10.0/10] Dalia: ""Beautiful and cozy rooms, especially the larger ones."" || [10.0/10] Lina: ""Great location. The staff is very helpful. Would stay again."" || [10.0/10] Joner: ""Their expertise turned a great stay into a perfect vacation."" || [10.0/10] Angie: ""Overall great stay and location in the heart of Old quarter."" || [10.0/10] Tyler: ""Actually this is the best hotel we have experienced in asia."" || [10.0/10] SAMANTHA: ""Location is perfect in the old quarters, near to everywhere."" || [10.0/10] Stephanie: ""Everything is within walking distance or a short Grab ride."""
51491627,9.2,1156,9.5,9.1,9.6,9.7,9.3,761,100,28,26,9,"[10.0/10] Shaun : ""We had a great corner room which was quiet & cozy."" || [10.0/10] Tran: ""I would definitely stay here again on my next trip to Hanoi."" || [10.0/10] Linh: ""Their hospitality made the experience even more memorable."" || [10.0/10] Jiale: ""I would choose this hotel again next time I come to Hanoi."" || [10.0/10] Nutrika: ""I recently stayed at M village and had a great experience."" || [10.0/10] Duong T.: ""Housekeeping was impeccable, ensuring a comfortable stay."" || [10.0/10] Stanley: ""The staff is friendly and efficient."" || [10.0/10] Kathleen: ""The interior of the hotel is very cute, and thoughtful!"" || [10.0/10] Stephen: ""Have very convenient Kitchen area and Co Working Space"" || [10.0/10] Natalie: ""The staff all speak fluent English to a high standard."""
34334661,8.1,403,8.2,8.2,8.4,8.5,8.5,149,58,26,25,30,"[10.0/10] Shamma: ""The rooms were clean, comfortable, and well maintained."" || [10.0/10] Cye: ""I'll stay here everytime I visit Hanoi in the future."" || [8.8/10] Alin: ""It's a nice and clean hotel with helpful and friendly staff"" || [9.2/10] LU: ""The location is convenient and the price is cheap."" || [9.6/10] thomas: ""Free mini bar coffee tea shaving gear shampoo toothbrush."" || [8.8/10] LU: ""The girls at the front desk are very friendly."" || [10.0/10] Cye: ""Beef was also very comfortable and room has a bath."" || [8.0/10] LE: ""Good location, comfortable & convenient"" || [9.6/10] Minh: ""My favourite hotel to stay in Hanoi"" || [9.6/10] Anh Dao: ""Over all very clean and spacious"""
65703930,8.9,148,9.2,9.2,8.6,9.5,9.4,83,17,3,3,5,"[9.2/10] Nandar Mya Yoon: ""It is rare to find a hotel that clean and tidy in the town."" || [9.2/10] Artur: ""Room was big, staff was wery helpfull."" || [10.0/10] Hung: ""Hotel is newly built early 2025 so everything is perfect."" || [10.0/10] Jeff: ""Super nice room and the staff were great."" || [9.2/10] Artur: ""Vety clean, room has very good equioment."" || [10.0/10] Dvir: ""The rooms were new and spotlessly clean."" || [9.6/10] Daniela: ""The staff is very friendly and helpful."" || [8.0/10] Virintip: ""The staff was nice and accommodating,"" || [10.0/10] Daniel: ""The personal is always helpful and discrete!"" || [10.0/10] Ma.Catherine: ""The staffs are accommodating,"""
30977576,8.3,748,8.1,7.9,8.4,8.5,8.1,141,65,21,38,36,"[10.0/10] Ricky: ""Clean room and friendly/very helpfull staff"" || [8.8/10] Hoa: ""The facilities are well-maintained and very clean."" || [10.0/10] Đào: ""Very cute and clean room, well equipped too."" || [8.4/10] Winnie: ""The hotel were very accommodating and the staff were great."" || [8.0/10] sudhir: ""With big size room and spaces for 2 persons nice and clean"" || [9.2/10] Andrew: ""Really enjoyed my stay here,"" || [9.6/10] Kasirashatra: ""I am recommend this hotel!"" || [8.4/10] Michaela Jane: ""They are very hospitable when welcoming guest."" || [8.4/10] Chiashan: ""The staff of front desk is nice and speak English well."" || [10.0/10] Andrew: ""Good and nice hotel, friendly staff and so helpful"""
60158437,8.9,217,9.1,9.1,9.1,9.5,9.2,142,26,11,4,11,"[10.0/10] Oliver: ""Clean wooden floor, cold AC, modern lighting, comfy bed."" || [10.0/10] Erik: ""For the price, the quality was way above expectations."" || [10.0/10] Oliver: ""A great choice if you value cleanliness and a neat space."" || [10.0/10] Anu: ""I loved the stay here and will recommend evryone to do so"" || [10.0/10] Mantas: ""Excellent location near Mỹ Đình Stadium and event venues"" || [10.0/10] Lukas: ""Room design is top tier with classy hardwood flooring."" || [9.6/10] Choo: ""The room are clean and comfortable including the facilities."" || [10.0/10] Thorsten: ""The room was high up, very open, and felt bright and airy."" || [10.0/10] Caspian: ""Super clean room n staff were genuinely sweet."" || [10.0/10] Sofie: ""Hot shower + comfy bed + city lights view from the room"""
247355,8.3,6730,8.5,8.4,8.7,8.6,8.4,2446,1220,410,379,368,"[10.0/10] Jannah: ""The rooms were clean, spacious and beautifully decorated."" || [10.0/10] Catherine: ""My room comes with breakfast which offers a good spread."" || [10.0/10] LODYA MARGARETH : ""The room so big and clean, the staff so polite and helpfull"" || [10.0/10] Dion: ""Exceptionally exemplary customer service, rooms so clean."" || [9.2/10] liucheng: ""Have a good location,and bigc nearby,its very convenient"" || [8.4/10] Suresh Kamal: ""Stayed there over 6-7 times best location and nice staff"" || [8.0/10] Dong: ""This is a very nice hotel with great facility and staff."" || [10.0/10] YEONG CHUN: ""Once again, thank you for the kindness of the staff."" || [10.0/10] Navin: ""Had an amazing experience in this particular hotel."" || [10.0/10] Seung Ook: ""Large modern clean room with great friendly staff."""
67232309,8.0,197,8.3,8.0,8.5,8.5,8.4,68,17,8,6,16,"[9.6/10] Trang: ""The room was nice and clean, nice bathroom with a bath tub."" || [10.0/10] Lê: ""The room looks so premium, clean and modern."" || [10.0/10] Jhorgie: ""The room is clean and smells really nice ☺️"" || [9.6/10] Pratan: ""One of the hotel’s biggest advantages is its location."" || [10.0/10] belette: ""Lovely staff, great location."" || [9.6/10] Jamie Marie: ""Nice and spacious"""
1517145,9.3,5042,9.3,9.0,9.4,9.3,9.3,989,217,58,39,30,"[10.0/10] Yunmi: ""The staff were very kind and helpful throughout my stay."" || [9.2/10] Nina: ""The room I stayed in was nice, clean and well mantained."" || [10.0/10] Hannah: ""Everything felt clean and well taken care of."" || [10.0/10] samy Yee Kheong: ""No a single thing I can say to add to my amazing stay!"" || [9.6/10] karen: ""And preferably book a 4 bed dorm wt the best views!"" || [9.6/10] Putri: ""The staff is awesome, go beyond, the facilities are the best"" || [10.0/10] Carlos: ""Will definitely stay here again if I come back to Hanoi soon"" || [10.0/10] Mark: ""Nice room, comfor bed and more toilets/ showers."" || [10.0/10] MAHEMUTI: ""Friendly and helpful staffs, clean rooms, nice atmosphere."" || [9.6/10] Prerna: ""Perfect place to stay and connect with other travellers"""
36836780,8.9,1683,8.7,8.3,8.9,9.2,8.9,109,33,11,8,12,"[10.0/10] Prakhar: ""Great people, staff, location and beautiful room."" || [10.0/10] Priscilla: ""Breakfast is absolutely worth the price I wouldn’t skip it!"" || [9.6/10] Uyen: ""Perfect location, just 5 minutes walk to the old quarter."" || [10.0/10] Nicola: ""Fantastic hotel, best I’ve stayed anywhere in Vietnam!"" || [8.8/10] Seong-Yil: ""All the staff were friendly and the service was good."" || [8.4/10] Dean: ""The room was clean and with all the usual accessories"" || [9.2/10] Michael: ""The staff is truly great and speaks English well."" || [8.0/10] Fredrik: ""Especially the lady I see right before leave hotel."" || [10.0/10] Daven Koh : ""Amazing staff, very accommodating, very clean."" || [9.2/10] Carmen: ""The rooms were cozy, just enough for two."""
1157099,7.9,1184,8.0,7.6,7.8,8.4,8.3,369,212,78,101,116,"[10.0/10] HYESUNG: ""The room is clean and hygienic And he's very kind."" || [9.6/10] Adrian: ""Good studio apartment and friendly staff"" || [10.0/10] Bun: ""Cleaning room, nice receptionist, reasonable price"" || [9.2/10] Scott: ""It's accessible, clean and very cost-effective."" || [9.6/10] Jonnas: ""The room is very spacious and clean."" || [9.6/10] IVAN: ""Microwave, clean and good one"" || [9.6/10] Neo: ""I like this hotel"" || [10.0/10] Gia: ""Best choice"" || [9.6/10] Ty: ""Great place for the price"" || [8.8/10] Thư: ""Good return on price"""
6944354,9.0,3585,8.9,8.9,9.6,9.3,9.2,609,136,34,34,22,"[10.0/10] Lakshey: ""Hostel is super nice, loved my stay and will visit again!"" || [10.0/10] Eden: ""I really really loved this hostel, and i’ve been in many."" || [10.0/10] RAUL: ""Ifeel like home and housekeeping is nice and helpful also"" || [10.0/10] Mark: ""So glad I booked a few nights in this lovely hostel!"" || [10.0/10] lucila: ""Location is perfect just in old quarter next to beer street."" || [10.0/10] Kim: ""The helpful English-speaking staff were a great asset!"" || [10.0/10] Aldrin: ""Staff is the best, the crowd is young and vibrant."" || [9.6/10] Ivy: ""Staff already know how things work and what travellers need."" || [10.0/10] Judith: ""Everything was exactly what you’d want from a good hostel."" || [10.0/10] Amrit J: ""I'll stay again, if I'm back in Hanoi any time."""
1414688,8.7,1961,8.7,8.3,9.2,9.3,8.8,480,147,50,34,51,"[10.0/10] Lee Ling: ""Extremely helpful staff and a very good clean place to stay."" || [10.0/10] Ivan: ""All 3 of the receptionists we're extremely helpful and nice."" || [10.0/10] Kieran: ""Overall, would happily stay again and recommend to a friend."" || [9.6/10] Jhon Paul: ""The staff at the hotel were very friendly and accomodating."" || [10.0/10] Romain: ""Everything perfect and the staff are very lovely"" || [10.0/10] Jingyi: ""The room contains many important facilities and is clean."" || [10.0/10] Mo-daimen: ""The night market is 100 meter from there perfect location"" || [8.0/10] Sharad Vijay : ""Location also better, everything is in walking distance."" || [9.2/10] 邱: ""They also recommended local nice food to us."" || [9.6/10] Joanne: ""I will definitely stay here again whenever I go back."""
38934352,8.0,2181,7.4,7.0,9.0,8.3,7.5,111,41,15,25,51,"[9.6/10] Brian: ""I would stay here again next time close to everything."" || [9.6/10] Lottie: ""The location is brilliant,right in the centre of Ha Noi."" || [9.2/10] RANDY: ""The bed, pillows and blankets were clean and changed daily."" || [10.0/10] Mitzi: ""We will definitely come back and stay here again."" || [9.6/10] MOHAMMAD: ""The staff are very friendly & providing best service here."" || [8.8/10] FUMI: ""The breakfast was delicious and the staff were friendly."" || [9.6/10] Daryl: ""The staff were all super friendly and had good English."" || [9.2/10] Chris: ""In an ideal location in the old quarter near Hoan kiem lake"" || [10.0/10] Allan: ""Staff are awesome and room was superb."" || [9.2/10] Anna richie: ""The room is clean & smells good too."""
91461306,8.7,521,7.7,7.8,7.2,8.6,8.3,7,3,0,1,3,"[10.0/10] ZHENWEI: ""Highly recommended!"""
42521412,9.4,1592,9.7,9.2,9.7,9.8,9.4,1119,122,21,13,12,"[10.0/10] Sofia: ""The staff were incredibly helpful, polite, and professional."" || [10.0/10] Hoàng: ""The best place we have stayed in Hanoi worthy if 5 star."" || [10.0/10] Horace: ""One of the best hotels we have stayed at in Vietnam!"" || [10.0/10] Dat: ""If we come back to Hanoi we will definitely stay here again."" || [10.0/10] Anuj: ""It’s these human touches that really set this hotel apart."" || [10.0/10] KA FAI: ""All the staff was cheerful and friendly, especially to kids."" || [10.0/10] Chor Pheng: ""And the location is very convenient and away from the noise."" || [8.0/10] SO: ""Even arrange free private car sending my family to airport."" || [10.0/10] Joshua: ""Yet this hotel has offered by far the best service so far."" || [10.0/10] Jade: ""They went above and beyond what we expected of any hotel."""
4914609,8.9,1536,9.2,8.8,9.1,9.4,9.1,891,228,72,37,45,"[10.0/10] Chris: ""The staff and hospitality of this hotel is second to none."" || [10.0/10] Adriel: ""Definitely one of the best and innovative hotel in Hanoi!"" || [10.0/10] Alejandro: ""Our room was spacious and clean, and the shower was great."" || [10.0/10] Nayeema: ""I was greeted with warm smiles and exceptional service."" || [10.0/10] Yong Siang: ""For the price they are charging, this is an excellent hotel."" || [10.0/10] Gavin: ""Reception and doormen staff were helpful, kind, and lovely."" || [10.0/10] Manuela: ""This hotel was the perfect setting for a romantic getaway."" || [10.0/10] YAU CHUEN SONNY: ""Services excellent, staff speak well English and helpful."" || [10.0/10] Jon: ""I enjoyed to the highest level of my stay in this hotel."" || [10.0/10] Wylie: ""Staff were very polite and helpful throughout our stay."""
67196155,8.8,1700,9.0,8.9,9.0,9.4,9.1,729,60,30,34,76,"[9.2/10] LaiPing: ""Take luggage out to street for us in the busy traffic."" || [9.6/10] Anqi: ""Very comfortable bed and room with great local street views."" || [8.8/10] MUHAMMAD ABU HANIFAH: ""Then come back to hotel, the staff gave us room for shower."" || [10.0/10] Huy: ""The hotel is very clean and fully equipped with amenities."" || [9.2/10] Jack : ""The location is handy to most of the main sights in Hanoi."" || [9.2/10] Fahri: ""I would choose this hotel again if I had the opportunity."" || [10.0/10] Lam: ""The room was clean and tidy and amenities are included."" || [10.0/10] liisa: ""The staff were amazing and we really loved it here."" || [10.0/10] Jan: ""Beautiful place, nice services and good and welcomming staff"" || [10.0/10] Michaela: ""Room was great, on a very busy street but noise is minimal."""
62079565,8.3,1546,8.5,8.4,8.1,8.6,8.9,470,158,52,54,84,"[9.6/10] Neha : ""Her kindness and professionalism made a big difference."" || [9.6/10] Niels: ""The suite is very modern and the facilities are great."" || [8.8/10] Aru: ""It is impeccably clean, and the staff is extremely friendly."" || [10.0/10] Khanh: ""I will definitely book this place again for future stays."" || [10.0/10] Karim: ""A functional kitchen, clothes washer and dryer."" || [7.6/10] Vin: ""Clean room, overall is a great place to stay."" || [10.0/10] Gordon: ""Helping caring Reception staff, I am so impressed"" || [9.6/10] Ido: ""And the family that will host you are very nice."" || [8.0/10] Sonny: ""Had a good stay here to be honest and I would stay again."" || [8.8/10] Yzabel: ""Very clean and modern hotel, complete amenities"""
78348259,7.5,197,7.1,6.8,7.6,7.2,7.1,38,11,2,11,22,"[10.0/10] Janela: ""The staff were very friendly and accommodating."" || [7.6/10] Chieu: ""Their service made me feel welcomed and well taken care of."" || [10.0/10] shiq: ""Loved my time at Starlight Hotel Hanoi!"" || [8.8/10] jude: ""Great location and friendly staff"" || [8.8/10] Kaung Wai: ""Worth it stay in heart of Hanoi Old Quarter"" || [10.0/10] Naura: ""The best hotel in Hanoi"" || [8.4/10] Wendy: ""The bathroom was well appointed."" || [8.8/10] Wienzelle May: ""We are having a good stay in this hotel."" || [10.0/10] Manik: ""Everything was good, clean"" || [9.2/10] John: ""Owner of hotel is a very good man"""
43397,7.9,5388,8.2,8.1,7.8,8.2,7.8,1265,1100,498,532,362,"[10.0/10] Andra: ""Great service and hotel room, close to the business district"" || [10.0/10] Ting: ""Strategically located, my go to hotel whenever I’m in Hanoi"" || [9.2/10] vijaya kumar: ""Will stay only in this hotel if I come again to Hanoi."" || [8.8/10] TUCK KIONG: ""Great for people coming for holidays or business trips"" || [10.0/10] Kanes: ""The facilities are comfortable with very supportive staff."" || [8.8/10] Byeonggwan: ""If you want to stay in hotel only, I recommend it to you."" || [8.0/10] Masakazu: ""However, the response and service of the hotel was great."" || [8.0/10] Nerlita: ""The rooms are spacious, clean and complete with amenities"" || [9.2/10] Yingtien: ""The food of break fast is abundant for every culture."" || [9.6/10] Tony: ""Great hotel! Lovely staff. Great prices."""
10966,8.5,2942,8.9,8.6,8.5,8.8,8.3,993,513,206,145,93,"[9.6/10] Andrew : ""But the best is the staff who are so friendly and helpful."" || [10.0/10] John: ""Great hotel, nice gym and breakfast was pretty good."" || [10.0/10] JAEHYUNG: ""Nice room, Nice facilities, Nice staffs, Nice West lake view"" || [10.0/10] Mayu: ""Staffs there were very friendly and the room was great!"" || [9.6/10] Michel: ""I usually book this hotel whenever in Hanoi."" || [10.0/10] Muhd Ali: ""Love the location, view, service and cleanliness."" || [8.8/10] Jiang: ""I like the lake view of the room and the breakfast is good."" || [10.0/10] Ian: ""Great pool, great breakfast, helpful staff."" || [8.0/10] Lilandra: ""Breakfast buffet - delicious with a lot of choices."" || [9.6/10] Sudhir: ""Terrace top restaurant - Must experience at Night especially"""
38723203,8.7,832,8.5,8.3,9.1,8.6,8.7,126,42,9,11,19,"[10.0/10] Shaun: ""Its peaceful, very convenient and a superb place to stay at."" || [10.0/10] Kevin: ""We will definitely stay here again if we come to Hanoi."" || [10.0/10] Sam: ""They provided a good bed, bathrooms and 24 hours AC."" || [10.0/10] 근: ""She made my stay more funny , more comfortable."" || [10.0/10] QIANYU: ""Amazing hostel, very quiet, and with amazing breakfast"" || [10.0/10] Kevin: ""The hotel is very close to the church and Hoan Kiem lake..."" || [10.0/10] Allen: ""The staff were all incredibly kind and helpful"" || [7.6/10] Dominik: ""A great base for your time in Hanoi."" || [9.6/10] Wang: ""The room is clean,quiet and bed is big,comfortable."" || [9.6/10] Dang: ""Good place to rest to prepare for the next full day"""
