property_id,hotel_name,default_name,property_type,accommodation_type,stars,is_luxury,address_line,area_name,area_id,city_name,city_id,country_name,postal_code,latitude,longitude,year_opened,number_of_rooms,number_of_floors,check_in_from,check_out_until,breakfast_charge,airport_transfer_fee,gold_circle_award_year,today_booking,booking_count_last_24h,recommendation_score,main_image_url
18170457,"Wink Saigon Centre, Unscripted by Hyatt - 24 hours stay","Wink Saigon Centre, Unscripted by Hyatt - 24 hours stay",Hotel,Hotel,4.0,False,"75 Nguyen Binh Khiem, Tan Dinh Ward, Ho Chi Minh City, VietNam",District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.791301727294922,106.70046997070312,2021,237,11,12:00,12:00,400000 VND,400000 VND,2025,Booked 5 times today,,,https://pix8.agoda.net/hotelImages/83513337/0/741897e72fd15bf3834be1100cfc3fec.jpeg?ce=3&s=1024x768
55765781,Grandma Lu's Saigon Signature,Grandma Lu's Saigon Signature,Hotel,Hotel,1.0,False,"No. 50, Nguyen Thai Binh Street, Nguyen Thai Binh Ward, Vietnam",District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.7696599960327,106.69995880127,2024,37,5,14:00,12:00,,350000 VND,2025,Booked 24 times today,,,https://pix8.agoda.net/hotelImages/55765781/0/3428c8ba86fb1f0599ddd93809255f8c.png?ce=3&s=1024x768
35417217,Palette Amura Hotel - Near Gigamall,Palette Amura Hotel - Near Gigamall,Hotel,Hotel,2.0,False,18 Hiep Binh Chanh Ward,Thủ Đức,482413,Ho Chi Minh City,13170,Vietnam,70000,10.824762344360352,106.71930694580078,2025,50,2,14:00,12:00,,,,Booked 5 times today,,,https://pix8.agoda.net/hotelImages/35417217/0/74c9734e52e4b43d7144913c20e48cae.png?ce=3&s=1024x768
10983,Eastin Grand Hotel Saigon,Eastin Grand Hotel Saigon,Hotel,Hotel,5.0,False,"253 Nguyen Van Troi Street, Phu Nhuan District ",Phú Nhuận,93597,Ho Chi Minh City,13170,Vietnam,                    ,10.79656,106.673288,,268,7,14:00,12:00,440000 VND,22 VND,,Booked 16 times today,,,https://pix8.agoda.net/hotelImages/10983/-1/8554bc906dfefbbbce304d1c4e48116a.jpg?ce=0&s=1024x768
2235563,VyDa Backpacker Hostel,VyDa Backpacker Hostel,Hotel,Hostel,0.0,False,33D Đ. Nguyễn Trung Trực,District 1,93586,Ho Chi Minh City,13170,Vietnam,711045,10.775046120811558,106.69770106674605,2017,4,3,14:00,12:00,0 VND,,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/2235563/-1/438665a8cc94618dbce5d2cc860ffec7.jpg?ce=0&s=1024x768
34480840,9 Hostel and Suites,9 Hostel and Suites,Hotel,Hostel,3.0,False,90 Lê Lai,District 1,93586,Ho Chi Minh City,13170,Vietnam,7000000,10.7701588,106.693634,2021,49,7,14:00,11:30,0 VND,,,Booked 21 times today,,,https://pix8.agoda.net/hotelImages/34480840/0/32b2aa146f3add3d9a736265816c205d.jpg?ce=0&s=1024x768
37272417,Grandma Lu's Saigon Japan Town,Grandma Lu's Saigon Japan Town,Hotel,Hotel,1.0,False,18 Thái Văn Lung,District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.7800789,106.7039,2023,22,4,14:00,12:00,,,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/37272417/0/2643bf9986dbb49d699b1ce0ac938a15.png?ce=3&s=1024x768
90004172,The Signature Boutique Hotel Saigon,The Signature Boutique Hotel Saigon,Hotel,Hotel,4.0,False,"47 - 49 Truong Dinh Street, Xuan Hoa Ward",District 3,31585,Ho Chi Minh City,13170,Vietnam,700000,10.776769,106.69074,,1,,14:00,12:00,,,,Booked 10 times today,,,https://pix8.agoda.net/hotelImages/90004172/0/129d3229b589030e9cdb6f2c3126d845.jpg?ce=3&s=1024x768
41306301,The Concept Hotel HCMC- District 1,The Concept Hotel HCMC- District 1,Hotel,Hotel,4.0,False,13 Nguyễn Thái Học ,District 1,93586,Ho Chi Minh City,13170,Vietnam,710000,10.764161109924316,106.69744110107422,2023,22,5,14:00,12:01,,,,Booked 6 times today,,,https://pix8.agoda.net/hotelImages/41306301/-1/be46a8f9d41ed26be92b570888feeafe.jpg?ce=0&s=1024x768
4972275,9 Hostel and Bar,9 Hostel and Bar,Hotel,Hostel,3.0,False,9 Bui Thi Xuan,District 1,93586,Ho Chi Minh City,13170,Vietnam,,10.772370964093982,106.69095821678638,2015,10,6,14:00,11:00,,,,Booked 25 times today,,,https://pix8.agoda.net/hotelImages/4972275/-1/8b017143586b6ec9ca3ae73306cdc4b5.jpg?ce=0&s=1024x768
80114585,PureJoy Hotel Saigon - Premium,PureJoy Hotel Saigon - Premium,Hotel,Hotel,4.0,False,"26A Le Thanh Ton Street, Ben Nghe ward, District 1, Viet Nam",District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.7799480720754,106.704079222702,,1,,14:00,12:00,,,,Booked 10 times today,,,https://pix8.agoda.net/hotelImages/80114585/0/aaf98ae49800adf0089f90e799f2fcd1.jpg?ce=3&s=1024x768
85734134,Palette Phu Nhuan Apartment,Palette Phu Nhuan Apartment,NonHotel,Apartment/Flat,3.0,False,"483A Nguyễn Kiệm, Phường 9",Phú Nhuận,93597,Ho Chi Minh City,13170,Vietnam,0000,10.802653312683105,106.67896270751953,2025,36,,14:00,12:00,,,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/85734134/0/db23f5881aa864ae7c04b6c10f34feef.jpg?ce=3&s=1024x768
85267969,The Auberg Collection Hotel,The Auberg Collection Hotel,Hotel,Hotel,5.0,False,"78-80-82 Truong Dinh St., Ben Thanh Ward",District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.773185729980469,106.69515991210938,2026,27,7,14:00,12:00,0 VND,500000 VND,,Booked 14 times today,,,https://pix8.agoda.net/hotelImages/85267969/0/e47b4b1714510a621d34362221d4836e.jpg?ce=3&s=1024x768
5869838,Roseland Sweet Hotel,Roseland Sweet Hotel,Hotel,Hotel,4.0,False,"04 Cao Ba Quat Street, Saigon Ward,  Ho Chi Minh City",District 1,93586,Ho Chi Minh City,13170,Vietnam,70 000,10.7785892486572,106.704795837402,2019,65,12,14:00,12:00,250000 VND,1000000 VND,2023,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/5869838/-1/a41f62e586f0967edd45c42353101a5d.jpg?ca=16&ce=1&s=1024x768
13571664,LA VELA SAIGON HOTEL,LA VELA SAIGON HOTEL,Hotel,Hotel,5.0,True,"280 Nam Ky Khoi Nghia Street, Vo Thi Sau Ward, District 3, Ho Chi Minh City",District 3,31585,Ho Chi Minh City,13170,Vietnam,700000,10.788559913635254,106.6854248046875,2019,280,27,15:00,12:00,470000 VND,1200000 VND,2025,Booked 51 times today,,,https://pix8.agoda.net/hotelImages/13571664/-1/1f5534ab6fe32247daeb7a1775b309e5.png?ce=0&s=1024x768
60563235,KAS Eliana Luxury Hotel,KAS Eliana Luxury Hotel,Hotel,Hotel,3.0,False,13 Bui Thi Xuan Street,District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.772,106.69077,2024,35,9,14:00,12:01,,,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/60563235/0/ec623d559b34e8ef24876df836dde6dd.png?ce=3&s=1024x768
36999606,Capsule Riverside Saigon,Capsule Riverside Saigon,Hotel,Capsule hotel,2.0,False,"No. 324, Vo Van Kiet Street",District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.7618151,106.695976,2023,86,1,14:00,12:00,,,2024,Booked once today,,,https://pix8.agoda.net/hotelImages/36999606/0/e11a3e3c5f70a82c9a7d7464137aba79.png?ce=3&s=1024x768
31254730,"Express by M Village Võ Thị Sáu, a brand of Modern Village Lifestyle","Express by M Village Võ Thị Sáu, a brand of Modern Village Lifestyle",Hotel,Serviced apartment,3.0,False,232/15 Võ Thị Sáu ,District 3,31585,Ho Chi Minh City,13170,Vietnam,700000,10.78276538848877,106.68537902832031,2022,65,4,14:00,12:00,,,,Booked 5 times today,,,https://pix8.agoda.net/hotelImages/31254730/0/4c370bc1992f0181e3e6386a191b142d.png?ce=3&s=1024x768
75304051,Nicecy Hotel - Truong Quyen,Nicecy Hotel - Truong Quyen,Hotel,Hotel,2.0,False,"64 Đ. Trương Quyền, Phường 6",District 3,31585,Ho Chi Minh City,13170,Vietnam,700000,10.787196159362793,106.69210815429688,2025,30,6,14:00,12:00,0 VND,450000 VND,,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/75304051/0/3e131edffbfd04c6fd49b0080572c764.jpg?ce=2&s=1024x768
93006841,Amory Royal Hotel,Amory Royal Hotel,Hotel,Bed & Breakfast,4.0,False,"252/43–45 Cao Thang Street, Ward 12",District 10,57522,Ho Chi Minh City,13170,Vietnam,70000,10.775668951840402,106.67564375078184,,65,10,14:00,12:00,,,,Booked 21 times today,,,https://pix8.agoda.net/hotelImages/93006841/0/671acba08792ac819080ccf66100ab74.png?ce=3&s=1024x768
230121,Golden Star Hotel - 60 Le Thanh Ton,Golden Star Hotel - 60 Le Thanh Ton,Hotel,Hotel,3.0,False,"60 Le Thanh Ton str, Saigon ward",District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.778664,106.70295,2008,30,8,14:00,12:00,,600000 VND,,Booked 17 times today,,,https://pix8.agoda.net/hotelImages/230121/0/9aeb44d0b3eb640ab5764d6e3dbf256e.png?ce=3&s=1024x768
37844344,La Opera saigon hotel,La Opera saigon hotel,Hotel,Hotel,3.0,False,"01 Ngo Van Nam street, Ben Nghe ward",District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.780940055847168,106.70631408691406,2023,42,8,14:00,12:00,,650000 VND,,Booked 7 times today,,,https://pix8.agoda.net/hotelImages/37844344/-1/afd434848b2795b1010793f6e6d57293.jpg?ce=0&s=1024x768
545120,Asian Ruby Center Point Hotel,Asian Ruby Center Point Hotel,Hotel,Hotel,3.0,False,46-48 Mac Thi Buoi Street,District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.77538013458252,106.70466613769531,2013,50,7,14:00,12:00,,350000 VND,,Booked 19 times today,,,https://pix8.agoda.net/hotelImages/545120/-1/a14557283dffc1636973a9f23482d99b.jpg?ca=6&ce=1&s=1024x768
17522772,MEANDER Saigon,MEANDER Saigon,Hotel,Hotel,3.0,False,"3B Ly Tu Trong St., Sai Gon Ward, Ho Chi Minh City",District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.7825565338135,106.705368041992,2020,42,9,15:00,12:00,,380000 VND,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/17522772/0/ccb75c8e76d60ce691c95e3402b4e6a1.jpg?ce=3&s=1024x768
35540459,KAS Ancient Boutique Hotel,KAS Ancient Boutique Hotel,Hotel,Hotel,3.0,False,47A Nguyễn Trãi,District 1,93586,Ho Chi Minh City,13170,Vietnam,,10.770548820495605,106.6924057006836,,30,11,14:00,12:00,,,,,,,https://pix8.agoda.net/hotelImages/35540459/0/78bdf549b76acee01352a83a7ee99184.jpg?ce=3&s=1024x768
74057351,The Signature Hotel Saigon,The Signature Hotel Saigon,Hotel,Hotel,4.0,False,39 Cách Mạng Tháng 8,District 1,93586,Ho Chi Minh City,13170,Vietnam,000000,10.771753,106.69255,,1,,14:00,12:00,,,,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/74057351/0/2a28dec1a89bdb7f11e4799875e1bc1c.jpg?ce=2&s=1024x768
245858,KAS Sonata Luxury Hotel,KAS Sonata Luxury Hotel,Hotel,Hotel,3.0,False,40 Bui Thi Xuan street,District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.771780967712402,106.69014739990234,2009,41,8,14:00,,200000 VND,,,Booked once today,,,https://pix8.agoda.net/hotelImages/245858/0/3a2ee6504bc3801e5609c7752c3b1007.jpg?ce=3&s=1024x768
30670517,YÊN LIVING BÌNH THẠNH ,YÊN LIVING BÌNH THẠNH ,Hotel,Serviced apartment,3.0,False,30/57B Nguyễn Cửu Vân,Bình Thạnh,61314,Ho Chi Minh City,13170,Vietnam,750000,10.7973413,106.708214,,1,,14:00,12:00,,,2024,Booked 7 times today,,,https://pix8.agoda.net/hotelImages/30670517/0/87f24cead89df921251aad85688a34ea.jpg?ca=27&ce=0&s=1024x768
87898903,Pink Suite Saigon Airport Hotel,Pink Suite Saigon Airport Hotel,Hotel,Hotel,4.0,False,"09 Nguyen Minh Hoang , Bay Hien Ward, Ho Chi Minh City",Tân Bình,481744,Ho Chi Minh City,13170,Vietnam,72100,10.800326347351074,106.64794921875,2026,65,,14:00,12:00,,,,Booked once today,,,https://pix8.agoda.net/hotelImages/87898903/0/9bdcb1d3524659ed1344de232cd8b2b5.jpg?ce=3&s=1024x768
87475901,Cherry Airport Hotel and Apartment,Cherry Airport Hotel and Apartment,Hotel,Hotel,3.0,False,"3 Đường C22, Phường 12",Tân Bình,481744,Ho Chi Minh City,13170,Vietnam,070000,10.798795,106.64988,,1,,14:00,11:00,,,,Booked 9 times today,,,https://pix8.agoda.net/hotelImages/87475901/0/d6aa4c067524e37e8e8ef7c8d8de2ac0.jpg?ce=3&s=1024x768
10971,Caravelle Saigon Hotel,Caravelle Saigon Hotel,Hotel,Hotel,5.0,True,"19-23 Lam Son Square, District 1",District 1,93586,Ho Chi Minh City,13170,Vietnam,                    ,10.776302337646484,106.70365142822266,1959,335,24,14:00,12:00,590000 VND,1680000 VND,,Booked 9 times today,,,https://pix8.agoda.net/hotelImages/6249915/0/68c8741d9375c89028c791827346e44c.jpg?ca=9&ce=1&s=1024x768
87898716,Pink Horizon Saigon Airport Hotel,Pink Horizon Saigon Airport Hotel,Hotel,Hotel,3.0,False,"30 Nguyen Ba Tuyen, Bay Hien Ward, Ho Chi Minh City, Viet Nam",Tân Bình,481744,Ho Chi Minh City,13170,Vietnam,70000,10.799396533891096,106.64785533791351,,1,6,14:00,12:00,,,,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/87898716/0/4cf19b40d2c2b0789c440e409c5e3ba6.jpg?ce=3&s=1024x768
1158663,Roseland Corp Hotel,Roseland Corp Hotel,Hotel,Hotel,3.5,False,"8A/6D2 Th i Văn Lung Street (Japanese Area), Sai Gon Ward",District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.7791271209717,106.70499420166,2016,70,12,14:00,12:00,250000 VND,1000000 VND,,Booked once today,,,https://pix8.agoda.net/hotelImages/1158663/0/aaec6a75ed0bea9ef90d0f967bd0fa1b.jpg?ce=3&s=1024x768
36088679,Celine Living - Central,Celine Living - Central,Hotel,Serviced apartment,4.0,False,231 Nguyen Dinh Chieu ,District 3,31585,Ho Chi Minh City,13170,Vietnam,70000,10.773738,106.68572,2023,9,9,15:00,12:00,,500000 VND,,Booked 11 times today,,,https://pix8.agoda.net/hotelImages/36088679/-1/23c5fe88332cddae5252b15076321228.jpg?ce=0&s=1024x768
35412483,SaiGon Europe Hotel - Bui Vien Walking Street,SaiGon Europe Hotel - Bui Vien Walking Street,Hotel,Hotel,3.0,False,"No. 207, De Tham, Pham Ngu Lao, District 1, Ho Chi Minh City.",District 1,93586,Ho Chi Minh City,13170,Vietnam,71012,10.767720222473145,106.6937026977539,,25,6,14:00,12:00,,400000 VND,,Booked 6 times today,,,https://pix8.agoda.net/hotelImages/35412483/0/83f066c30bc20dfdd1f159144d2f4e02.jpg?ce=2&s=1024x768
1161655,Bay Hotel Ho Chi Minh,Bay Hotel Ho Chi Minh,Hotel,Hotel,4.0,False,7 Ngo Van Nam Street,District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.7805932864242,106.706911325455,2016,236,,14:00,12:00,300000 VND,1200000 VND,2025,Booked 5 times today,,,https://pix8.agoda.net/hotelImages/1161655/0/dc70f10f5d32368023741da480050ce2.jpg?ce=3&s=1024x768
75242621,KAS Milestone Premium Hotel,KAS Milestone Premium Hotel,Hotel,Hotel,4.0,False,"174 Đ. Nguyễn Thái Bình, Phường Nguyễn Thái Bình",District 1,93586,Ho Chi Minh City,13170,Vietnam,,10.767521,106.697655,,41,,14:00,12:00,,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/75242621/0/a9120590bfc3541f942cfc125f4aa09f.jpg?ce=3&s=1024x768
51756230,The Concept Hotel HCMC- City Center,The Concept Hotel HCMC- City Center,Hotel,Hotel,4.0,False,"No. 160 Bis, Bui Thi Xuan Street, Phuong Pham Ngu Lao",District 1,93586,Ho Chi Minh City,13170,Vietnam,000000,10.768528938293457,106.68682861328125,,1,,14:00,,,,,Booked 11 times today,,,https://pix8.agoda.net/hotelImages/51756230/0/6d7ba8ae4293025507c2091c514c45b4.jpg?ce=2&s=1024x768
89597070,The Crown Airport Hotel,The Crown Airport Hotel,Hotel,Hotel,3.0,False,"14 Song Da Street, Tan Son Hoa Ward, Ho Chi Minh City, Vietnam",Tân Bình,481744,Ho Chi Minh City,13170,Vietnam,70000,10.806138,106.665436,2026,30,7,14:00,12:00,,100000 VND,,Booked 13 times today,,,https://pix8.agoda.net/hotelImages/89597070/0/4336e87b68899ae322146efb03320480.jpg?ce=3&s=1024x768
62095680,The Concept Hotel HCMC - Premium,The Concept Hotel HCMC - Premium,Hotel,Hotel,4.0,False,"27 Bà Huyện Thanh Quan, Phường 6",District 3,31585,Ho Chi Minh City,13170,Vietnam,,10.775259971618652,106.68977355957031,,1,,,,,,,Booked 24 times today,,,https://pix8.agoda.net/hotelImages/62095680/-1/6d1643cc49bcb3fe831227e938ded474.jpg?ce=0&s=1024x768
34309448,SOTETSU GRAND FRESA SAIGON,SOTETSU GRAND FRESA SAIGON,Hotel,Hotel,4.0,False,"8 Ly Tu Trong Street, Sai Gon Ward",District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.78237,106.70475,2023,125,19,14:00,12:00,300000 VND,950000 VND,2023,Booked 10 times today,,,https://pix8.agoda.net/hotelImages/34309448/-1/bd36416aeed7635cb719aa7f7dd82dd9.jpg?ce=0&s=1024x768
43241722,The Noble Swan Central Dong Du Hotel,The Noble Swan Central Dong Du Hotel,Hotel,Hotel,3.0,False,30A Đông Du,District 1,93586,Ho Chi Minh City,13170,Vietnam,,10.7769518,106.705383,,40,7,14:00,12:00,,,,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/43241722/0/c146dc8625c125b5267932c72e22eac4.jpeg?ce=0&s=1024x768
90514486,KunKin Retreat,KunKin Retreat,Hotel,Hotel,4.0,False,"46/37 Nguyễn Cửu Vân, Gia Định Ward",District 3,31585,Ho Chi Minh City,13170,Vietnam,700000,10.785082,106.67656,2026,59,8,14:00,12:00,190000 VND,,,Booked 48 times today,,,https://pix8.agoda.net/hotelImages/90514486/0/166d0132a281e435ca4ebbe9e4067338.jpg?ce=3&s=1024x768
63810012,MG Rosé Boutique Hotel,MG Rosé Boutique Hotel,Hotel,Hotel,3.0,False,"No. 6, 283, Pham Ngu Lao, Phuong Pham Ngu Lao",District 1,93586,Ho Chi Minh City,13170,Vietnam,,10.767248,106.69098,,17,,15:00,11:00,,,,Booked 11 times today,,,https://pix8.agoda.net/hotelImages/63810012/0/e04dcda4f9d8c0f25edc3508633034f0.jpg?ce=3&s=1024x768
298923,Hung Huong Hotel,Hung Huong Hotel,Hotel,Hotel,1.0,False,"321 Nguyen Thai Binh Str, Bay Hien Ward",Tân Bình,481744,Ho Chi Minh City,13170,Vietnam,70000,10.7964325,106.65339,2017,39,6,13:00,12:00,,,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/298923/0/b1bb774d893e1af2063f59a88340417f.jpg?ce=3&s=1024x768
7295630,Chotel Ben Thanh,Chotel Ben Thanh,Hotel,Hotel,3.5,False,"21B, Bui Thi Xuan, Phuong Ben Thanh, Quan 1",District 1,93586,Ho Chi Minh City,13170,Vietnam,000000,10.771546363830566,106.6902847290039,2019,47,10,14:00,12:00,,,2023,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/7295630/-1/2b58c1ffbde7b3e02d0ce37c5138d8a6.jpg?ce=0&s=1024x768
36861374,Lotus  Airport  Hotel Saigon,Lotus  Airport  Hotel Saigon,Hotel,Hotel,3.0,False,"1D Bach Dang, Phuong 2, Quan Tan Binh",Tân Bình,481744,Ho Chi Minh City,13170,Vietnam,70000,10.814210891723633,106.66924285888672,,17,6,14:00,12:00,,100000 VND,,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/36861374/-1/ce095b4a2e4899ef57384dcabc7d6a5f.jpg?ce=0&s=1024x768
81824485,PureJoy Hotel Saigon,PureJoy Hotel Saigon,Hotel,Hotel,4.0,False,"185-187 Nguyễn Thái Học, Phường Bến Thành",District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.76855,106.69487,2026,1,,14:00,12:00,,,,Booked 11 times today,,,https://pix8.agoda.net/hotelImages/81824485/0/987821bada6a365145f2556f84b97622.jpg?ce=3&s=1024x768
85395993,Beige Hotel,Beige Hotel,Hotel,Hotel,3.0,False,"175/5 Pham Ngu Lao, Ben Thanh Ward, HCMC",District 1,93586,Ho Chi Minh City,13170,Vietnam,70000,10.768652,106.69435,,20,5,14:00,12:00,0 VND,,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/85395993/0/db7e156cdaf89b6a7b019ee444930c49.jpg?ce=3&s=1024x768
76065784,KAS Dilly Hotel,KAS Dilly Hotel,Hotel,Hotel,3.0,False,"191 Lê Thánh Tôn, Phường Bến Thành",District 1,93586,Ho Chi Minh City,13170,Vietnam,700000,10.773468017578125,106.69847106933594,,40,7,14:00,12:00,,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/76065784/0/e1e96189be666a3289cd54ad26b6098f.jpg?ce=3&s=1024x768
33985059,Golden Lotus Grand Da Nang,Golden Lotus Grand Da Nang,Hotel,Hotel,4.0,False,"86 Le Quang Dao, My An ward, Ngu Hanh Son district, Danang city",Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.049944,108.24532,2022,108,12,14:00,12:00,300000 VND,300000 VND,2025,Booked 18 times today,,,https://pix8.agoda.net/hotelImages/33985059/-1/046fb3afd075d77cb4fb7e67b930c96f.jpg?ce=0&s=1024x768
15949242,Canvas Danang Beach Hotel,Canvas Danang Beach Hotel,Hotel,Hotel,4.0,False,"234 Vo Nguyen Giap Street, Phuoc My Ward, Son Tra District, Da Nang, Viet Nam",Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.066112518310547,108.24517059326172,2022,126,20,14:00,12:00,200000 VND,220000 VND,2025,Booked 6 times today,,,https://pix8.agoda.net/hotelImages/15949242/0/4fccec77965dc55ac5f54da4b2de8980.jpg?ce=2&s=1024x768
2911802,New Orient Hotel Da Nang,New Orient Hotel Da Nang,Hotel,Hotel,4.5,False,20 Dong Da,Hải Châu,94169,Da Nang,16440,Vietnam,550000,16.0824699401855,108.221397399902,2017,99,10,14:00,12:00,250000 VND,372000 VND,2025,Booked 23 times today,,,https://pix8.agoda.net/hotelImages/2911802/0/cdf34542c16dadcf33c0e67e04c9dde0.jpg?ce=2&s=1024x768
2401246,Dylan Hotel Danang,Dylan Hotel Danang,Hotel,Hotel,4.0,False,"93, 95 Ha Bong",Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.0677528381348,108.244338989258,,50,12,14:00,12:00,,250000 VND,2024,Booked 12 times today,,,https://pix8.agoda.net/hotelImages/2401246/-1/2513c37cc5b16dcd022b68de3082de91.jpg?ce=0&s=1024x768
50599322,Sea Near Me Hotel Danang,Sea Near Me Hotel Danang,Hotel,Hotel,4.0,False,42 An Thượng 26,Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.055441,108.2450112,2024,50,10,14:00,12:00,60000 VND,200000 VND,,Booked 14 times today,,,https://pix8.agoda.net/hotelImages/50599322/0/008a87faf2e6aa5425d6b7b85721e995.jpg?ce=3&s=1024x768
4435798,Hanami Hotel Danang,Hanami Hotel Danang,Hotel,Hotel,3.0,False,"61-63 Hoang Ke Viem, My An Ward, Ngu Hanh Son District",Phước Mỹ,94163,Da Nang,16440,Vietnam,,16.0486798497712,108.243307471275,2018,30,8,14:00,12:00,60000 VND,150000 VND,2024,Booked 9 times today,,,https://pix8.agoda.net/hotelImages/4435798/-1/a0e72beeed3ada9323e0cb82d058085a.jpg?ce=0&s=1024x768
58826821,Haya Hotel Danang,Haya Hotel Danang,Hotel,Hotel,3.0,False,"48 Phan Liem, My An, Ngu Hanh Son",Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.0547886838432,108.245504490738,,33,8,14:00,12:00,,250000 VND,,Booked 12 times today,,,https://pix8.agoda.net/hotelImages/58826821/-1/dfd15dbad9fe312f854dc8a664647bdb.png?ce=0&s=1024x768
59620000,Star Near Me Hotel and Spa Danang,Star Near Me Hotel and Spa Danang,Hotel,Hotel,4.0,False,40 Loseby,An Hai Bac,184701,Da Nang,16440,Vietnam,550000,16.073545455932617,108.2419662475586,,90,11,14:00,11:00,80000 VND,150000 VND,,Booked 20 times today,,,https://pix8.agoda.net/hotelImages/59620000/-1/033987be59b48b34f97f4e995ab914e9.png?ce=0&s=1024x768
2915722,Fivitel Da Nang Hotel,Fivitel Da Nang Hotel,Hotel,Hotel,4.0,False,"388 Tran Hung Dao street , An Hai Tay Ward , Son Tra Dist .Da Nang city",Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.051965714782533,108.23302689939737,2017,157,26,14:00,12:00,13 USD,350000 VND,2025,Booked 18 times today,,,https://pix8.agoda.net/hotelImages/2915722/-1/76a5daeb13863b20a9446577139d92a8.jpg?ca=28&ce=0&s=1024x768
6534301,Royal Beach Hotel,Royal Beach Hotel,Hotel,Hotel,4.0,False,"70 Loseby, Son Tra",Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.073562622070312,108.24281311035156,2019,50,12,14:00,12:00,,,2024,Booked 10 times today,,,https://pix8.agoda.net/hotelImages/6534301/0/456d1a37c2137442506ffb1515e9d24a.jpg?ce=3&s=1024x768
16063401,Golden Lotus Hotel Da Nang - Rooftop Bar Sea View,Golden Lotus Hotel Da Nang - Rooftop Bar Sea View,Hotel,Hotel,4.0,False,"200 Tran Bach Dang Street, Ngu Hanh Son Ward , Da Nang City, Vietnam",Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.0510196685791,108.2471923828125,2020,98,14,14:00,12:00,200000 VND,250000 VND,2025,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/16063401/-1/e300d3b8b4fc6bb0191fb87726cc74cd.jpg?ce=0&s=1024x768
74957819,Wyndham Soleil Danang - Free Schedule Airport Shuttle,Wyndham Soleil Danang - Free Schedule Airport Shuttle,Hotel,Hotel,5.0,False,194 VO NGUYEN GIAP,Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.070592880249023,108.24483489990234,2025,882,50,15:00,12:00,1100000 VND,,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/74957819/0/09608658476afb19522a738cb6b7abfc.png?ce=3&s=1024x768
40283156,Golden Lotus Luxury Hotel Da Nang - Complimentary Daily Afternoon Tea ,Golden Lotus Luxury Hotel Da Nang - Complimentary Daily Afternoon Tea ,Hotel,Hotel,4.0,False,"198B Tran Bach Dang Street,  Ngu Hanh SonWard, Da Nang City",Phước Mỹ,94163,Da Nang,16440,Vietnam,550000,16.052538,108.24661,2023,94,16,14:00,12:00,200000 VND,250000 VND,2025,Booked 11 times today,,,https://pix8.agoda.net/hotelImages/40283156/0/2cb07e9172ffd65479f607310fd32182.jpg?ce=2&s=1024x768
