property_id,hotel_name,default_name,property_type,accommodation_type,stars,is_luxury,address_line,area_name,area_id,city_name,city_id,country_name,postal_code,latitude,longitude,year_opened,number_of_rooms,number_of_floors,check_in_from,check_out_until,breakfast_charge,airport_transfer_fee,gold_circle_award_year,today_booking,booking_count_last_24h,recommendation_score,main_image_url
43397,Fortuna Hotel Hanoi,Fortuna Hotel Hanoi,Hotel,Hotel,4.5,False,"6B Lang Ha Street, Giang Vo Ward, Hanoi, Vietnam",Ba Dinh,481525,Hanoi,2758,Vietnam,100000,21.022665,105.818794,1999,345,17,14:00,12:00,350000 VND,1700000 VND,2023,Booked 5 times today,,,https://pix8.agoda.net/hotelImages/43397/0/1c045d119a0cb934241331513ac80ab1.jpg?ce=3&s=1024x768
10966,Pan Pacific Hanoi,Pan Pacific Hanoi,Hotel,Hotel,5.0,False,"1 Thanh Nien Road, Ba Dinh Ward",Tay Ho District,57582,Hanoi,2758,Vietnam,100000,21.04980978,105.839839,1998,270,20,14:00,12:00,543000 VND,75 VND,,Booked twice today,,,https://pix8.agoda.net/hotelImages/10966/0/43e403ba7e05dda422181146e272eaa8.jpg?ce=2&s=1024x768
38723203,Global Backpackers Hostel,Global Backpackers Hostel,Hotel,Hostel,3.0,False,"No. 45, Alley Huyen, Hang Trong, Hoan Kiem, Hanoi, Vietnam 05",Hoan Kiem District,62215,Hanoi,2758,Vietnam,,21.0293064,105.848114,,1,,,,,,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/38723203/0/862d657c17f64c2b4e4b071cdbffe6dc.png?ce=3&s=1024x768
32907021,Delica Premium Hotel,Delica Premium Hotel,Hotel,Hotel,4.0,False,41 Phố Hàng Quạt,Old Quarter,481521,Hanoi,2758,Vietnam,100000,21.032556533813477,105.84916687011719,2022,28,9,14:00,12:00,,380000 VND,,Booked 10 times today,,,https://pix8.agoda.net/hotelImages/32907021/-1/5eb873335e77911c9875989c2d2456af.jpg?ce=0&s=1024x768
46274613,Ha Noi Re Hostel,Ha Noi Re Hostel,Hotel,Hostel,0.0,False,"No. 6-8, Trung Yen Alley, Hang Bac Ward, Hoan Kiem District",Old Quarter,481521,Hanoi,2758,Vietnam,100000,21.03338050842285,105.85269165039062,2021,,0,14:00,12:00,,350000 VND,,,,,https://pix8.agoda.net/hotelImages/46274613/0/f6e887297bbcc780f60ede1a5a8f309c.jpeg?ce=0&s=1024x768
3143234,Grandiose Hotel & Spa,Grandiose Hotel & Spa,Hotel,Hotel,4.0,False,"9-11 Lieu Giai, Hanoi, Vietnam",Ba Dinh,481525,Hanoi,2758,Vietnam,100000,21.03521156311035,105.81465148925781,2017,68,10,14:00,12:00,250000 VND,1500000 VND,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/3143234/-1/2b1b06a9e9f73ba786ffa55d3f97b8a5.jpg?ca=0&ce=1&s=1024x768
39632912,Gloud Hotel,Gloud Hotel,Hotel,Hotel,4.0,False,"26-28 Mieu Dam Street, Yen Hoa Ward",My Dinh,481532,Hanoi,2758,Vietnam,000084,21.0071888,105.781631,2023,84,8,14:00,12:00,230000 VND,500000 VND,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/39632912/-1/bc23d92b85cf68d072e38b8561a334ba.jpg?ce=0&s=1024x768
55664055,Era Apartment Ham Long,Era Apartment Ham Long,NonHotel,Apartment/Flat,3.5,False,"Ng. Hàm Long 2, Phan Chu Trinh",Hoan Kiem District,62215,Hanoi,2758,Vietnam,,21.01902198791504,105.85432434082031,2019,15,10,14:00,11:00,0 VND,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/55664055/0/2d997b631aabc664abcad02de982b905.jpg?ce=0&s=1024x768
37130257,HOTEL YAH HANOI & SPA,HOTEL YAH HANOI & SPA,Hotel,Hotel,3.0,False,14 Phố Kim Mã Thượng,Ba Dinh,481525,Hanoi,2758,Vietnam,11108,21.03583,105.81311,,42,9,14:00,12:00,200000 VND,,,Booked 9 times today,,,https://pix8.agoda.net/hotelImages/37130257/-1/ea176211e3ed7ab2e60abdb507f9938d.png?ce=0&s=1024x768
4782362,Eco Nest Apartment & Hotel Dinh Ngang,Eco Nest Apartment & Hotel Dinh Ngang,Hotel,Hotel,3.0,False,"06 Dinh Ngang, Cua Nam, Hoan Kiem, Hanoi-Highly recommended , great location",Hoan Kiem District,62215,Hanoi,2758,Vietnam,10000,21.02794536777569,105.84359139204025,,15,,14:00,12:00,,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/4782362/0/645af9f81dac5c0d911477af466aa35d.png?ce=3&s=1024x768
8825461,BH Riverside Hotel,BH Riverside Hotel,Hotel,Hotel,3.0,False,"No 6A, Lane 75, Cau Dat Street, Chuong Duong Do Ward, Hanoi",Hoan Kiem District,62215,Hanoi,2758,Vietnam,100000,21.025592803955078,105.86129760742188,,21,,14:00,12:00,,350000 VND,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/8825461/0/9955cef15ab8226c83c38ae48a82424a.png?ce=3&s=1024x768
64171595,"M Village Hotel Thợ Nhuộm, a brand of Modern Village Lifestyle","M Village Hotel Thợ Nhuộm, a brand of Modern Village Lifestyle",Hotel,Hotel,4.0,False,"54 Tho Nhuom, Tran Hung Dao Ward, Hoan Kiem District, Ha Noi",Hoan Kiem District,62215,Hanoi,2758,Vietnam,100000,21.025331497192383,105.84556579589844,,88,9,14:00,12:00,,,,Booked 9 times today,,,https://pix8.agoda.net/hotelImages/64171595/0/54a3b01f55fdf85848de400cfcae28ca.png?ce=3&s=1024x768
2334084,Swandor Cam Ranh Resort-Ultra All Inclusive,Swandor Cam Ranh Resort-Ultra All Inclusive,Hotel,Resort,5.0,False,"Plot D13, Km No 11, Nguyen Tat Thanh Boulevard",Cam Hải Đông,569871,Nha Trang,2679,Vietnam,65000,12.037086486816406,109.21328735351562,2017,510,11,14:00,12:00,,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/2334084/0/236a5bd2aa8ec2f246a71684445c1656.jpg?ce=3&s=1024x768
49495642,Aquamarine Cam Ranh by Swandor - Ultra All Inclusive,Aquamarine Cam Ranh by Swandor - Ultra All Inclusive,Hotel,Hotel,5.0,False,"Km 20 Nguyen Tat Thanh St, Bai Dai Beach, Cam Hai Dong Ward, Cam Lam Town, Khanh Hoa Province, Cam Hải Đ&#244;ng, Nha Trang, Vietnam, 65000 ",Cam Hải Đông,569871,Nha Trang,2679,Vietnam,650000,12.1027256331844,109.191493180565,2024,620,17,15:00,12:00,,,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/49495642/-1/dc2fb6b09014300a08cfcbc1ecb66b08.jpg?ce=0&s=1024x768
186561,Rembrandt Hotel Nha Trang,Rembrandt Hotel Nha Trang,Hotel,Hotel,3.5,False,2 Tran Quang Khai Street ,Loc Tho,93607,Nha Trang,2679,Vietnam,5700,12.233672142028809,109.1969985961914,2010,80,10,14:00,12:00,,350 VND,,Booked twice today,,,https://pix8.agoda.net/hotelImages/186561/0/3329b3ff1ce2fbb2739cb79e67d0dcd5.jpg?ce=2&s=1024x768
86514477,Sophia Central Nha Trang Hotel by HT,Sophia Central Nha Trang Hotel by HT,Hotel,Hotel,3.0,False,"35 Trần Quang Khải, Lộc Thọ",Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.233205,109.19627,,1,,14:00,12:00,,,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/86514477/0/b37c6db0f40d91a94ab02c9ebbd9295e.jpg?ce=3&s=1024x768
7710666,Florida Hotel,Florida Hotel,Hotel,Hotel,5.0,False,66 Quang Trung ,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.249117851257324,109.19178009033203,2019,190,18,14:00,12:00,,400000 VND,,Booked 22 times today,,,https://pix8.agoda.net/hotelImages/7710666/-1/a7cd9fb08fe57036cd17f986f74f7979.jpg?ce=0&s=1024x768
13486290,Panorama Nha Trang StarBeach,Panorama Nha Trang StarBeach,Hotel,Serviced apartment,5.0,False,02 Nguyen Thi Minh Khai,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.239385604858398,109.19612121582031,2021,100,40,14:30,11:30,,400000 VND,2024,Booked 7 times today,,,https://pix8.agoda.net/hotelImages/13486290/-1/333322ba894ab6acd324fafbced7ad3e.jpg?ce=0&s=1024x768
699308,Pavillon Garden Hotel Nha Trang,Pavillon Garden Hotel Nha Trang,Hotel,Hotel,3.0,False,16 Ton Dan Street,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.2383221363493,109.196140766144,2014,60,12,14:00,12:00,,250000 VND,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/699/699308/699308_15051814160027564329.jpg?ca=4&ce=1&s=1024x768
49696172,Tuana Hotels Cam Ranh Resort ,Tuana Hotels Cam Ranh Resort ,Hotel,Hotel,5.0,False,"Km11, Nguyen Tat Thanh Boulevard, Nha Trang, Khanh Hoa",Cam Hải Đông,569871,Nha Trang,2679,Vietnam,65000,12.035503387451172,109.21376037597656,2014,318,11,14:00,12:00,,,,Booked 13 times today,,,https://pix8.agoda.net/hotelImages/49696172/0/88da641fcb2e6c0b6ef9617f7c6ccf91.jpeg?ce=0&s=1024x768
49691945,Panorama Nha Trang SanVilla ,Panorama Nha Trang SanVilla ,NonHotel,Apartment/Flat,5.0,False,"2 Nguyễn Thị Minh Khai, Lộc Thọ",Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.2388410568237,109.19563293457,,100,40,14:30,11:30,300000 VND,350000 VND,,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/49691945/0/d192a5c17e291ecdeb7da1c1f1b8c4f4.jpg?ce=0&s=1024x768
4629184,Bondi Backpackers Nha Trang,Bondi Backpackers Nha Trang,Hotel,Hostel,0.0,False,35/91 Nguyen Thien Thuat,Loc Tho,93607,Nha Trang,2679,Vietnam,652080,12.241125465295694,109.19396096840501,2018,12,6,14:00,11:30,60000 VND,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/4629184/30797437/b826eb8bc30c9ec338e396def54586e4.jpg?ce=3&s=1024x768
80005567,voco Scenia Bay Nha Trang By IHG,voco Scenia Bay Nha Trang By IHG,Hotel,Hotel,5.0,True,"Tower A, 25-26 Pham Van Dong, Bac Nha Trang Ward, Khanh Hoa Province, Viet Nam",Vinh Hai,494088,Nha Trang,2679,Vietnam,57100,12.2811994,109.2024262,2026,250,28,15:00,12:00,442000 VND,1134000 VND,,Booked twice today,,,https://pix8.agoda.net/hotelImages/80172359/0/f09e7bf7382f191bb3c3111b01a9229e.jpeg?ce=3&s=1024x768
66810496,Brilliant Bay Nha Trang Hotel,Brilliant Bay Nha Trang Hotel,Hotel,Hotel,4.0,False,96B1/15 Tran Phu,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.2273711893839,109.198869498148,2023,73,17,14:00,12:00,80000 VND,,,Booked 9 times today,,,https://pix8.agoda.net/hotelImages/66810496/0/6ff4819d0931f2788429a2d7dc6fdc10.jpg?ce=2&s=1024x768
178263,Prime New,Prime New,Hotel,Hotel,4.0,False,22 Tôn Đản,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.2375127,109.1961783,2009,74,15,14:00,12:00,,600000 VND,,Booked 7 times today,,,https://pix8.agoda.net/hotelImages/178263/0/ebd74dc6ffbffeb1e4cdb90acf14b262.png?ce=3&s=1024x768
706033,Nha Trang Palace Hotel,Nha Trang Palace Hotel,Hotel,Hotel,4.5,False,"09 Yersin Street, Loc Tho Ward",Loc Tho,93607,Nha Trang,2679,Vietnam,,12.249224592958937,109.19556335124071,2014,170,15,14:00,12:00,200000 VND,,2025,Booked 14 times today,,,https://pix8.agoda.net/hotelImages/706033/-1/a9c651c7b53397f4e3542148baa737c2.jpg?ce=0&s=1024x768
42367083,Pavillon Boutique Hotel & Apartment Nha Trang,Pavillon Boutique Hotel & Apartment Nha Trang,Hotel,Hotel,4.0,False,100/10b Trần Ph #250;,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.2258968050619,109.200140991608,2023,48,,14:00,12:00,,,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/42367083/-1/1ffd43583a6d413fb9b9003847b63cf9.jpg?ce=0&s=1024x768
1162080,Diamond Bay Hotel,Diamond Bay Hotel,Hotel,Hotel,5.0,False,20 Tran Phu Street,Loc Tho,93607,Nha Trang,2679,Vietnam,,12.2483209609791,109.19607490272028,2016,275,20,14:00,12:00,375000 VND,1200000 VND,2025,Booked 12 times today,,,https://pix8.agoda.net/hotelImages/1162080/0/461090ca7632b761e54d6f656c6fcbb0.jpg?ce=2&s=1024x768
6508545,Royal HPM Hotel,Royal HPM Hotel,Hotel,Hotel,4.0,False,34/8 Nguyen Thien Thuat street,Tân Lập,62211,Nha Trang,2679,Vietnam,0258,12.235916137695312,109.1937026977539,2019,80,19,14:00,12:00,,18 USD,2024,Booked 11 times today,,,https://pix8.agoda.net/hotelImages/6508545/-1/3f1e7efb8fcaba330631a2b8b3263900.jpg?ca=9&ce=1&s=1024x768
79095712,Khach san Golden Beach Nha Trang,Khach san Golden Beach Nha Trang,Hotel,Hotel,3.0,False,"263 Nguyễn Thiện Thuật, Lộc Thọ",Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.2338085,109.194786,,1,,14:00,12:10,,,,Booked 8 times today,,,https://pix8.agoda.net/hotelImages/79095712/0/506a8770a63ab594923290d085bac52c.jpg?ce=2&s=1024x768
6421211,Muong Thanh Luxury Vien Trieu Nha Trang Hotel,Muong Thanh Luxury Vien Trieu Nha Trang Hotel,Hotel,Hotel,5.0,False,"Bai Duong Zone, Hon Chong Street,",Vĩnh Phước,503636,Nha Trang,2679,Vietnam,650000,12.274164199829102,109.20137023925781,2019,645,40,14:00,12:00,220000 VND,1100000 VND,2023,Booked 6 times today,,,https://pix8.agoda.net/hotelImages/6421211/-1/463228b714b4170001ed3c5e8b8ea5f0.jpg?ca=28&ce=0&s=1024x768
81128090,Dolphin Bay Hotel Nha Trang,Dolphin Bay Hotel Nha Trang,Hotel,Hotel,3.0,False,"71/10 Nguyễn Thị Minh Khai, Phường Nha Trang, Khánh Hòa",Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.237582,109.19195,,1,,14:00,12:00,,,,Booked 7 times today,,,https://pix8.agoda.net/hotelImages/81128090/0/9193c3229319c5cd4de0ebf2f06fd39f.jpeg?ce=3&s=1024x768
1158838,Starcity Bayfront Nha Trang Hotel ,Starcity Bayfront Nha Trang Hotel ,Hotel,Hotel,5.0,False,"72 - 74 Tran Phu Street, Loc Tho Ward",Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.234063148498535,109.19731903076172,2015,260,21,14:00,12:00,250000 VND,485000 VND,2025,Booked 22 times today,,,https://pix8.agoda.net/hotelImages/1158838/0/dea7b14d402d137535a29f124efa777f.png?ce=2&s=1024x768
32818875,RIS Panorama Nha Trang,RIS Panorama Nha Trang,Hotel,Serviced apartment,5.0,False,"02 Nguyễn Thị Minh Khai, Nha Trang, Khánh Hòa ",Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.2387714,109.195251,2019,47,40,14:00,12:00,300000 VND,450000 VND,2024,,,,https://pix8.agoda.net/hotelImages/32818875/0/e58be06ff1b431c686e964df4560385a.jpg?ce=3&s=1024x768
3613486,Quinter Central Nha Trang Hotel,Quinter Central Nha Trang Hotel,Hotel,Hotel,5.0,False,86/4 Tran Phu Street,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.228417717261,109.19722652432,2017,168,13,14:00,12:00,,400000 VND,,Booked 6 times today,,,https://pix8.agoda.net/hotelImages/3613486/0/189c98099882426c2d252f1411e57361.jpg?ce=3&s=1024x768
10780056,Kymodo Panorama Apartment,Kymodo Panorama Apartment,Hotel,Serviced apartment,5.0,False,"02 Nguyen Thi Minh Khai Street, Panorama Building",Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.23876953125,109.1959457397461,2019,20,40,14:00,,,350 VND,2024,Booked 13 times today,,,https://pix8.agoda.net/hotelImages/10780056/-1/1d60b141c02a5ac196ffeb265deab107.jpg?ce=0&s=1024x768
55288610,Daisy Flower Nha Trang ,Daisy Flower Nha Trang ,Hotel,Hotel,4.0,False,"79 Nguyễn Thị Minh Khai, T&#226;n Lập",Phuoc Hoa,93608,Nha Trang,2679,Vietnam,650000,12.237793,109.1911,2023,82,12,14:00,12:00,,700000 VND,,Booked 5 times today,,,https://pix8.agoda.net/hotelImages/55288610/-1/f8e5c474f8bf94811cdc3726bdf06e2c.jpg?ce=0&s=1024x768
7466289,Virgo Hotel,Virgo Hotel,Hotel,Hotel,5.0,False,39 - 41 Nguyen Thi Minh Khai ,Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.238167762756348,109.19303894042969,2019,453,40,14:00,12:00,,750000 VND,2025,Booked 19 times today,,,https://pix8.agoda.net/hotelImages/7466289/-1/63a228f0438a61d37c105135602bfc59.jpg?ce=0&s=1024x768
445610,Havana Nha Trang Hotel,Havana Nha Trang Hotel,Hotel,Hotel,5.0,False,38 Tran Phu Street,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.243383407592773,109.19631958007812,2012,1000,40,15:00,12:00,,,2025,Booked 58 times today,,,https://pix8.agoda.net/hotelImages/445610/0/9728c61fc16b1941eceb880149e5cddf.jpeg?ce=0&s=1024x768
6426068,The Alley Hostel,The Alley Hostel,Hotel,Hostel,1.0,False,239/4 Nguyen Thien Thuat Street,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.23486614227295,109.19465637207031,,7,,14:00,12:00,,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/6426068/-1/4e9566e9c4b38c1cea6e8fe148e58e7e.jpg?ca=7&ce=1&s=1024x768
5059416,Libra Hotel Nha Trang,Libra Hotel Nha Trang,Hotel,Hotel,5.0,False,14 H&#249;ng Vương,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.24141253624653,109.19462397305199,,378,,15:00,12:00,160000 VND,500000 VND,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/5059416/-1/e2a1282e593d4eb2bb0dd181ad023516.jpg?ce=0&s=1024x768
10946381,Amber Nha Trang Hotel,Amber Nha Trang Hotel,Hotel,Hotel,3.0,False,"38 Biet Thu, Tan Lap Ward",Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.235631942749023,109.19486999511719,2019,43,19,14:00,12:00,200000 VND,350000 VND,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/10946381/-1/be18a35b5c5642bb71de204b0d49d565.jpg?ca=13&ce=1&s=1024x768
34005295,Starlight Nha Trang,Starlight Nha Trang,Hotel,Hotel,3.0,False,34 Nguyễn Thiện Thuật,Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.2364006,109.193993,,1,,14:00,12:00,,,,Booked once today,,,https://pix8.agoda.net/hotelImages/34005295/-1/2d28c6e156a7e8846291c8aba58b76a0.jpg?ce=0&s=1024x768
87940198,Diamond Blue Hotel Nha Trang,Diamond Blue Hotel Nha Trang,Hotel,Hotel,2.0,False,"17/15 Nguyễn Thị Minh Khai, Nha Trang",Loc Tho,93607,Nha Trang,2679,Vietnam,65000,12.238028,109.19453,,1,,14:00,00:00,,,,Booked 6 times today,,,https://pix8.agoda.net/hotelImages/87940198/0/f3919b6850287e2d3a4090bcf7f64a4b.jpg?ce=3&s=1024x768
37959569,Green Beach Hotel Nha Trang,Green Beach Hotel Nha Trang,Hotel,Hotel,5.0,False,65 Trần Quang Khải,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.23310661315918,109.19568634033203,2022,203,29,14:00,12:00,250000 VND,500000 VND,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/37959569/-1/044c372aecc51fa84cc5bf548166d550.jpg?ce=0&s=1024x768
10681625,Regalia Gold Hotel,Regalia Gold Hotel,Hotel,Hotel,5.0,False,39 - 41 Nguyen Thi Minh Khai Street,Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.238172810259968,109.19264695783568,2019,856,40,14:00,12:00,,400000 VND,2025,Booked 30 times today,,,https://pix8.agoda.net/hotelImages/10681625/-1/7cd7e553a9c37ce3120bc8fdc037dca5.jpg?ca=11&ce=1&s=1024x768
10758837,Holi Panorama Condotel ,Holi Panorama Condotel ,Hotel,Serviced apartment,4.0,False,02 Nguyen Thi Minh Khai,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.238694190979004,109.1952896118164,2019,89,40,14:00,12:00,,350000 VND,,Booked 16 times today,,,https://pix8.agoda.net/hotelImages/10758837/0/71eed8375b3453f13b34b5833896b33f.png?ce=3&s=1024x768
2269250,Seven Seas Hotel and Apartment,Seven Seas Hotel and Apartment,Hotel,Serviced apartment,3.5,False,118A Trinh Phong Street,Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.2381595311961,109.191413372755,2017,48,12,14:00,12:00,,,,,,,https://pix8.agoda.net/hotelImages/2269250/-1/6179b261cae9e64055abc48ff5387231.jpg?ce=0&s=1024x768
11283759,Marilyn Boutique Hotel Nha Trang,Marilyn Boutique Hotel Nha Trang,Hotel,Hotel,3.0,False,51 Duong Hien Quyen,Vĩnh Hòa,93604,Nha Trang,2679,Vietnam,650000,12.284992218017578,109.2032241821289,2018,30,8,14:00,12:00,0 VND,350000 VND,,,,,https://pix8.agoda.net/hotelImages/11283759/0/676e4311a6574285d57e5ea4da1600d2.jpg?ce=3&s=1024x768
44314368,King Hotel,King Hotel,Hotel,Hotel,2.0,False,132 Hùng Vương,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.235294342041016,109.1954574584961,,1,,,,,,,Booked 4 times today,,,https://pix8.agoda.net/hotelImages/44314368/0/190fa37248b9ab9d2bf5078acab9303e.jpeg?s=1024x768
67349925,Seaside Boutique Hotel Nha Trang Beach,Seaside Boutique Hotel Nha Trang Beach,Hotel,Hotel,4.0,False,72a Đống Đa,Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.239309394848554,109.1919237607478,2025,127,25,14:00,12:00,,400000 VND,,Booked 20 times today,,,https://pix8.agoda.net/hotelImages/67349925/0/9a0693f14841573b2625fe2502f9d48b.jpg?ce=2&s=1024x768
79487625,The Gold Coast Hotel Nha Trang,The Gold Coast Hotel Nha Trang,Hotel,Hotel,3.0,False,"12 Trần Nguy n H n Street, Nha Trang Ward, Kh nh H a Province",Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.2430571,109.1911754,,81,20,14:00,12:00,,,,Booked 10 times today,,,https://pix8.agoda.net/hotelImages/79487625/0/261931a1239104689f84d233e079c34c.jpg?ce=2&s=1024x768
8798451,Ivy Hotel Nha Trang,Ivy Hotel Nha Trang,Hotel,Hotel,4.0,False,127 - 127A Hong Bang Street,Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.238504409790039,109.19202423095703,2020,80,20,14:00,12:00,,18 VND,,Booked 9 times today,,,https://pix8.agoda.net/hotelImages/8798451/-1/883656cee29adf48b84428b469a4308f.jpg?ca=9&ce=1&s=1024x768
6253467,Sata Hotel,Sata Hotel,Hotel,Hotel,3.0,False,"24E Nguyen Thien Thuat, Tan Lap, Nha Trang",Tân Lập,62211,Nha Trang,2679,Vietnam,65000,12.238810539245605,109.19347381591797,2019,77,21,14:00,12:00,,300000 VND,2025,Booked 39 times today,,,https://pix8.agoda.net/hotelImages/6253467/-1/c0040fe7ca38e32373be43db59504d0a.jpg?ca=9&ce=1&s=1024x768
394518,Le Duong Hotel Nha Trang,Le Duong Hotel Nha Trang,Hotel,Hotel,0.0,False,"95/4 Hung Vuong, Loc Tho, Nha Trang, Khanh Hoa",Loc Tho,93607,Nha Trang,2679,Vietnam,00084,12.2343339920044,109.196098327637,2012,20,,14:00,12:00,100000 VND,300000 VND,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/394/394518/394518_16082116120045660539.jpg?ca=6&ce=1&s=1024x768
64576655,Art Deluxe Hotel,Art Deluxe Hotel,Hotel,Hotel,3.0,False,98C/3.1 Trần Ph ,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.226992531556707,109.1994522854821,2019,51,7,14:00,12:00,,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/64576655/0/43e953b9beda94f45aff02dcb302142c.jpg?ce=2&s=1024x768
5780775,Canary Nha Trang Hotel,Canary Nha Trang Hotel,Hotel,Hotel,3.0,False,19 Mai Xuan Thuong,Vĩnh Hòa,93604,Nha Trang,2679,Vietnam,650000,12.282350540161133,109.19879913330078,,65,10,14:00,12:30,125000 VND,450000 VND,,Booked once today,,,https://pix8.agoda.net/hotelImages/5780775/-1/e794c69fb68b18e38e3f7f4a6ee4e495.jpg?ce=0&s=1024x768
256060,Green World Hotel Nha Trang,Green World Hotel Nha Trang,Hotel,Hotel,4.5,False,44 Nguyễn Thị Minh Khai,Loc Tho,93607,Nha Trang,2679,Vietnam,650000,12.2386831,109.1938864,2014,198,21,14:00,12:00,100000 VND,400000 VND,2025,Booked 6 times today,,,https://pix8.agoda.net/hotelImages/256060/-1/3ee8ce0a326ce112012e24f7cd386650.jpg?ce=0&s=1024x768
463095,Muong Thanh Grand Nha Trang Hotel,Muong Thanh Grand Nha Trang Hotel,Hotel,Hotel,4.0,False,6 Duong Hien Quyen Street,Vĩnh Hòa,93604,Nha Trang,2679,Vietnam,,12.283380508422852,109.2028579711914,2013,255,,14:00,12:00,,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/463095/-1/b8c8baec44110f3d1be56396bc94bdfd.jpg?ce=0&s=1024x768
72120574,W Premium Nha Trang ,W Premium Nha Trang ,Hotel,Hotel,4.0,False,"28 Hàn Thuyên, Xương Huân",Xuong Huan,57589,Nha Trang,2679,Vietnam,650000,12.2531003952026,109.194580078125,2025,52,7,14:00,12:00,100000 VND,350000 VND,,Booked 3 times today,,,https://pix8.agoda.net/hotelImages/72120574/0/f8277c9945620816d3ad5d47922ec8a1.png?ce=3&s=1024x768
89175775,Jolia Nha Trang Hotel,Jolia Nha Trang Hotel,Hotel,Hotel,4.0,False,172/8 Bach Dang,Tân Lập,62211,Nha Trang,2679,Vietnam,650000,12.23877,109.192856,,37,7,14:00,12:00,,,,Booked 9 times today,,,https://pix8.agoda.net/hotelImages/89175775/0/c2e71481104973cb9f83a3b8687372ff.jpg?ce=3&s=1024x768
60691170,Panorama Luxury Beach Front,Panorama Luxury Beach Front,Hotel,Hotel,5.0,False,2 đường Nguyễn Thị Minh Khai,Loc Tho,93607,Nha Trang,2679,Vietnam,57000,12.2387738027261,109.195590722241,2019,800,40,14:00,11:50,,300000 VND,,Booked twice today,,,https://pix8.agoda.net/hotelImages/60691170/0/fc14678e63a884c68a01cab364f5db60.jpg?ce=3&s=1024x768
9746196,Sweet Lavender Hotel - Near Dalat Night Market,Sweet Lavender Hotel - Near Dalat Night Market,Hotel,Hotel,3.0,False,"04 Hai Thuong, Ward 1, Da Lat, Lam Dong",Dalat City Center,26795,Dalat,15932,Vietnam,66110,11.941669464111328,108.43181610107422,2017,44,6,14:00,12:00,,350000 VND,,Booked 15 times today,,,https://pix8.agoda.net/hotelImages/9746196/0/9aea0d2b7195462540221d891a97faa9.jpg?ce=3&s=1024x768
78727952,Liên's 2 Hotel Đà Lạt,Liên's 2 Hotel Đà Lạt,Hotel,Hotel,2.0,False,72 Đường L  Tự Trọng,Dalat City Center,26795,Dalat,15932,Vietnam,670000,11.9456701278687,108.43896484375,2025,37,6,14:00,12:00,,,,Booked twice today,,,https://pix8.agoda.net/hotelImages/78727952/0/89954a9c76fb10dafda03450177695a8.png?ce=3&s=1024x768
