property_id,distance_to_beach_km,distance_to_center_km,airport_score,poi_score,transportation_score,nearby_place_name,nearby_place_type,nearby_distance_km,duration_minutes
18170457,,0.48,8.8,9.1,9.2,The Venerable Thich Quang Duc Monument,Monuments and Landmarks,0.14,
18170457,,0.48,8.8,9.1,9.2,Chua Ngoc Hoang,Places of Worship,0.28,
18170457,,0.48,8.8,9.1,9.2,Emperor Jade Pagoda,Places of Worship,0.28,
18170457,,0.48,8.8,9.1,9.2,TT Bảo Vệ Sức Khoẻ Lao Động,Hospitals and Medical Facilities,0.3,
18170457,,0.48,8.8,9.1,9.2,Gach Trang Tri Italy,Shopping Centers and Areas,0.34,
18170457,,0.48,8.8,9.1,9.2,Saigon Yoga,Fitness and Yoga Centers,0.36,
18170457,,0.48,8.8,9.1,9.2,Hoa Lu Stadium,Entertainment,0.4,
18170457,,0.48,8.8,9.1,9.2,Kho Fahasa,"Botanical Gardens, and Public Parks",0.41,
18170457,,0.48,8.8,9.1,9.2,Nhà thi đấu Hoa Lư,Entertainment,0.41,
18170457,,0.48,8.8,9.1,9.2,Rubik Zoo,Zoos and Aquariums,0.51,
55765781,,0.0,7.1,9.9,9.2,The Maydo Bespoke Tailor,Shopping Centers and Areas,0.03,
55765781,,0.0,7.1,9.9,9.2,Blue Space Art Gallery,Shopping Centers and Areas,0.07,
55765781,,0.0,7.1,9.9,9.2,Lacquer & Oil,Shops,0.09,
55765781,,0.0,7.1,9.9,9.2,Antique Street – Le Cong Kieu,Shopping Centers and Areas,0.09,
55765781,,0.0,7.1,9.9,9.2,Fine Arts Museum,Museums and Art Galleries,0.09,
55765781,,0.0,7.1,9.9,9.2,Mrs Hà,Hospitals and Medical Facilities,0.1,
55765781,,0.0,7.1,9.9,9.2,Nguyen Thai Binh Street,Famous Streets and Neighborhoods,0.1,
55765781,,0.0,7.1,9.9,9.2,Kool Beer Store,Bars,0.14,
55765781,,0.0,7.1,9.9,9.2,Old Market,Fresh Markets,0.23,
55765781,,0.0,7.1,9.9,9.2,Emergency Centre,Police and Emergency,0.26,
35417217,,,7.8,6.6,9.7,My Kim Apartment,Supermarkets,0.13,
35417217,,,7.8,6.6,9.7,Zakka mart Rivesive,Supermarkets,0.32,
35417217,,,7.8,6.6,9.7,Siêu Thị Sala,Supermarkets,0.62,
35417217,,,7.8,6.6,9.7,Nhà Thuốc Báo Phương,Hospitals and Medical Facilities,0.94,
35417217,,,7.8,6.6,9.7,Siêu Thị Mini Bình Minh,Supermarkets,1.35,
35417217,,,7.8,6.6,9.7,Vietnam House,Museums and Art Galleries,1.36,
35417217,,,7.8,6.6,9.7,Consulate General of Sweden,Embassies and Consulates,1.38,
35417217,,,7.8,6.6,9.7,Nhà Thuốc Tây Hòa Bình,Hospitals and Medical Facilities,1.41,
35417217,,,7.8,6.6,9.7,Ben Xe Mien Dong Bus Station,"Train, Metro and Bus Stations",1.43,
35417217,,,7.8,6.6,9.7,Saigon Outcast,Shopping Centers and Areas,1.43,
10983,,,9.6,9.3,9.5,Nguyen Van Troi Street,Famous Streets and Neighborhoods,0.09,
10983,,,9.6,9.3,9.5,Viện Y dược học dân tộc,Hospitals and Medical Facilities,0.24,
10983,,,9.6,9.3,9.5,Bệnh viện Phú Nhuận,Hospitals and Medical Facilities,0.24,
10983,,,9.6,9.3,9.5,TT TDTT quận Phú Nhận,Entertainment,0.27,
10983,,,9.6,9.3,9.5,Quan Khu 7 Stadium,Sports Venues,0.36,
10983,,,9.6,9.3,9.5,Hoang Van Thu Street,Famous Streets and Neighborhoods,0.39,
10983,,,9.6,9.3,9.5,White Palace Convention Center,Convention and Exhibition Centers,0.41,
10983,,,9.6,9.3,9.5,Sunleaf,Hospitals and Medical Facilities,0.47,
10983,,,9.6,9.3,9.5,Mai Handicrafts,Shops,0.51,
10983,,,9.6,9.3,9.5,Le Van Sy Street,Famous Streets and Neighborhoods,0.53,
2235563,,0.0,8.1,9.6,9.2,Le Saigonais,Shopping Centers and Areas,0.06,
2235563,,0.0,8.1,9.6,9.2,Eye Wear Store,Hospitals and Medical Facilities,0.09,
2235563,,0.0,8.1,9.6,9.2,Ho Chi Minh City Supreme People's Court,Business Offices,0.1,
2235563,,0.0,8.1,9.6,9.2,General Science Library Ho Chi Minh City,Libraries,0.12,
2235563,,0.0,8.1,9.6,9.2,Minh Nguyen Tailor,Shopping Centers and Areas,0.13,
2235563,,0.0,8.1,9.6,9.2,Thu Khoa Huan street,Famous Streets and Neighborhoods,0.13,
2235563,,0.0,8.1,9.6,9.2,Vietnam Adventure Tours,Tourist and Travel Info,0.15,
2235563,,0.0,8.1,9.6,9.2,The House of Saigon,Shopping Centers and Areas,0.16,
2235563,,0.0,8.1,9.6,9.2,Kenly Silk,Shopping Centers and Areas,0.18,
2235563,,0.0,8.1,9.6,9.2,Phi Phi Tailor,Shopping Centers and Areas,0.18,
34480840,,0.0,7.9,9.1,9.2,Gaya,Shops,0.05,
34480840,,0.0,7.9,9.1,9.2,23/9 Park,"Botanical Gardens, and Public Parks",0.13,
34480840,,0.0,7.9,9.1,9.2,Vòng xoay Phù Đổng Thiên Vương,"Botanical Gardens, and Public Parks",0.14,
34480840,,0.0,7.9,9.1,9.2,H&D Tailor,Shopping Centers and Areas,0.14,
34480840,,0.0,7.9,9.1,9.2,Pham Ngu Lao Street,Famous Streets and Neighborhoods,0.14,
34480840,,0.0,7.9,9.1,9.2,SahaBook,Shopping Centers and Areas,0.16,
34480840,,0.0,7.9,9.1,9.2,New Saigon Bar,Bars,0.16,
34480840,,0.0,7.9,9.1,9.2,Sacombank,Banks and Currency Exchange,0.16,
34480840,,0.0,7.9,9.1,9.2,Delta Adventure Tours,Things to do,0.16,
34480840,,0.0,7.9,9.1,9.2,163 Cyclo Bar,Bars,0.17,
37272417,,0.0,8.0,9.8,9.2,Quilts,Shops,0.02,
37272417,,0.0,8.0,9.8,9.2,Institute of Cultural Exchange with France,Things to do,0.04,
37272417,,0.0,8.0,9.8,9.2,Wild Horse Saloon,Bars,0.05,
37272417,,0.0,8.0,9.8,9.2,Sheridan's Irish House,Entertainment,0.06,
37272417,,0.0,8.0,9.8,9.2,Heart of Darkness,Entertainment,0.06,
37272417,,0.0,8.0,9.8,9.2,CORNER boutique Saigon,Shopping Centers and Areas,0.08,
37272417,,0.0,8.0,9.8,9.2,Veggy's,Shops,0.09,
37272417,,0.0,8.0,9.8,9.2,Reda,Shops,0.09,
37272417,,0.0,8.0,9.8,9.2,Alibi,Entertainment,0.09,
37272417,,0.0,8.0,9.8,9.2,Fronline Gallery,Shopping Centers and Areas,0.11,
90004172,,0.11,,,,Ho Chi Minh City Open University,"Colleges, Universities, and Educational institutions",0.08,
90004172,,0.11,,,,Yoko,Entertainment,0.16,
90004172,,0.11,,,,Workers' Club,Things to do,0.18,
90004172,,0.11,,,,Golden Dragon Water Puppet Theater,Theatres,0.19,
90004172,,0.11,,,,Water Puppet Show at Thao Dien Village,Theatres,0.21,
90004172,,0.11,,,,Vinh Loi Gallery,Shops,0.22,
90004172,,0.11,,,,Dr . Toàn,Hospitals and Medical Facilities,0.31,
90004172,,0.11,,,,Tao Đàn Park,"Botanical Gardens, and Public Parks",0.31,
90004172,,0.11,,,,Champa Temple,Places of Worship,0.31,
90004172,,0.11,,,,War Remnants Museum,Museums and Art Galleries,0.34,
41306301,,0.06,6.5,8.7,9.2,Sạp Khô Hải Phựợng,Supermarkets,0.04,
41306301,,0.06,6.5,8.7,9.2,Bismillah Tours and Travel,Shopping Centers and Areas,0.22,
41306301,,0.06,6.5,8.7,9.2,Galerie Quynh,Monuments and Landmarks,0.27,
41306301,,0.06,6.5,8.7,9.2,"Cho Dan Sinh (Hardware stores, army surplus, odds and ends)",Shopping Centers and Areas,0.27,
41306301,,0.06,6.5,8.7,9.2,Dan Sinh Market,Shops,0.33,
41306301,,0.06,6.5,8.7,9.2,Benh Vien Tai Mui Hong Sai Gon,Hospitals and Medical Facilities,0.35,
41306301,,0.06,6.5,8.7,9.2,BỆNH VIỆN TMH SÀI GÒN,Hospitals and Medical Facilities,0.37,
41306301,,0.06,6.5,8.7,9.2,Russian Market,Fresh Markets,0.37,
41306301,,0.06,6.5,8.7,9.2,vn,Hospitals and Medical Facilities,0.38,
41306301,,0.06,6.5,8.7,9.2,Phung Son Pagoda,Things to do,0.4,
4972275,,0.0,8.3,9.0,9.3,Benh Vien Mat Sai Gon,Hospitals and Medical Facilities,0.12,
4972275,,0.0,8.3,9.0,9.3,VietS Corner Flea Market,Shopping Centers and Areas,0.15,
4972275,,0.0,8.3,9.0,9.3,Zen Plaza,Shopping Centers and Areas,0.21,
4972275,,0.0,8.3,9.0,9.3,Tao Dan Park,"Botanical Gardens, and Public Parks",0.22,
4972275,,0.0,8.3,9.0,9.3,Nu Cuoi Duyen Dental Clinic,Hospitals and Medical Facilities,0.24,
4972275,,0.0,8.3,9.0,9.3,Champa Temple,Places of Worship,0.25,
4972275,,0.0,8.3,9.0,9.3,Vòng xoay Phù Đổng Thiên Vương,"Botanical Gardens, and Public Parks",0.27,
4972275,,0.0,8.3,9.0,9.3,Nguyen Du Stadium,Sports Venues,0.28,
4972275,,0.0,8.3,9.0,9.3,Tao Đàn Park,"Botanical Gardens, and Public Parks",0.29,
4972275,,0.0,8.3,9.0,9.3,Magonn Saigon,Shopping Centers and Areas,0.29,
80114585,,0.0,,,,Quilts,Shops,0.03,
80114585,,0.0,,,,Wild Horse Saloon,Bars,0.03,
80114585,,0.0,,,,Heart of Darkness,Entertainment,0.04,
80114585,,0.0,,,,Sheridan's Irish House,Entertainment,0.04,
80114585,,0.0,,,,Institute of Cultural Exchange with France,Things to do,0.05,
80114585,,0.0,,,,Veggy's,Shops,0.07,
80114585,,0.0,,,,Alibi,Entertainment,0.07,
80114585,,0.0,,,,Reda,Shops,0.08,
80114585,,0.0,,,,Fronline Gallery,Shopping Centers and Areas,0.08,
80114585,,0.0,,,,CORNER boutique Saigon,Shopping Centers and Areas,0.1,
85734134,,,,,,Ngọc Linh,Hospitals and Medical Facilities,0.33,
85734134,,,,,,Maison de Bunga,Shopping Centers and Areas,0.35,
85734134,,,,,,White Palace Convention Center,Convention and Exhibition Centers,0.57,
85734134,,,,,,Sài Gòn Smile,Hospitals and Medical Facilities,0.59,
85734134,,,,,,Hoan My Sai Gon Hospital,Hospitals and Medical Facilities,0.64,
85734134,,,,,,Sunleaf,Hospitals and Medical Facilities,0.67,
85734134,,,,,,Co-op Mart-NK Branch,Supermarkets,0.7,
85734134,,,,,,Hoang Van Thu Street,Famous Streets and Neighborhoods,0.72,
85734134,,,,,,Khu vui chơi trẻ em Đôrêmon,"Botanical Gardens, and Public Parks",0.83,
85734134,,,,,,Trạm Y Tế Phường 7 Quận Phú Nhuận,Hospitals and Medical Facilities,0.84,
85267969,,0.0,,,,Phan's Custom Tailor,Shopping Centers and Areas,0.08,
85267969,,0.0,,,,TD Central Hotel,Supermarkets,0.08,
85267969,,0.0,,,,Mariamman Hindu Temple,Places of Worship,0.11,
85267969,,0.0,,,,Consulate of Korea,Embassies and Consulates,0.12,
85267969,,0.0,,,,Queen Collection,Shopping Centers and Areas,0.14,
85267969,,0.0,,,,Shimmer Silver,Shopping Centers and Areas,0.15,
85267969,,0.0,,,,frutas,Supermarkets,0.15,
85267969,,0.0,,,,Conservatory of Music,Music Venues,0.18,
85267969,,0.0,,,,Pour Homme,Shopping Centers and Areas,0.19,
85267969,,0.0,,,,Nguyen Du Stadium,Sports Venues,0.19,
5869838,,0.0,7.7,9.4,9.2,Vasco's Bar,Bars,0.04,
5869838,,0.0,7.7,9.4,9.2,Fronline Gallery,Shopping Centers and Areas,0.09,
5869838,,0.0,7.7,9.4,9.2,The Refinery,Entertainment,0.09,
5869838,,0.0,7.7,9.4,9.2,Alibi,Entertainment,0.1,
5869838,,0.0,7.7,9.4,9.2,Veggy's,Shops,0.11,
5869838,,0.0,7.7,9.4,9.2,Vino,Entertainment,0.13,
5869838,,0.0,7.7,9.4,9.2,Reda,Shops,0.13,
5869838,,0.0,7.7,9.4,9.2,Wild Horse Saloon,Bars,0.14,
5869838,,0.0,7.7,9.4,9.2,Veddy's,Supermarkets,0.14,
5869838,,0.0,7.7,9.4,9.2,Consulate of Slovakia,Embassies and Consulates,0.15,
13571664,,1.48,9.2,9.3,9.8,Duc Lam Art Gallery,Shopping Centers and Areas,0.11,
13571664,,1.48,9.2,9.3,9.8,Hong Duc Hospital,Hospitals and Medical Facilities,0.34,
13571664,,1.48,9.2,9.3,9.8,Binh Soup Shop,Things to do,0.36,
13571664,,1.48,9.2,9.3,9.8,Wat Chantarangsay,Places of Worship,0.39,
13571664,,1.48,9.2,9.3,9.8,Eco,Hospitals and Medical Facilities,0.39,
13571664,,1.48,9.2,9.3,9.8,Chua Vinh Nghiem,Things to do,0.4,
13571664,,1.48,9.2,9.3,9.8,Vinh Nghiem Pagoda,Places of Worship,0.4,
13571664,,1.48,9.2,9.3,9.8,Mỹ Châu,Hospitals and Medical Facilities,0.4,
13571664,,1.48,9.2,9.3,9.8,Ho Chi Minh City Pasteur Institute,Hospitals and Medical Facilities,0.41,
13571664,,1.48,9.2,9.3,9.8,Turtle Lake,"Rivers, Reservoirs, and Lakes",0.42,
60563235,,0.0,8.3,9.1,9.3,Benh Vien Mat Sai Gon,Hospitals and Medical Facilities,0.08,
60563235,,0.0,8.3,9.1,9.3,VietS Corner Flea Market,Shopping Centers and Areas,0.13,
60563235,,0.0,8.3,9.1,9.3,Zen Plaza,Shopping Centers and Areas,0.19,
60563235,,0.0,8.3,9.1,9.3,Tao Dan Park,"Botanical Gardens, and Public Parks",0.23,
60563235,,0.0,8.3,9.1,9.3,Nu Cuoi Duyen Dental Clinic,Hospitals and Medical Facilities,0.25,
60563235,,0.0,8.3,9.1,9.3,Magonn Saigon,Shopping Centers and Areas,0.26,
60563235,,0.0,8.3,9.1,9.3,Vòng xoay Phù Đổng Thiên Vương,"Botanical Gardens, and Public Parks",0.28,
60563235,,0.0,8.3,9.1,9.3,Champa Temple,Places of Worship,0.3,
60563235,,0.0,8.3,9.1,9.3,Nguyen Du Stadium,Sports Venues,0.32,
60563235,,0.0,8.3,9.1,9.3,Lechat Silk,Shopping Centers and Areas,0.32,
36999606,,0.3,6.2,9.4,9.2,Russian Market,Fresh Markets,0.08,
36999606,,0.3,6.2,9.4,9.2,Bismillah Tours and Travel,Shopping Centers and Areas,0.09,
36999606,,0.3,6.2,9.4,9.2,Trạm Y tế phường 5,Hospitals and Medical Facilities,0.19,
36999606,,0.3,6.2,9.4,9.2,Galerie Quynh,Monuments and Landmarks,0.28,
36999606,,0.3,6.2,9.4,9.2,Sạp Khô Hải Phựợng,Supermarkets,0.34,
36999606,,0.3,6.2,9.4,9.2,GetFit Gym,Entertainment,0.37,
36999606,,0.3,6.2,9.4,9.2,Khu vui chơi Khánh Hội,"Amusement, Theme parks, and Water parks",0.45,
36999606,,0.3,6.2,9.4,9.2,Benh Vien Rang-Ham-Mat,Hospitals and Medical Facilities,0.48,
36999606,,0.3,6.2,9.4,9.2,Maxillo Facial Hospital,Hospitals and Medical Facilities,0.48,
36999606,,0.3,6.2,9.4,9.2,Công viên Khánh Hội,"Botanical Gardens, and Public Parks",0.51,
31254730,,1.04,9.0,8.3,9.9,L'Apothiquaire,Shops,0.11,
31254730,,1.04,9.0,8.3,9.9,Tai Mũi Họng Thành phố Hồ Chí Minh,Hospitals and Medical Facilities,0.22,
31254730,,1.04,9.0,8.3,9.9,Ear Nose Throat Hospital,Hospitals and Medical Facilities,0.23,
31254730,,1.04,9.0,8.3,9.9,Bao Tang Phu Nu Nam Bo,Museums and Art Galleries,0.28,
31254730,,1.04,9.0,8.3,9.9,Southern Women's Museum,Museums and Art Galleries,0.28,
31254730,,1.04,9.0,8.3,9.9,Consulate of Thailand,Embassies and Consulates,0.29,
31254730,,1.04,9.0,8.3,9.9,Traditional Medicine Hospital,Hospitals and Medical Facilities,0.43,
31254730,,1.04,9.0,8.3,9.9,Vo Thi Sau Street,Famous Streets and Neighborhoods,0.45,
31254730,,1.04,9.0,8.3,9.9,Metropole Wedding and Convention Center,Convention and Exhibition Centers,0.45,
31254730,,1.04,9.0,8.3,9.9,Bệnh viện Mắt TP. Hồ Chí Minh,Hospitals and Medical Facilities,0.46,
75304051,,0.81,,,,Le Van Tam Park,"Botanical Gardens, and Public Parks",0.16,
75304051,,0.81,,,,Mi Chi,Supermarkets,0.18,
75304051,,0.81,,,,Tan Dinh Church,Places of Worship,0.2,
75304051,,0.81,,,,Tiny Ink,Shopping Centers and Areas,0.22,
75304051,,0.81,,,,Cham Khanh,Shops,0.27,
75304051,,0.81,,,,VGF,Supermarkets,0.29,
75304051,,0.81,,,,Minh Phuong lacquer-ware gallergy,Shopping Centers and Areas,0.32,
75304051,,0.81,,,,Ho Con Rua,Famous Streets and Neighborhoods,0.32,
75304051,,0.81,,,,Saigon Square 2,Shopping Centers and Areas,0.33,
75304051,,0.81,,,,Consulate of Cambodia,Embassies and Consulates,0.34,
93006841,,1.23,,,,The New District,Shops,0.27,
93006841,,1.23,,,,ssstsrsdstedsdedfrestfffsd,Parking,0.28,
93006841,,1.23,,,,Khu Du lịch Kỳ Hoà,"Botanical Gardens, and Public Parks",0.37,
93006841,,1.23,,,,Sklep z herbatkami z grzybow,Hospitals and Medical Facilities,0.38,
93006841,,1.23,,,,FITO Museum,Museums and Art Galleries,0.4,
93006841,,1.23,,,,Bác sĩ Da liễu Võ Thị Bạch Sương,Hospitals and Medical Facilities,0.45,
93006841,,1.23,,,,Lan Anh Club,Entertainment,0.48,
93006841,,1.23,,,,Minh Hoa,Hospitals and Medical Facilities,0.48,
93006841,,1.23,,,,Hiếu Quyên,Hospitals and Medical Facilities,0.51,
93006841,,1.23,,,,Mien Nam Silk,Shopping Centers and Areas,0.52,
230121,,0.0,8.0,10.0,9.2,Veritas Shoes,Shopping Centers and Areas,0.02,
230121,,0.0,8.0,10.0,9.2,Veddy's,Supermarkets,0.08,
230121,,0.0,8.0,10.0,9.2,Vino,Entertainment,0.09,
230121,,0.0,8.0,10.0,9.2,Blue Gecko Bar,Bars,0.11,
230121,,0.0,8.0,10.0,9.2,Reda,Shops,0.12,
230121,,0.0,8.0,10.0,9.2,The Refinery,Entertainment,0.12,
230121,,0.0,8.0,10.0,9.2,Vincom Center,Shopping Centers and Areas,0.13,
230121,,0.0,8.0,10.0,9.2,Vincom Shopping Center,Shops,0.13,
230121,,0.0,8.0,10.0,9.2,Institute of Cultural Exchange with France,Things to do,0.15,
230121,,0.0,8.0,10.0,9.2,Alibi,Entertainment,0.15,
37844344,,0.0,7.8,9.2,9.2,Infant Hospital 2,Hospitals and Medical Facilities,0.12,
37844344,,0.0,7.8,9.2,9.2,Ha Phuong Souvenir Shop,Shopping Centers and Areas,0.12,
37844344,,0.0,7.8,9.2,9.2,Parkson Viet Nam,Shopping Centers and Areas,0.12,
37844344,,0.0,7.8,9.2,9.2,Vin Mart,Shopping Centers and Areas,0.12,
37844344,,0.0,7.8,9.2,9.2,Bao Tang Ton Duc Thang,Museums and Art Galleries,0.13,
37844344,,0.0,7.8,9.2,9.2,Consulate of Panama,Embassies and Consulates,0.14,
37844344,,0.0,7.8,9.2,9.2,Cepage,Entertainment,0.15,
37844344,,0.0,7.8,9.2,9.2,Cage,Entertainment,0.16,
37844344,,0.0,7.8,9.2,9.2,No 5 Ly Tu Trong,Entertainment,0.19,
37844344,,0.0,7.8,9.2,9.2,Sheridan's Irish House,Entertainment,0.23,
545120,,0.0,7.2,10.0,9.2,NGA Art And Craft,Shopping Centers and Areas,0.02,
545120,,0.0,7.2,10.0,9.2,Kito,Shopping Centers and Areas,0.02,
545120,,0.0,7.2,10.0,9.2,Usagi,Shopping Centers and Areas,0.04,
545120,,0.0,7.2,10.0,9.2,Qing,Entertainment,0.05,
545120,,0.0,7.2,10.0,9.2,Tricia & Verona,Shopping Centers and Areas,0.06,
545120,,0.0,7.2,10.0,9.2,Tara & Kys Art Gallery,Shopping Centers and Areas,0.06,
545120,,0.0,7.2,10.0,9.2,Palazzo Club,Casinos,0.06,
545120,,0.0,7.2,10.0,9.2,Tropic,Shopping Centers and Areas,0.07,
545120,,0.0,7.2,10.0,9.2,Miss Bee,Shopping Centers and Areas,0.07,
545120,,0.0,7.2,10.0,9.2,Dia Projects,Shopping Centers and Areas,0.07,
17522772,,0.0,8.1,9.4,9.2,No 5 Ly Tu Trong,Entertainment,0.03,
17522772,,0.0,8.1,9.4,9.2,Lush,Entertainment,0.05,
17522772,,0.0,8.1,9.4,9.2,Consulate of Panama,Embassies and Consulates,0.07,
17522772,,0.0,8.1,9.4,9.2,Carmen,Entertainment,0.08,
17522772,,0.0,8.1,9.4,9.2,Ha Phuong Souvenir Shop,Shopping Centers and Areas,0.09,
17522772,,0.0,8.1,9.4,9.2,Parkson Viet Nam,Shopping Centers and Areas,0.09,
17522772,,0.0,8.1,9.4,9.2,Vin Mart,Shopping Centers and Areas,0.09,
17522772,,0.0,8.1,9.4,9.2,Cepage,Entertainment,0.18,
17522772,,0.0,8.1,9.4,9.2,Westcoast Dental,Hospitals and Medical Facilities,0.21,
17522772,,0.0,8.1,9.4,9.2,Exotissimo,Shops,0.26,
35540459,,0.0,8.1,9.8,9.2,Zen Plaza,Shopping Centers and Areas,0.05,
35540459,,0.0,8.1,9.8,9.2,Gaya,Shops,0.12,
35540459,,0.0,8.1,9.8,9.2,Vòng xoay Phù Đổng Thiên Vương,"Botanical Gardens, and Public Parks",0.13,
35540459,,0.0,8.1,9.8,9.2,Nu Cuoi Duyen Dental Clinic,Hospitals and Medical Facilities,0.14,
35540459,,0.0,8.1,9.8,9.2,Lechat Silk,Shopping Centers and Areas,0.15,
35540459,,0.0,8.1,9.8,9.2,Magonn Saigon,Shopping Centers and Areas,0.17,
35540459,,0.0,8.1,9.8,9.2,23/9 Park,"Botanical Gardens, and Public Parks",0.17,
35540459,,0.0,8.1,9.8,9.2,Benh Vien Mat Sai Gon,Hospitals and Medical Facilities,0.18,
35540459,,0.0,8.1,9.8,9.2,Public Sport utilities,"Botanical Gardens, and Public Parks",0.21,
35540459,,0.0,8.1,9.8,9.2,FFF phạm ngũ lão,Supermarkets,0.21,
74057351,,0.0,,,,Nu Cuoi Duyen Dental Clinic,Hospitals and Medical Facilities,0.05,
74057351,,0.0,,,,Vòng xoay Phù Đổng Thiên Vương,"Botanical Gardens, and Public Parks",0.09,
74057351,,0.0,,,,Zen Plaza,Shopping Centers and Areas,0.11,
74057351,,0.0,,,,Pour Homme,Shopping Centers and Areas,0.16,
74057351,,0.0,,,,Benh Vien Mat Sai Gon,Hospitals and Medical Facilities,0.18,
74057351,,0.0,,,,Nguyen Du Stadium,Sports Venues,0.19,
74057351,,0.0,,,,H&D Tailor,Shopping Centers and Areas,0.2,
74057351,,0.0,,,,Shimmer Silver,Shopping Centers and Areas,0.2,
74057351,,0.0,,,,Gaya,Shops,0.22,
74057351,,0.0,,,,New Saigon Bar,Bars,0.27,
245858,,0.0,8.3,9.5,9.3,VietS Corner Flea Market,Shopping Centers and Areas,0.08,
245858,,0.0,8.3,9.5,9.3,Benh Vien Mat Sai Gon,Hospitals and Medical Facilities,0.1,
245858,,0.0,8.3,9.5,9.3,Tao Dan Park,"Botanical Gardens, and Public Parks",0.22,
245858,,0.0,8.3,9.5,9.3,Zen Plaza,Shopping Centers and Areas,0.24,
245858,,0.0,8.3,9.5,9.3,Magonn Saigon,Shopping Centers and Areas,0.25,
245858,,0.0,8.3,9.5,9.3,Bui Thi Xuan Street,Famous Streets and Neighborhoods,0.26,
245858,,0.0,8.3,9.5,9.3,Catholic Church Huyen Sy,Places of Worship,0.27,
245858,,0.0,8.3,9.5,9.3,GS25,Supermarkets,0.28,
245858,,0.0,8.3,9.5,9.3,BV Quốc tế phụ sản,Hospitals and Medical Facilities,0.29,
245858,,0.0,8.3,9.5,9.3,Nu Cuoi Duyen Dental Clinic,Hospitals and Medical Facilities,0.31,
30670517,,0.65,8.5,8.3,9.3,mini mart,Supermarkets,0.22,
30670517,,0.65,8.5,8.3,9.3,Palm Vietnam Travel - Day Tours,Shopping Centers and Areas,0.28,
30670517,,0.65,8.5,8.3,9.3,Consulate of Philippines,Embassies and Consulates,0.48,
30670517,,0.65,8.5,8.3,9.3,Hang Xanh,Famous Streets and Neighborhoods,0.51,
30670517,,0.65,8.5,8.3,9.3,Benh Vien Tham My Duy Thien,Hospitals and Medical Facilities,0.58,
30670517,,0.65,8.5,8.3,9.3,Khu Du lich Van Thanh,"Botanical Gardens, and Public Parks",0.78,
30670517,,0.65,8.5,8.3,9.3,Bác Sĩ Phạm Đình Hòa,Hospitals and Medical Facilities,0.83,
30670517,,0.65,8.5,8.3,9.3,Hiệu Thuốc Số 48,Hospitals and Medical Facilities,0.85,
30670517,,0.65,8.5,8.3,9.3,Kho Fahasa,"Botanical Gardens, and Public Parks",0.87,
30670517,,0.65,8.5,8.3,9.3,Henna Art By Kim,Shopping Centers and Areas,0.91,
87898903,,,,,,Hoang Hoa Tham Street,Famous Streets and Neighborhoods,0.29,
87898903,,,,,,Benh Vien Da Khoa Myduc,Hospitals and Medical Facilities,0.71,
87898903,,,,,,Etown,Famous Buildings,0.78,
87898903,,,,,,AEON mart,Supermarkets,0.79,
87898903,,,,,,HCMC International Exhibition & Convention Center,Convention and Exhibition Centers,0.98,
87898903,,,,,,Tan Binh Exhibition & Convention Centre,Convention and Exhibition Centers,1.02,
87898903,,,,,,Tan Binh Hospital,Hospitals and Medical Facilities,1.04,
87898903,,,,,,Khu thể thao - Tấn Trường,Entertainment,1.08,
87898903,,,,,,Bệnh viện Thống Nhất,Hospitals and Medical Facilities,1.09,
87898903,,,,,,Vincom Maximark Cộng Hòa,Supermarkets,1.13,
87475901,,,,,,Hoang Hoa Tham Street,Famous Streets and Neighborhoods,0.52,
87475901,,,,,,HCMC International Exhibition & Convention Center,Convention and Exhibition Centers,0.71,
87475901,,,,,,Tan Binh Exhibition & Convention Centre,Convention and Exhibition Centers,0.75,
87475901,,,,,,Tan Binh Hospital,Hospitals and Medical Facilities,0.77,
87475901,,,,,,Bệnh viện Thống Nhất,Hospitals and Medical Facilities,0.84,
87475901,,,,,,Benh Vien Da Khoa Myduc,Hospitals and Medical Facilities,0.93,
87475901,,,,,,Vincom Maximark Cộng Hòa,Supermarkets,0.94,
87475901,,,,,,Thong Nhat Hospital,Hospitals and Medical Facilities,0.96,
87475901,,,,,,Maximart,Supermarkets,0.97,
87475901,,,,,,AEON mart,Supermarkets,1.02,
10971,,0.0,7.5,9.6,9.2,Saigon Saigon Bar,Bars,0.02,
10971,,0.0,7.5,9.6,9.2,Q Bar,Bars,0.06,
10971,,0.0,7.5,9.6,9.2,Nha Hat Thanh Pho (Opera House),Famous Buildings,0.06,
10971,,0.0,7.5,9.6,9.2,Saigon Opera House (Ho Chi Minh Municipal Theater),Theatres,0.06,
10971,,0.0,7.5,9.6,9.2,Opera House,Music Venues,0.07,
10971,,0.0,7.5,9.6,9.2,Devon London Dong Khoi,Shopping Centers and Areas,0.07,
10971,,0.0,7.5,9.6,9.2,L'usine,Shopping Centers and Areas,0.07,
10971,,0.0,7.5,9.6,9.2,Tombo,Shopping Centers and Areas,0.07,
10971,,0.0,7.5,9.6,9.2,Municipal Theatre,Theatres,0.07,
10971,,0.0,7.5,9.6,9.2,Saigon Central Mosque,Places of Worship,0.07,
87898716,,,,,,Hoang Hoa Tham Street,Famous Streets and Neighborhoods,0.4,
87898716,,,,,,Benh Vien Da Khoa Myduc,Hospitals and Medical Facilities,0.7,
87898716,,,,,,AEON mart,Supermarkets,0.79,
87898716,,,,,,Etown,Famous Buildings,0.8,
