property_id,distance_to_beach_km,distance_to_center_km,airport_score,poi_score,transportation_score,nearby_place_name,nearby_place_type,nearby_distance_km,duration_minutes
87725408,0.28,2.53,,,,The Hinh fitness center,Fitness and Yoga Centers,0.55,
84364738,,0.0,,,,Hapro Food,Supermarkets,0.01,
84364738,,0.0,,,,Strassenmarkt,Supermarkets,0.04,
84364738,,0.0,,,,O Quan Chuong,Entertainment,0.19,
84364738,,0.0,,,,Long Bien Bridge,Bridges,0.21,
84364738,,0.0,,,,Old City Gate,Monuments and Landmarks,0.21,
84364738,,0.0,,,,Chua Quan Huyen Thien,Places of Worship,0.23,
84364738,,0.0,,,,Dong Xuan Market,Shopping Centers and Areas,0.23,
84364738,,0.0,,,,Kuy Son Propaganda Art,Shopping Centers and Areas,0.34,
84364738,,0.0,,,,Den Quan De,Monuments and Landmarks,0.34,
84364738,,0.0,,,,Tattoo 1984,Hospitals and Medical Facilities,0.35,
87964772,,1.59,,,,Huu Tiep Lake,Historical Buildings and Sites,0.12,
87964772,,1.59,,,,Hồ Bảy Gian,"Rivers, Reservoirs, and Lakes",0.23,
87964772,,1.59,,,,B52 Victory Museum,Museums and Art Galleries,0.26,
87964772,,1.59,,,,Huu Tiep Lake and the Downed B-52,Attractions,0.27,
87964772,,1.59,,,,Botanical Gardens (Vuon Bach Thao),Zoos and Aquariums,0.29,
87964772,,1.59,,,,Ban Buon Buoi Da Xanh & Sau Rieng,Supermarkets,0.32,
87964772,,1.59,,,,Phòng khám Nhi Khoa Đào Minh Tuấn,Hospitals and Medical Facilities,0.32,
87964772,,1.59,,,,Hồ Đầm Tròn,"Rivers, Reservoirs, and Lakes",0.37,
87964772,,1.59,,,,Ngoc Ha Lake,"Rivers, Reservoirs, and Lakes",0.38,
87964772,,1.59,,,,Tượng đài Lê Nin,"Botanical Gardens, and Public Parks",0.64,
89925050,,,,,,CLB Tennis & Bơi lội Tăng Thiết Giáp,Entertainment,0.16,
89925050,,,,,,METRO Thăng Long,Supermarkets,0.35,
89925050,,,,,,Trạm Y tế Phường Cổ Nhuế 1- Cổ Nhuế 2,Hospitals and Medical Facilities,0.49,
89925050,,,,,,Sương Mai,Hospitals and Medical Facilities,0.51,
89925050,,,,,,Vincom Plaza Bac Tu Liem,Shops,0.52,
89925050,,,,,,Paint A Dress,Shopping Centers and Areas,0.85,
89925050,,,,,,Công viên OCT1,"Botanical Gardens, and Public Parks",0.88,
89925050,,,,,,Hồ bơi chung cư,Sport Centers and Swimming Pools,0.93,
89925050,,,,,,Peace Park,"Botanical Gardens, and Public Parks",1.13,
89925050,,,,,,Nhà để xe CBCNV Viettel,Parking,1.15,
78428713,,0.0,,,,Houng Sen,Shopping Centers and Areas,0.3,
78428713,,0.0,,,,Evan Journey - Day Tours,Monuments and Landmarks,0.3,
78428713,,0.0,,,,Hanoi Train Street,Famous Streets and Neighborhoods,0.32,
78428713,,0.0,,,,Nam Tailor,Shopping Centers and Areas,0.32,
78428713,,0.0,,,,Cloud Sky Bar Hanoi,Bars,0.34,
78428713,,0.0,,,,Hang Da Galleria,Shopping Centers and Areas,0.34,
78428713,,0.0,,,,Vietnam National Tuong Theatre,Theatres,0.34,
78428713,,0.0,,,,Phòng Khám bệnh Đa khoa 38A Trần Phú,Hospitals and Medical Facilities,0.37,
78428713,,0.0,,,,"Duc Minh, Tailor made suit",Shopping Centers and Areas,0.37,
78428713,,0.0,,,,HEBE Store,Shopping Centers and Areas,0.4,
36144486,,0.0,7.8,9.0,8.5,Bach Ma Temple,Places of Worship,0.01,
36144486,,0.0,7.8,9.0,8.5,Market street for coffee,Supermarkets,0.05,
36144486,,0.0,7.8,9.0,8.5,NHA THUOC,Hospitals and Medical Facilities,0.07,
36144486,,0.0,7.8,9.0,8.5,Hanoi Gallery,Shops,0.08,
36144486,,0.0,7.8,9.0,8.5,Hieu Phuc Loi,Shops,0.1,
36144486,,0.0,7.8,9.0,8.5,Miniso,Supermarkets,0.11,
36144486,,0.0,7.8,9.0,8.5,Tattoo 1984,Hospitals and Medical Facilities,0.12,
36144486,,0.0,7.8,9.0,8.5,Den Quan De,Monuments and Landmarks,0.13,
36144486,,0.0,7.8,9.0,8.5,Mao's Red Lounge,Bars,0.13,
36144486,,0.0,7.8,9.0,8.5,Ta Hien Street,Famous Streets and Neighborhoods,0.14,
85405330,,0.0,,,,Nunal Boutique,Shopping Centers and Areas,0.05,
85405330,,0.0,,,,Lucky Star Shop,Shopping Centers and Areas,0.05,
85405330,,0.0,,,,Kitonali Bespoke Tailoring,Shopping Centers and Areas,0.07,
85405330,,0.0,,,,Dien Dam Gallery,Monuments and Landmarks,0.07,
85405330,,0.0,,,,Vietcraft,Shopping Centers and Areas,0.08,
85405330,,0.0,,,,Travel Agent Hanoi,Camping and Outdoors,0.09,
85405330,,0.0,,,,Factory Outlet,Shopping Centers and Areas,0.1,
85405330,,0.0,,,,87 Ma May,Things to do,0.1,
85405330,,0.0,,,,Hang Bac Temple,Places of Worship,0.11,
85405330,,0.0,,,,Viettime Craft,Shopping Centers and Areas,0.11,
62035781,,0.0,,,,Houng Sen,Shopping Centers and Areas,0.04,
62035781,,0.0,,,,Nam Tailor,Shopping Centers and Areas,0.11,
62035781,,0.0,,,,Vietnam National Tuong Theatre,Theatres,0.19,
62035781,,0.0,,,,Halong Bay Day Tours,Monuments and Landmarks,0.2,
62035781,,0.0,,,,Bia Hoi 68 Hang Quat,Bars,0.2,
62035781,,0.0,,,,Hang Da Galleria,Shopping Centers and Areas,0.21,
62035781,,0.0,,,,Ho Guom Audio,Shops,0.22,
62035781,,0.0,,,,Motorbike parking (Pho Hang But),Parking,0.22,
62035781,,0.0,,,,Cloud Sky Bar Hanoi,Bars,0.23,
62035781,,0.0,,,,"Duc Minh, Tailor made suit",Shopping Centers and Areas,0.26,
5060902,,0.0,7.6,9.3,8.9,Ho Guom Audio,Shops,0.05,
5060902,,0.0,7.6,9.3,8.9,Halong Bay Day Tours,Monuments and Landmarks,0.08,
5060902,,0.0,7.6,9.3,8.9,Umove,Shopping Centers and Areas,0.1,
5060902,,0.0,7.6,9.3,8.9,Den Quan Tran Vu,Monuments and Landmarks,0.11,
5060902,,0.0,7.6,9.3,8.9,Museum Of Independence,Museums and Art Galleries,0.11,
5060902,,0.0,7.6,9.3,8.9,Old Quarter,Famous Streets and Neighborhoods,0.13,
5060902,,0.0,7.6,9.3,8.9,Hang Ngang Hang Dao,Famous Streets and Neighborhoods,0.13,
5060902,,0.0,7.6,9.3,8.9,Phuc Loi Shop,Shopping Centers and Areas,0.13,
5060902,,0.0,7.6,9.3,8.9,Jazz Club Minh,Music Venues,0.14,
5060902,,0.0,7.6,9.3,8.9,Miniso,Supermarkets,0.15,
84551326,,0.0,,,,O Quan Chuong,Entertainment,0.11,
84551326,,0.0,,,,Hapro Food,Supermarkets,0.15,
84551326,,0.0,,,,Strassenmarkt,Supermarkets,0.16,
84551326,,0.0,,,,Old City Gate,Monuments and Landmarks,0.17,
84551326,,0.0,,,,Kuy Son Propaganda Art,Shopping Centers and Areas,0.18,
84551326,,0.0,,,,Den Quan De,Monuments and Landmarks,0.21,
84551326,,0.0,,,,Tattoo 1984,Hospitals and Medical Facilities,0.21,
84551326,,0.0,,,,NHA THUOC,Hospitals and Medical Facilities,0.24,
84551326,,0.0,,,,Hanoi Old Quarter Culture Exchange Center,Shopping Centers and Areas,0.25,
84551326,,0.0,,,,Bach Ma Temple,Places of Worship,0.27,
87473942,,0.88,,,,Phòng Khám Đa Khoa Dr. Binh Tele_Clinic,Hospitals and Medical Facilities,0.13,
87473942,,0.88,,,,Benh Vien Da Khoa Ha Noi,Hospitals and Medical Facilities,0.19,
87473942,,0.88,,,,Mai's Cafe,Shops,0.21,
87473942,,0.88,,,,The Huc Bridge,Bridges,0.25,
87473942,,0.88,,,,Australian Dental Clinic,Hospitals and Medical Facilities,0.26,
87473942,,0.88,,,,Cay Cau,Entertainment,0.31,
87473942,,0.88,,,,LeChat Studio,Shopping Centers and Areas,0.33,
87473942,,0.88,,,,Vietnam Intellectual Property Research Institute,Business Offices,0.33,
87473942,,0.88,,,,Embassy of Peru,Embassies and Consulates,0.42,
87473942,,0.88,,,,Hom Market,Shopping Centers and Areas,0.43,
59406845,,0.46,5.9,8.1,9.7,Embassy of India,Embassies and Consulates,0.07,
59406845,,0.46,5.9,8.1,9.7,Siêu thị thực phẩm chức năng GPCare - Cơ sở 3 - 65B Trần Hưng Đạo,Hospitals and Medical Facilities,0.1,
59406845,,0.46,5.9,8.1,9.7,Bệnh viện Mắt Hà Nội,Hospitals and Medical Facilities,0.22,
59406845,,0.46,5.9,8.1,9.7,Mosaique Livingroom,Entertainment,0.23,
59406845,,0.46,5.9,8.1,9.7,Embassy of France,Embassies and Consulates,0.24,
59406845,,0.46,5.9,8.1,9.7,Embassy of Turkey,Embassies and Consulates,0.28,
59406845,,0.46,5.9,8.1,9.7,Vietnamese Women's Museum,Museums and Art Galleries,0.28,
59406845,,0.46,5.9,8.1,9.7,Museum of People's Public Security,Museums and Art Galleries,0.3,
59406845,,0.46,5.9,8.1,9.7,British Embassy,Embassies and Consulates,0.34,
59406845,,0.46,5.9,8.1,9.7,Viet Duc Hospital,Hospitals and Medical Facilities,0.35,
61394154,,,,,,Ngoc Khanh Lake,"Rivers, Reservoirs, and Lakes",0.23,
61394154,,,,,,Hanoi Obstetrics & Gynecology Hospital,Hospitals and Medical Facilities,0.31,
61394154,,,,,,Tohe Style,Shopping Centers and Areas,0.32,
61394154,,,,,,National Hospital Of Pediatrics,Hospitals and Medical Facilities,0.32,
61394154,,,,,,Siêu thị điện máy Mediamart,Supermarkets,0.33,
61394154,,,,,,Thu Le Park,Zoos and Aquariums,0.44,
61394154,,,,,,Hanoi Zoological Gardens,Zoos and Aquariums,0.44,
61394154,,,,,,Vincom Center Nguyen Chi Thanh,Shops,0.44,
61394154,,,,,,Hồ Quan hệ,"Rivers, Reservoirs, and Lakes",0.46,
61394154,,,,,,Embassy of Russia,Embassies and Consulates,0.52,
83292956,,,,,,Viện Tim Hà Nội (cơ sở 2),Hospitals and Medical Facilities,0.31,
83292956,,,,,,Banana Playground,"Botanical Gardens, and Public Parks",0.51,
83292956,,,,,,Coconut Playground,"Botanical Gardens, and Public Parks",0.59,
83292956,,,,,,Chula fashion showroom,Shopping Centers and Areas,0.61,
83292956,,,,,,HeriTran Classic Cars Museum,Museums and Art Galleries,0.77,
83292956,,,,,,Pomelo Park,"Botanical Gardens, and Public Parks",0.95,
83292956,,,,,,Vin+ 35B Xuân La,Supermarkets,0.98,
83292956,,,,,,West Lake New Solar Amusement Park,"Amusement, Theme parks, and Water parks",1.15,
83292956,,,,,,Ho Tay Water Park,"Amusement, Theme parks, and Water parks",1.22,
83292956,,,,,,Mall,Supermarkets,1.23,
56185562,,0.43,6.0,8.4,9.8,Embassy of India,Embassies and Consulates,0.17,
56185562,,0.43,6.0,8.4,9.8,Embassy of Turkey,Embassies and Consulates,0.18,
56185562,,0.43,6.0,8.4,9.8,Siêu thị thực phẩm chức năng GPCare - Cơ sở 3 - 65B Trần Hưng Đạo,Hospitals and Medical Facilities,0.2,
56185562,,0.43,6.0,8.4,9.8,Museum of People's Public Security,Museums and Art Galleries,0.22,
56185562,,0.43,6.0,8.4,9.8,Bệnh viện Mắt Hà Nội,Hospitals and Medical Facilities,0.26,
56185562,,0.43,6.0,8.4,9.8,Hanoi Police Museum,Museums and Art Galleries,0.28,
56185562,,0.43,6.0,8.4,9.8,Hoa Lo Historical Prison,Museums and Art Galleries,0.3,
56185562,,0.43,6.0,8.4,9.8,Mosaique Livingroom,Entertainment,0.31,
56185562,,0.43,6.0,8.4,9.8,Hoa Lo Prison,Historical Buildings and Sites,0.31,
56185562,,0.43,6.0,8.4,9.8,Viet Duc Hospital,Hospitals and Medical Facilities,0.31,
39526568,,0.0,8.2,9.2,8.7,Pharmacy,Hospitals and Medical Facilities,0.04,
39526568,,0.0,8.2,9.2,8.7,Duc Nhan Tailor,Shopping Centers and Areas,0.09,
39526568,,0.0,8.2,9.2,8.7,Al Nour Mosque,Places of Worship,0.15,
39526568,,0.0,8.2,9.2,8.7,Motorbike parking (Pho Hang But),Parking,0.19,
39526568,,0.0,8.2,9.2,8.7,Phung Hung Mural Street,Famous Streets and Neighborhoods,0.2,
39526568,,0.0,8.2,9.2,8.7,Chua Cau Đong,Places of Worship,0.24,
39526568,,0.0,8.2,9.2,8.7,Evan Journey - Day Tours,Monuments and Landmarks,0.24,
39526568,,0.0,8.2,9.2,8.7,Night Market,Shopping Centers and Areas,0.24,
39526568,,0.0,8.2,9.2,8.7,Dong Xuan Market,Shopping Centers and Areas,0.25,
39526568,,0.0,8.2,9.2,8.7,Chua Quan Huyen Thien,Places of Worship,0.3,
86465845,,,,,,Hanoi Museum,Museums and Art Galleries,0.3,
86465845,,,,,,Follow me Hanoi - Day Tours,Shopping Centers and Areas,0.3,
86465845,,,,,,Benh Vien Da Khoa Y Hoc Co Truyen,Hospitals and Medical Facilities,0.38,
86465845,,,,,,Bệnh viện 198,Hospitals and Medical Facilities,0.46,
86465845,,,,,,gg,Fitness and Yoga Centers,0.57,
86465845,,,,,,National University,"Colleges, Universities, and Educational institutions",0.58,
86465845,,,,,,FPT shop,Supermarkets,0.61,
86465845,,,,,,Vm+ ct1 mỹ đình plaza 2,Supermarkets,0.61,
86465845,,,,,,Nha khoa Phương Anh 2,Hospitals and Medical Facilities,0.62,
86465845,,,,,,Nha khoa Dũng Tuyên,Hospitals and Medical Facilities,0.65,
10960,,2.85,7.8,8.8,7.9,Siêu thị điện máy Mediamart,Supermarkets,0.13,
10960,,2.85,7.8,8.8,7.9,Embassy of Finland,Embassies and Consulates,0.14,
10960,,2.85,7.8,8.8,7.9,Lotte Center Hanoi,Shopping Centers and Areas,0.14,
10960,,2.85,7.8,8.8,7.9,Lotte Department Store,Shopping Centers and Areas,0.15,
10960,,2.85,7.8,8.8,7.9,Lotte Ba Đình,Supermarkets,0.19,
10960,,2.85,7.8,8.8,7.9,Lotte Observation Deck,Monuments and Landmarks,0.2,
10960,,2.85,7.8,8.8,7.9,Tohe Style,Shopping Centers and Areas,0.2,
10960,,2.85,7.8,8.8,7.9,Ngoc Khanh Lake,"Rivers, Reservoirs, and Lakes",0.22,
10960,,2.85,7.8,8.8,7.9,Embassy of Japan,Embassies and Consulates,0.35,
10960,,2.85,7.8,8.8,7.9,United Nations Development Programme,Business Offices,0.4,
53015544,,1.44,7.1,8.2,8.7,Hồ Hào Nam,"Rivers, Reservoirs, and Lakes",0.11,
53015544,,1.44,7.1,8.2,8.7,Vm+ 41 Vũ thạnh,Supermarkets,0.2,
53015544,,1.44,7.1,8.2,8.7,British Council,Famous Buildings,0.27,
53015544,,1.44,7.1,8.2,8.7,Vm+ 83 An Trạch,Supermarkets,0.3,
53015544,,1.44,7.1,8.2,8.7,Vm+ 43 giảng võ,Supermarkets,0.44,
53015544,,1.44,7.1,8.2,8.7,Tượng đài Lê Nin,"Botanical Gardens, and Public Parks",0.44,
53015544,,1.44,7.1,8.2,8.7,Pet Mart Kim Mã,Supermarkets,0.49,
53015544,,1.44,7.1,8.2,8.7,ĐỨC LONG Pharmacy,Hospitals and Medical Facilities,0.51,
53015544,,1.44,7.1,8.2,8.7,Unimart Giảng Võ,Supermarkets,0.52,
53015544,,1.44,7.1,8.2,8.7,Nhà thi đấu Trịnh Hoài Đức,Entertainment,0.52,
59315710,,0.0,7.6,9.2,9.2,Halong Bay Day Tours,Monuments and Landmarks,0.09,
59315710,,0.0,7.6,9.2,9.2,Houng Sen,Shopping Centers and Areas,0.1,
59315710,,0.0,7.6,9.2,9.2,Nam Tailor,Shopping Centers and Areas,0.11,
59315710,,0.0,7.6,9.2,9.2,Ho Guom Audio,Shops,0.12,
59315710,,0.0,7.6,9.2,9.2,Bia Hoi 68 Hang Quat,Bars,0.14,
59315710,,0.0,7.6,9.2,9.2,Motorbike parking (Pho Hang But),Parking,0.17,
59315710,,0.0,7.6,9.2,9.2,Umove,Shopping Centers and Areas,0.22,
59315710,,0.0,7.6,9.2,9.2,Den Quan Tran Vu,Monuments and Landmarks,0.23,
59315710,,0.0,7.6,9.2,9.2,Phuc Loi Shop,Shopping Centers and Areas,0.23,
59315710,,0.0,7.6,9.2,9.2,Vietnamese Craft - Guild,Shopping Centers and Areas,0.24,
51491627,,0.14,6.2,8.9,9.3,British Embassy,Embassies and Consulates,0.07,
51491627,,0.14,6.2,8.9,9.3,V-Artroom,Shopping Centers and Areas,0.13,
51491627,,0.14,6.2,8.9,9.3,Vietnamese Women's Museum,Museums and Art Galleries,0.16,
51491627,,0.14,6.2,8.9,9.3,Bệnh viện Mắt Hà Nội,Hospitals and Medical Facilities,0.2,
51491627,,0.14,6.2,8.9,9.3,A Dong Art Gallery,Shopping Centers and Areas,0.21,
51491627,,0.14,6.2,8.9,9.3,Infostones Bookshop,Shops,0.22,
51491627,,0.14,6.2,8.9,9.3,American Club,Things to do,0.24,
51491627,,0.14,6.2,8.9,9.3,Domestic Post Office,"Internet, Post and Phone Services",0.26,
51491627,,0.14,6.2,8.9,9.3,Trang Tien,Famous Streets and Neighborhoods,0.27,
51491627,,0.14,6.2,8.9,9.3,Phá thai an toàn ở Nhà hộ sinh A - TTYT Hoàn Kiếm,Hospitals and Medical Facilities,0.27,
34334661,,1.95,4.8,6.5,7.9,Dam Trau Supermarket,Supermarkets,0.06,
34334661,,1.95,4.8,6.5,7.9,Hanoi Creative City,Entertainment,0.21,
34334661,,1.95,4.8,6.5,7.9,Yersin,"Botanical Gardens, and Public Parks",0.46,
34334661,,1.95,4.8,6.5,7.9,Viện vệ sinh dịch tễ Trung Ương,Hospitals and Medical Facilities,0.57,
34334661,,1.95,4.8,6.5,7.9,Vườn hoa Pasteur,"Botanical Gardens, and Public Parks",0.62,
34334661,,1.95,4.8,6.5,7.9,Cổng vào bệnh viện Việt Xô,Hospitals and Medical Facilities,0.62,
34334661,,1.95,4.8,6.5,7.9,Duoc Khoa,Hospitals and Medical Facilities,0.7,
34334661,,1.95,4.8,6.5,7.9,Bệnh viện Hữu nghị Việt Xô,Hospitals and Medical Facilities,0.7,
34334661,,1.95,4.8,6.5,7.9,108 Hospital,Hospitals and Medical Facilities,0.8,
34334661,,1.95,4.8,6.5,7.9,Vietnam association of architects,Camping and Outdoors,0.83,
65703930,,,,,,Chợ Vẽ,Supermarkets,1.0,
65703930,,,,,,Benh Vien Nam Thang Long,Hospitals and Medical Facilities,1.27,
65703930,,,,,,Pineapple Park,"Botanical Gardens, and Public Parks",1.63,
65703930,,,,,,Pomelo Park,"Botanical Gardens, and Public Parks",1.88,
65703930,,,,,,Coconut Playground,"Botanical Gardens, and Public Parks",2.24,
65703930,,,,,,Banana Playground,"Botanical Gardens, and Public Parks",2.38,
65703930,,,,,,Nhà để xe CBCNV Viettel,Parking,2.61,
65703930,,,,,,Cây Đa,Natural Parks and Forests,2.64,
65703930,,,,,,Peace Park,"Botanical Gardens, and Public Parks",2.69,
65703930,,,,,,Bệnh viện Đa khoa Phương Đông,Hospitals and Medical Facilities,2.71,
30977576,,2.67,8.5,7.5,7.9,Embassy of Japan,Embassies and Consulates,0.25,
30977576,,2.67,8.5,7.5,7.9,Lotte Ba Đình,Supermarkets,0.4,
30977576,,2.67,8.5,7.5,7.9,Lotte Observation Deck,Monuments and Landmarks,0.42,
30977576,,2.67,8.5,7.5,7.9,United Nations Development Programme,Business Offices,0.42,
30977576,,2.67,8.5,7.5,7.9,Lotte Center Hanoi,Shopping Centers and Areas,0.45,
30977576,,2.67,8.5,7.5,7.9,Embassy of Finland,Embassies and Consulates,0.45,
30977576,,2.67,8.5,7.5,7.9,Lotte Department Store,Shopping Centers and Areas,0.45,
30977576,,2.67,8.5,7.5,7.9,Family Medical Practice Hanoi,Hospitals and Medical Facilities,0.56,
30977576,,2.67,8.5,7.5,7.9,Bể Bơi Khăn Quàng Đỏ,Sport Centers and Swimming Pools,0.59,
30977576,,2.67,8.5,7.5,7.9,Quan Ngua Sports Complex,Entertainment,0.59,
60158437,,,6.9,6.8,7.9,V+ c-4 ngõ 63 lê đức thọ md2,Supermarkets,0.1,
60158437,,,6.9,6.8,7.9,Vm+ 86/20 mỹ đình,Supermarkets,0.44,
60158437,,,6.9,6.8,7.9,Vm+CT,Supermarkets,0.47,
60158437,,,6.9,6.8,7.9,Vm+ A12-BT1 lưu hữu phước,Supermarkets,0.47,
60158437,,,6.9,6.8,7.9,Vm+ c3-2 chung cư c3 MD1,Supermarkets,0.57,
60158437,,,6.9,6.8,7.9,Vm+ 44 nguyễn hoàng,Supermarkets,0.58,
60158437,,,6.9,6.8,7.9,V+ n4a5  mĩ dình,Supermarkets,0.61,
60158437,,,6.9,6.8,7.9,Vm+ 19 nguyễn cơ thạch,Supermarkets,0.63,
60158437,,,6.9,6.8,7.9,Vm+ số 16 ktdc 7.3-8.1 mỹ đình 2,Supermarkets,0.68,
60158437,,,6.9,6.8,7.9,Vm+ 156 trần bình,Supermarkets,0.7,
247355,,,5.1,7.5,7.9,vin mart Tran Duy Hung,Supermarkets,0.17,
247355,,,5.1,7.5,7.9,BigC,Supermarkets,0.37,
247355,,,5.1,7.5,7.9,BigC Thang Long,Shopping Centers and Areas,0.4,
247355,,,5.1,7.5,7.9,vin Mart Trung Hoa,Supermarkets,0.44,
247355,,,5.1,7.5,7.9,Siêu thị thực phẩm chức năng GPCare,Hospitals and Medical Facilities,0.46,
247355,,,5.1,7.5,7.9,Công viên quận Thanh Xuân,"Botanical Gardens, and Public Parks",0.56,
247355,,,5.1,7.5,7.9,Koang Huy Mart,Supermarkets,0.58,
247355,,,5.1,7.5,7.9,Ao làng,"Rivers, Reservoirs, and Lakes",0.62,
247355,,,5.1,7.5,7.9,Vườn hoa Trung Hòa - Nhân Chính,"Botanical Gardens, and Public Parks",0.62,
247355,,,5.1,7.5,7.9,Tran Duy Hung Street,Famous Streets and Neighborhoods,0.62,
67232309,,,,,,Lotte Observation Deck,Monuments and Landmarks,0.3,
67232309,,,,,,Lotte Department Store,Shopping Centers and Areas,0.34,
67232309,,,,,,Lotte Ba Đình,Supermarkets,0.36,
67232309,,,,,,Lotte Center Hanoi,Shopping Centers and Areas,0.37,
67232309,,,,,,Embassy of Finland,Embassies and Consulates,0.37,
67232309,,,,,,Embassy of Japan,Embassies and Consulates,0.39,
67232309,,,,,,Thu Le Park,Zoos and Aquariums,0.44,
67232309,,,,,,Hanoi Zoological Gardens,Zoos and Aquariums,0.46,
67232309,,,,,,Hanoi Botanical Zoo,Zoos and Aquariums,0.52,
67232309,,,,,,Siêu thị điện máy Mediamart,Supermarkets,0.58,
1517145,,0.0,7.7,9.4,8.7,Hang Bac Temple,Places of Worship,0.06,
1517145,,0.0,7.7,9.4,8.7,Hang Ngang Hang Dao,Famous Streets and Neighborhoods,0.08,
1517145,,0.0,7.7,9.4,8.7,Old Quarter,Famous Streets and Neighborhoods,0.08,
1517145,,0.0,7.7,9.4,8.7,Travel Agent Hanoi,Camping and Outdoors,0.09,
1517145,,0.0,7.7,9.4,8.7,Museum Of Independence,Museums and Art Galleries,0.09,
1517145,,0.0,7.7,9.4,8.7,Kitonali Bespoke Tailoring,Shopping Centers and Areas,0.1,
1517145,,0.0,7.7,9.4,8.7,Lucky Star Shop,Shopping Centers and Areas,0.1,
1517145,,0.0,7.7,9.4,8.7,Ta Hien Street,Famous Streets and Neighborhoods,0.11,
1517145,,0.0,7.7,9.4,8.7,Vietcraft,Shopping Centers and Areas,0.11,
1517145,,0.0,7.7,9.4,8.7,Mao's Red Lounge,Bars,0.12,
36836780,,0.25,8.8,9.5,7.9,54 Traditions Gallery,Shopping Centers and Areas,0.06,
36836780,,0.25,8.8,9.5,7.9,Bệnh viện Hồng ngọc,Hospitals and Medical Facilities,0.16,
36836780,,0.25,8.8,9.5,7.9,Travel Sense Asia - Private Day Tours,Shopping Centers and Areas,0.23,
36836780,,0.25,8.8,9.5,7.9,Vườn hoa Hàng Đậu,"Botanical Gardens, and Public Parks",0.24,
36836780,,0.25,8.8,9.5,7.9,nha thuoc Hai Linh,Hospitals and Medical Facilities,0.31,
36836780,,0.25,8.8,9.5,7.9,Phú thọ,Hospitals and Medical Facilities,0.32,
36836780,,0.25,8.8,9.5,7.9,BS Hồ Hoàng Dũng,Hospitals and Medical Facilities,0.35,
36836780,,0.25,8.8,9.5,7.9,Nha Thuoc Nhan Dan,Hospitals and Medical Facilities,0.37,
36836780,,0.25,8.8,9.5,7.9,Phung Hung Mural Street,Famous Streets and Neighborhoods,0.44,
36836780,,0.25,8.8,9.5,7.9,The Bookworm Hanoi,Shopping Centers and Areas,0.45,
1157099,,,5.3,8.4,7.9,Vm+ TDP số 5 mễ trì hạ,Supermarkets,0.1,
1157099,,,5.3,8.4,7.9,3D Gallery,Museums and Art Galleries,0.21,
1157099,,,5.3,8.4,7.9,Ao Tròn,"Rivers, Reservoirs, and Lakes",0.26,
1157099,,,5.3,8.4,7.9,The Garden Shopping Center,Shopping Centers and Areas,0.31,
1157099,,,5.3,8.4,7.9,Vm+ số 23 ngõ 14 mễ trì hạ,Supermarkets,0.4,
1157099,,,5.3,8.4,7.9,Vm+ lô 8 kdt mễ trì hạ,Supermarkets,0.62,
1157099,,,5.3,8.4,7.9,Sân Cây Đề,"Botanical Gardens, and Public Parks",0.62,
1157099,,,5.3,8.4,7.9,lina,"Botanical Gardens, and Public Parks",0.63,
1157099,,,5.3,8.4,7.9,V+,Supermarkets,0.68,
1157099,,,5.3,8.4,7.9,Vm+ 21-23 mễ trì thượng,Supermarkets,0.81,
6944354,,0.0,7.7,9.3,8.6,Travel Agent Hanoi,Camping and Outdoors,0.08,
6944354,,0.0,7.7,9.3,8.6,Hang Bac Temple,Places of Worship,0.09,
6944354,,0.0,7.7,9.3,8.6,Ta Hien Street,Famous Streets and Neighborhoods,0.09,
6944354,,0.0,7.7,9.3,8.6,Kitonali Bespoke Tailoring,Shopping Centers and Areas,0.09,
6944354,,0.0,7.7,9.3,8.6,Mao's Red Lounge,Bars,0.1,
6944354,,0.0,7.7,9.3,8.6,Hieu Phuc Loi,Shops,0.1,
6944354,,0.0,7.7,9.3,8.6,Hang Ngang Hang Dao,Famous Streets and Neighborhoods,0.1,
6944354,,0.0,7.7,9.3,8.6,Old Quarter,Famous Streets and Neighborhoods,0.1,
6944354,,0.0,7.7,9.3,8.6,Vietcraft,Shopping Centers and Areas,0.1,
6944354,,0.0,7.7,9.3,8.6,Museum Of Independence,Museums and Art Galleries,0.1,
1414688,,0.0,8.2,9.1,8.1,O Quan Chuong,Entertainment,0.05,
1414688,,0.0,8.2,9.1,8.1,Old City Gate,Monuments and Landmarks,0.11,
1414688,,0.0,8.2,9.1,8.1,Den Quan De,Monuments and Landmarks,0.14,
1414688,,0.0,8.2,9.1,8.1,Tattoo 1984,Hospitals and Medical Facilities,0.14,
1414688,,0.0,8.2,9.1,8.1,Kuy Son Propaganda Art,Shopping Centers and Areas,0.14,
1414688,,0.0,8.2,9.1,8.1,NHA THUOC,Hospitals and Medical Facilities,0.16,
1414688,,0.0,8.2,9.1,8.1,Bach Ma Temple,Places of Worship,0.18,
1414688,,0.0,8.2,9.1,8.1,Strassenmarkt,Supermarkets,0.19,
1414688,,0.0,8.2,9.1,8.1,Hapro Food,Supermarkets,0.19,
1414688,,0.0,8.2,9.1,8.1,Hieu Phuc Loi,Shops,0.19,
38934352,,0.0,7.1,9.9,8.7,Cau Go Street,Famous Streets and Neighborhoods,0.03,
38934352,,0.0,7.1,9.9,8.7,Vietnam Moontravel,Monuments and Landmarks,0.06,
38934352,,0.0,7.1,9.9,8.7,Hong Ha Anh Silk,Shopping Centers and Areas,0.11,
