activity_id,activity_title,activity_url,city_name,country_name,rating_star,review_count,booked_count,original_price,selling_price,discount_percent,currency,package_id,package_name,package_description,package_tags,earliest_available,highlights,itinerary,inclusions,exclusions,how_to_use,cancellation_policy,important_notes,image_url,crawled_at
16861,Vé Công Viên Núi Thần Tài Đà Nẵng - Klook,https://www.klook.com/vi/activity/16861-nui-than-tai-hot-springs-da-nang/,Việt Nam,Việt Nam,4.5,1269,64255,,370500,,VND,16861_std,Vé tiêu chuẩn / Standard Option,Đặt vé Suối Khoáng Nóng Núi Thần Tài qua Klook với giá tốt hơn. Sở hữu mã giảm thêm đến 200k khi đặt trên Klook!,Xác nhận tức thời,Khả dụng hôm nay,Đặt vé Suối Khoáng Nóng Núi Thần Tài qua Klook với giá tốt hơn. Sở hữu mã giảm thêm đến 200k khi đặt trên Klook!,Xem chi tiết tại điểm hẹn và lịch trình theo gói,Bao gồm vé vào cổng hoặc dịch vụ theo từng gói đã chọn,"Chi phí cá nhân, tiền tip và các dịch vụ không nêu trong gói",Xuất trình voucher điện tử trên điện thoại tại quầy hoặc điểm đón,Huỷ miễn phí trước 24 giờ (tuỳ theo quy định của từng gói),Những điều cần lưu ý,"https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/rzg7lxrk5qlegt9zm3df/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/idyz3ci44aqbqup1j0cy/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/zywx19josyknpx0mhrzy/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/bdlyz8hvi7hnbq2vvwbl/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/kqtxwxeacfr1ruu6tlxn/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/von8bem0v9kaayeagjby/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/pxqox9btpnhb02q388mr/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/ctixdc9yhjhwa98spjw6/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/akrxnwhm80aegbp2zu5f/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/td6yvjyvqepj1kytpxxp/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/j8lenki5h5hsedceyptr/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/n3q16kwxttkgwveeu5jx/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/nhgln8jv1n7il952iude/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/canfu8kftg3vowqjenfw/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/lbm0zs1f3ieeb6zvtm5v/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/o4ivk17ohswnxvsbsetp/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/tmm4fsbrtws6zswog0tj/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/pj5wjute6sxpyowzbwpd/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/fdufujd1zsxfjuulax5a/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/vrlni2toubczwnm0cjeg/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/ihpzy4rbrtqjdv5lycyq/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/o5w5xvrmn3bieqokfvq2/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/ohj19k3ukhutsxxa0qfk/VéCôngViênNúiThầnTàiĐàNẵng-Klook.jpg",2026-09-17 09:13:36
11967,Vé Sun World Ha Long Quảng Ninh - Klook,https://www.klook.com/vi/activity/11967-sun-world-ha-long-complex-ticket/,Việt Nam,Việt Nam,4.6,665,49870,,141339,,VND,518022,Vé Công Viên Nước,Vé vào cổng điểm tham quan: Công viên nước Typhoon,Xác nhận tức thời,Khả dụng vào ngày mai,Khám phá tổ hợp vui chơi giải trí đầy mới mẻ ngay Bãi Cháy Hạ Long tuyệt đẹp trong chuyến du lịch Quảng Ninh của bạn! Đặt vé Sun World Hạ Long trên Klook ngay để nhận ngay ưu đãi!,Xem chi tiết tại điểm hẹn và lịch trình theo gói,Bao gồm vé vào cổng hoặc dịch vụ theo từng gói đã chọn,"Chi phí cá nhân, tiền tip và các dịch vụ không nêu trong gói",Hướng dẫn,Huỷ miễn phí trước 24 giờ (tuỳ theo quy định của từng gói),Vui lòng đến trước giờ khởi hành ít nhất 15 phút và mang theo giấy tờ tuỳ thân,"https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/sytsmedhoitvwcasveut/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/jcr44dlniltbnctvikdn/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/efn6wm2mgugkjgy40pow/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/cppm3knjvvqw5tn041pr/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/niqbm4gpuach4sapdzlr/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/a2h7w5fob6t3pok5blcw/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/c2bda5r9bylon5ofccgp/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/zi1tbvsgh6gcg9mstfsp/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/nibkgy2dnwdz7fvu0qtx/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/wj3d8f21vtwly9ycs3ba/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/bpqgsyzfj9cfi0jbvjrx/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/bi9muku7bdoocs0zwzgv/VéSunWorldHaLongQuảngNinh-Klook.jpg",2026-09-17 09:13:36
11967,Vé Sun World Ha Long Quảng Ninh - Klook,https://www.klook.com/vi/activity/11967-sun-world-ha-long-complex-ticket/,Việt Nam,Việt Nam,4.6,665,49870,,141339,,VND,513754,Vé Cáp Treo Nữ Hoàng,Vé vào cổng điểm tham quan: Cáp treo Nữ Hoàng,Xác nhận tức thời,Khả dụng hôm nay,Khám phá tổ hợp vui chơi giải trí đầy mới mẻ ngay Bãi Cháy Hạ Long tuyệt đẹp trong chuyến du lịch Quảng Ninh của bạn! Đặt vé Sun World Hạ Long trên Klook ngay để nhận ngay ưu đãi!,Xem chi tiết tại điểm hẹn và lịch trình theo gói,Bao gồm vé vào cổng hoặc dịch vụ theo từng gói đã chọn,"Chi phí cá nhân, tiền tip và các dịch vụ không nêu trong gói",Hướng dẫn,Huỷ miễn phí trước 24 giờ (tuỳ theo quy định của từng gói),Vui lòng đến trước giờ khởi hành ít nhất 15 phút và mang theo giấy tờ tuỳ thân,"https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/sytsmedhoitvwcasveut/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/jcr44dlniltbnctvikdn/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/efn6wm2mgugkjgy40pow/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/cppm3knjvvqw5tn041pr/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/niqbm4gpuach4sapdzlr/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/a2h7w5fob6t3pok5blcw/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/c2bda5r9bylon5ofccgp/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/zi1tbvsgh6gcg9mstfsp/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/nibkgy2dnwdz7fvu0qtx/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/wj3d8f21vtwly9ycs3ba/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/bpqgsyzfj9cfi0jbvjrx/VéSunWorldHaLongQuảngNinh-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/bi9muku7bdoocs0zwzgv/VéSunWorldHaLongQuảngNinh-Klook.jpg",2026-09-17 09:13:36
843,Tour ngày Ninh Bình từ Hà Nội  - Klook,https://www.klook.com/vi/activity/843-ha-noi-ninh-binh-day-tour-luxury-d-car/,Tam Cốc – Bích Động,Việt Nam,4.8,3024,46947,,870588,,VND,843_std,Vé tiêu chuẩn / Standard Option,Tham gia Tour Ninh Bình cả ngày từ Hà Nội với nhiều lựa chọn kích thước nhóm,Xác nhận tức thời,Khả dụng hôm nay,Tham gia Tour Ninh Bình cả ngày từ Hà Nội với nhiều lựa chọn kích thước nhóm,Xem chi tiết tại điểm hẹn và lịch trình theo gói,Bao gồm vé vào cổng hoặc dịch vụ theo từng gói đã chọn,"Chi phí cá nhân, tiền tip và các dịch vụ không nêu trong gói",Xuất trình voucher điện tử trên điện thoại tại quầy hoặc điểm đón,Huỷ miễn phí trước 24 giờ (tuỳ theo quy định của từng gói),Những điều cần lưu ý,"https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/iyfpoomz6r2nah1rn2uq/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/kyy52athv4dbr6r3lryg/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/ktfcamzpmaxrj2vwebjg/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/kwpxtfqrdwocschuptqr/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/cfwwjqnb8iaqud4ss9qw/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/smk6y46adjq8x2emmn1p/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/sdks7b9irfl8yzdpddg8/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/h6esiop9xh3hohwuffz2/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/axbi53leyq9oltv2kr1k/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/xdy8biu1gv4uwfrpnufw/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/xh5tljruo3qkve5uly5q/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/kqtneib70amiawe75yit/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/u22badlonf54qzqynoef/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/etdwidbfwbfgrnkrtjts/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/b2zukzzsnyoxzrznsjo8/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/qzqwet1ydq5tkghdtiif/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/fdmgsxcl1mn14xi3dgjq/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/muxutekkjaxk7nxzzvwa/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/wg4xhxxcwoimcvrym5dt/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/cg26k2cd6ymwpfrtverx/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/cloeltjxy4n9hsd5z1wk/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/dgssnmllcrzr4bmo48ro/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/c8kbi54abyhhqhvau0bu/TourngàyNinhBìnhtừHàNội-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/y9rlqqwgtln84pb2ry0y/TourngàyNinhBìnhtừHàNội-Klook.jpg",2026-09-17 09:13:36
10459,"Tour Tham Quan Sapa 2 Ngày 1 Đêm Bằng Xe Buýt Từ Hà Nội (Ở Homestay), Việt Nam - Klook",https://www.klook.com/vi/activity/10459-2d1n-sapa-tour-hanoi/,Việt Nam,Việt Nam,4.5,144,1997,,2746688,,VND,10459_std,Vé tiêu chuẩn / Standard Option,"Ngắm nhìn Việt Nam với tour 2 ngày ở Sa Pa bằng xe buýt! Chứng kiến cuộc sống địa phương chân thực khi đi trek qua các làng Y Linh Hồ, Tả Van và Giàng Tả Chải, bản Cát Cát - nơi các dân tộc thiểu số H",Xác nhận tức thời,Khả dụng hôm nay,"Ngắm nhìn Việt Nam với tour 2 ngày ở Sa Pa bằng xe buýt! Chứng kiến cuộc sống địa phương chân thực khi đi trek qua các làng Y Linh Hồ, Tả Van và Giàng Tả Chải, bản Cát Cát - nơi các dân tộc thiểu số H",Xem chi tiết tại điểm hẹn và lịch trình theo gói,Bao gồm vé vào cổng hoặc dịch vụ theo từng gói đã chọn,"Chi phí cá nhân, tiền tip và các dịch vụ không nêu trong gói",Xuất trình voucher điện tử trên điện thoại tại quầy hoặc điểm đón,Huỷ miễn phí trước 24 giờ (tuỳ theo quy định của từng gói),Những điều cần lưu ý,"https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/iktzhr7ccvtt08qfa8kb/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/o8dflau2wkvuoebavhel/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/g8crub23azavflx9agfi/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/f5n3gtqu5rhbgciaiwhh/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/wjoxofuefruo0nfnylxv/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/yacx1mctzuvv0qc3ibu2/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/agwdcoixxozalzuyxxyt/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/zdspmd0jzm6kmopcpjjk/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/tn7plsrvjtshfxfs9pti/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/kiklhjvehg4up76r7p7g/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg, https://res.klook.com/images/w_1200,h_630,c_fill,q_65/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/j0ufcsaflruzhzpd5hhm/TourThamQuanSapa2Ngày1ĐêmBằngXeBuýtTừHàNội(ỞHomestay),ViệtNam-Klook.jpg",2026-09-17 09:13:36
